,error_ractions,error_info
0,>>c1(ccc(Cl)s1)C(C(=O)O)NC(=O)Nc2ccc(N)cc2,Ignored this reaction
1,>>c1(NC(=O)Nc2ccc(NC(=O)NC(C(=O)O)c3ccc(Cl)s3)cc2)cc(F)c(F)cc1C(=O)OC,Ignored this reaction
2,>>C1(=O)c2c(cc(NC)c(F)c2)NC(=O)N1c3ccc(NC(=O)NC(C(=O)O)c4ccc(Cl)s4)cc3,Ignored this reaction
3,>>C1(=O)c2c(cc(NCc3ccc(F)cc3)cc2)NC(=O)N1c4ccc(C(=O)NCc5ccc(Cl)s5)cc4,Ignored this reaction
4,>>C1(=O)c2c(cc(NCc3ccc(F)cc3)cc2)NC(=O)N1c4ccc(C(=O)NC(C(=O)O)c5cccs5)cc4,Ignored this reaction
5,>>C1(=O)c2c(cc(NCc3ccc(F)cc3)cc2)NC(=O)N1c4ccc(C(=O)NC(C(=O)O)Cc5cccs5)cc4,Ignored this reaction
6,>>N1(C(=O)Nc(cc(NC)c(F)c2)c2C1=O)c3ccc(C(=O)NC(C(=O)O)c4cccs4)cc3,Ignored this reaction
7,>>C1(=O)c2c(cc(NC)c(F)c2)NC(=O)N1c3ccc(C(=O)NC(C(=O)O)Cc4cccs4)cc3,Ignored this reaction
8,>>C1(=O)c2c(cc(NCc3ccc(F)cc3)cc2)NC(=O)N1c4ccc(C(=O)NCc5nnn[nH]5)cc4,Ignored this reaction
9,>>c12c(C=CN(c3ccc(C(=O)NC(C(=O)O)c4ccc(Cl)s4)cc3)C1=O)cc(OC)c(F)c2,Ignored this reaction
10,>>C1(=O)c2c(cc(NC)c(F)c2)NC(=O)N1c3ccc(C(=O)NC(C(=O)O)c4ccc(Cl)cc4)cc3,Ignored this reaction
11,>>C1(=O)c2c(cc(NC)cc2)NC(=O)N1c3ccc(C(=O)NC(C(=O)O)c4ccc(Cl)s4)cc3,Ignored this reaction
12,>>N1(C(=O)Nc(cc(NC)c(F)c2)c2C1=O)c3ccc(C(=O)NC(C(=O)OCC)c4ccc(Cl)s4)cc3,Ignored this reaction
13,>>N1(C(=O)Nc(cccc2)c2C1=O)c3ccc(C(=O)NC(C(=O)O)c4ccc(Cl)s4)cc3,Ignored this reaction
14,>>C1(=O)c2c(cc(NC)c(F)c2)NC(=O)N1c3ccc(C(=O)NC(C(=O)OCCN4CCOCC4)c5ccc(Cl)s5)cc3,Ignored this reaction
15,>>N1(C(=O)Nc(cc(NC)c(F)c2)c2C1=O)c3ccc(C(=O)NC(CO)c4ccc(Cl)s4)cc3,Ignored this reaction
16,>>N1(C(=O)Nc(ccc(I)c2)c2C1=O)c3ccc(C(=O)NC(C(=O)O)c4ccc(Cl)s4)cc3,Ignored this reaction
17,>>N1(C(=O)Nc(ccc(OC(C)C)c2)c2C1=O)c3ccc(C(=O)NC(C(=O)O)c4ccc(Cl)s4)cc3,Ignored this reaction
18,>>N1(C(=O)Nc(cccc2)c2C1=O)c3ccc(C(=O)NC(C(=O)O)c4cccs4)cc3,Ignored this reaction
19,>>C1(=O)c2c(cc(NC)c(F)c2)NC(=O)N1c3ccc(C(=O)NC(C(N)=O)c4ccc(Cl)s4)cc3,Ignored this reaction
20,>>c12c(OCN(c3ccc(C(=O)N[C@@H](C(=O)O)c4ccc(Cl)s4)cc3)C1=O)cc(NC)c(F)c2,Ignored this reaction
21,>>c12c(OCN(c3ccc(C(=O)NC(C(=O)OC)c4ccc(Cl)s4)cc3)C1=O)cc(NC)c(F)c2,Ignored this reaction
22,>>c12c(OCN(c3ccc(C(=O)NC(C(=O)OCC)c4ccc(Cl)s4)cc3)C1=O)cc(NC)c(F)c2,Ignored this reaction
23,>>C1(=O)c2c(cc(C)cc2)OCN1c3ccc(C(=O)NC(C(=O)O)c4ccc(Cl)s4)cc3,Ignored this reaction
24,>>c12c(OCN(c3ccc(C(=O)NC(C(=O)O)c4ccc(Cl)s4)cc3)C1=O)c(OC)ccc2,Ignored this reaction
25,>>c12c(OCN(c3ccc(C(=O)NC(C(N)=O)c4ccc(Cl)s4)cc3)C1=O)cc(NC)c(F)c2,Ignored this reaction
26,>>c12c(ccc(CC)c1)OCN(c3ccc(C(=O)NC(C(=O)O)c4ccc(Cl)s4)cc3)C2=O,Ignored this reaction
27,>>c12c(OCN(c3ccc(C(=O)NC(c4ccc(Cl)s4)c5nnnn5C)cc3)C1=O)cc(NC)c(F)c2,Ignored this reaction
28,>>c12c(OCN(c3ccc(C(=O)NC(c4nnn(C)n4)c5ccc(Cl)s5)cc3)C1=O)cc(NC)c(F)c2,Ignored this reaction
29,>>N1(COc(ccc(C)c2)c2C1=O)c3ccc(C(=O)NC(C(=O)OC)c4ccc(Cl)s4)cc3,Ignored this reaction
30,>>c12c(ccc(C)c1)OCN(c3ccc(C(=O)NC(C(=O)O)c4ccc(Cl)s4)cc3)C2=O,Ignored this reaction
31,>>C1(=O)N(COc(cc(CC)cc2)c12)c3ccc(C(=O)NC(C(=O)O)c4ccc(Cl)s4)cc3,Ignored this reaction
32,>>c12c(OCN(c3ccc(C(=O)NC(c4nnn[nH]4)c5cccc(Cl)c5)cc3)C1=O)cc(NC)c(F)c2,Ignored this reaction
33,>>c12c(OCN(c3ccc(C(=O)NC(c4nccs4)c5ccc(Cl)s5)cc3)C1=O)cc(NC)c(F)c2,Ignored this reaction
34,>>N1(COc(cccc2)c2C1=O)c3ccc(C(=O)NC(C(=O)O)c4ccc(Cl)s4)cc3,Ignored this reaction
35,>>c12c(OCN(c3ccc(C(=O)NC(C(=O)O)c4ccc(Cl)s4)cc3)C1=O)cc(NCc5ccc(F)cc5)cc2,Ignored this reaction
36,>>c12c(OCN(c3ccc(C(=O)NC(c4scc(C)n4)c5ccc(Cl)s5)cc3)C1=O)cc(NC)c(F)c2,Ignored this reaction
