,error_ractions,error_info
0,>>[C@@]([H])(OC(C)=O)([C@@]([H])(OC(C)=O)C(=O)Nc1cc(NC(=O)C(F)(F)F)ccc1C)[C@]([H])(OC(C)=O)[C@@]([H])(COC(C)=O)OC(C)=O,Ignored this reaction
1,>>c1(C(=O)NCc2cccc(OC)c2OC)cc(C(=O)NCc3cccc(OC)c3OC)cc(C(=O)NCc4cccc(OC)c4OC)c1,Ignored this reaction
2,>>C(NC(=O)OCc1ccccc1)(Cc2ccc(O)cc2)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(C(=O)O)Cc3ccccc3,Ignored this reaction
3,>>[C@]([H])(NC(=O)OCc1ccccc1)(Cc2ccc(OC)cc2)C(=O)N[C@@]([H])(CCC(=O)OC(C)(C)C)C(=O)N[C@@]([H])(C)C(=O)NCC(=O)OC,Ignored this reaction
4,>>[C@@]([H])(OC(C)=O)([C@@]([H])(OC(C)=O)C(=O)Nc1cc(NC(=O)C(F)(F)F)ccc1CBr)[C@]([H])(OC(C)=O)[C@@]([H])(COC(C)=O)OC(C)=O,Ignored this reaction
5,>>[C@@]([H])(Cc1ccc(OC(C)(C)C)cc1)(NC(=O)[C@]([H])(CCC(=O)OC(C)(C)C)NC(=O)OCc2ccccc2)C(=O)N[C@@]([H])(C)C(=O)NCC(=O)OC,Ignored this reaction
6,>>[C@H]1(O[C@H](COP(=O)(O)O[C@H]2C[C@H](N3C=C(F)C(=O)NC3=O)O[C@@H]2CO)[C@@H](OC(C)(C)O4)[C@H]14)n5cnc(c(S)ncn6)c56,Ignored this reaction
7,>>[C@]([H])(NC(=O)OCc1ccccc1)(Cc2ccc(OC(=O)OCc3ccccc3)cc2)C(=O)NCCCC(=O)N[C@]([H])(C(=O)OC)Cc4ccccc4,Ignored this reaction
8,>>[C@]([H])(NC(=O)OCc1ccccc1)(Cc2ccc(OC(=O)OCc3ccccc3)cc2)C(=O)Nc4cccc(C(=O)N[C@]([H])(C(=O)OC)Cc5ccccc5)c4,Ignored this reaction
9,>>C1(CCCC1)(NC(=O)[C@@]([H])(NC(=O)OCc2ccccc2)Cc3ccc(OC(=O)OCc4ccccc4)cc3)C(=O)N[C@]([H])(C(=O)OC)Cc5ccccc5,Ignored this reaction
10,>>[C@@]([H])(CC(=O)OCc1ccccc1)(NC(=O)OC(C)(C)C)C(=O)N[C@@]([H])(CC(N)=O)C(=O)N[C@]([H])(C(=O)OC)Cc2ccc(OCc3ccccc3)cc2,Ignored this reaction
11,>>c1(OC(=O)CNC(=O)[C@]([H])(C)NC(=O)[C@@]([H])(NC(=O)[C@@]([H])(N)CCC(=O)OC(C)(C)C)Cc2ccc(OC(C)(C)C)cc2)c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Ignored this reaction
12,>>C12(O[Si](C)(C)C)C(CC(C(C)(O[Si](C)(C)C)c(cccc3O[Si](C)(C)C)c3C4=O)C4=C1O[Si](C)(C)C)C(N(C)C)C(O[Si](C)(C)C)=C(C(N)=O)C2=O,Ignored this reaction
13,>>[C@]([H])(NC(=O)OCc1ccccc1)(Cc2ccc(OC(=O)OCc3ccccc3)cc2)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@]([H])(C(=O)OC)Cc4ccccc4,Ignored this reaction
14,>>[C@@]([H])(CC(=O)OCc1ccccc1)(NC(=O)[C@]([H])(C(C)O)NC(=O)OC(C)(C)C)C(=O)N[C@@]([H])(CC(N)=O)C(=O)N[C@]([H])(C(=O)OC)Cc2ccc(OCc3ccccc3)cc2,Ignored this reaction
