,error_ractions,error_info
0,>>c1(c(F)cccc1F)c2nc(C(N)=O)c(c3ccc(OCCN4CCCC(O)C4)cc3)o2,Ignored this reaction
1,>>c1(c(F)cccc1F)c2nc(C(N)=O)c(c3ccc(OCCN4CCC(CO)CC4)cc3)o2,Ignored this reaction
2,>>c1(oc(c2c(F)cccc2F)nc1C(N)=O)c3ccc(OCCN(CC)CCO)cc3,Ignored this reaction
3,>>c1(c2ccc(OCCN(CCO)Cc3ccccc3)cc2)oc(c4c(F)cccc4F)nc1C(N)=O,Ignored this reaction
4,>>c1(c(F)cccc1F)c2nc(C(N)=O)c(c3ccc(OCC(O)CN4CCOCC4)cc3)o2,Ignored this reaction
5,>>c1(c(F)cccc1F)c2nc(C(N)=O)c(c3ccc(OCC(O)CN4CCN(C)CC4)cc3)o2,Ignored this reaction
6,>>c1(c(F)cccc1F)c2nc(C(N)=O)c(c3ccc(OCC(O)CN4CCC(O)CC4)cc3)o2,Ignored this reaction
7,>>c1(oc(Nc2ccc(C(=O)NCCNC)cc2)c(C(N)=O)n1)c3c(F)cccc3F,Ignored this reaction
8,>>c1(oc(Nc2ccc(C(=O)NCCCNC)cc2)c(C(N)=O)n1)c3c(F)cccc3F,Ignored this reaction
9,>>c1(oc(Nc2ccc(C(=O)NCC3OCCN(Cc4ccccc4)C3)cc2)c(C(N)=O)n1)c5c(F)cccc5F,Ignored this reaction
10,>>c1(oc(Nc2ccc(C(=O)N[C@@H]3CCNC3)cc2)c(C(N)=O)n1)c4c(F)cccc4F,Ignored this reaction
11,>>c1(oc(Nc2ccc(C(=O)N[C@H]3CCNC3)cc2)c(C(N)=O)n1)c4c(F)cccc4F,Ignored this reaction
12,>>c1(oc(Nc2ccc(C(=O)NCCN(C)C)cc2)c(C(N)=O)n1)c3c(F)cccc3F,Ignored this reaction
13,>>c1(oc(Nc2ccc(C(=O)NCCN3CCOCC3)cc2)c(C(N)=O)n1)c4c(F)cccc4F,Ignored this reaction
14,>>c1(oc(Nc2ccc(C(=O)NC3CN(CCC34)CC4)cc2)c(C(N)=O)n1)c5c(F)cccc5F,Ignored this reaction
15,>>c1(oc(Nc2ccc(C(=O)NC3CC(CC4)N(C)C4C3)cc2)c(C(N)=O)n1)c5c(F)cccc5F,Ignored this reaction
16,>>c1(oc(Nc2ccc(C(=O)N3CCC[C@H]3CO)cc2)c(C(N)=O)n1)c4c(F)cccc4F,Ignored this reaction
17,>>c1(oc(Nc2ccc(C(=O)N3CCCCC3CO)cc2)c(C(N)=O)n1)c4c(F)cccc4F,Ignored this reaction
18,>>c1(oc(Nc2ccc(C(=O)N3CCCC(O)C3)cc2)c(C(N)=O)n1)c4c(F)cccc4F,Ignored this reaction
19,>>c1(oc(Nc2ccc(C(=O)NCCO)cc2)c(C(N)=O)n1)c3c(F)cccc3F,Ignored this reaction
20,>>c1(oc(Nc2ccc(C(=O)NCCCO)cc2)c(C(N)=O)n1)c3c(F)cccc3F,Ignored this reaction
21,>>c1(c[nH]c(ccc(OC)c2)c12)c3[nH]c(C(N)=O)c(c4ccc(OC)cc4)n3,Ignored this reaction
22,>>c1(c(F)cccc1F)c2nc(C(N)=O)c(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)o2,Ignored this reaction
23,>>c1(oc(Nc2ccc(C(=O)N3CCOCC3CO)cc2)c(C(N)=O)n1)c4c(F)cccc4F,Ignored this reaction
