,error_ractions,error_info
39,>>c1(N(=O)=O)cc(N(=O)=O)ccc1NN=C(CC2=CCC(C(C)(C)C)CC2)c3ccccc3,Ignored this reaction
40,>>N1(c2ccc(S(=O)(=O)Nc3ncc(OC)cn3)cc2)C(=O)c(cccc4)c4C1=O,Ignored this reaction
41,>>N1(CCCN2CCN(CCCC)CC2)c3c(cccc3)Sc(ccc(C(F)(F)F)c4)c14,Ignored this reaction
42,>>c12c(cccc1)c(NCCN(CC)CC)ccc2N=Nc3cccc(S(=O)(=O)O)c3,Ignored this reaction
43,>>C1(CN(CCN2CCNC(=O)C2)CCN1Cc3ccc(Cl)cc3)c4ccccc4,Ignored this reaction
44,>>C(C)(=C(CCO)SC=C(C)C(=O)c1ccccc1)N(C=O)Cc2cnc(C)nc2N,Ignored this reaction
45,>>c12c(cccc1OC)C(O)=C(CC3=C(O)c4c(c(OC)ccc4)NC3=O)C(=O)N2,Ignored this reaction
46,>>C1(c2ccccc2)=C(N=NC1C(=O)c3ccc(C)cc3)C(=CC(=O)c4ccccc4)C(=O)c5ccccc5,Ignored this reaction
47,>>c1(cc(N=Nc2ccccc2)c(O)c(cccc3)c13)S(=O)(=O)Nc4ccc(C(=O)O)cc4,Ignored this reaction
48,>>c1(cc(N=Nc2ccccc2)c(N)c(cccc3)c13)S(=O)(=O)Nc4ccc(C(=O)O)cc4,Ignored this reaction
49,>>[C@@H]1(O[C@@H](COC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O)N2CCC(OC)=NC2=O,Ignored this reaction
50,>>S(=O)(=O)(Nc1ccccc1C(=O)O)c2cc(N=Nc3ccccc3)c(O)c(cccc4)c24,Ignored this reaction
51,>>S(=O)(=O)(Nc1ccccc1C(=O)O)c2cc(N=Nc3ccccc3)c(N)c(cccc4)c24,Ignored this reaction
52,>>c12c(N=NN(CSP(=S)(OCC)OCC)C1=O)ccc(S(=O)(=O)C(C)C)c2,Ignored this reaction
53,>>C1(N(=O)=O)=C(NC(=O)NC1=O)Nc2sc(c3ccccc3)cc2C(=O)OCC,Ignored this reaction
54,>>C1(=N(=O)N(=O)=C(c2ccccc2)C1=NO)c3c(F)c(F)c(F)c(F)c3F,Ignored this reaction
55,>>C12(O)N(CN(CN3C(=O)c(cccc4)c4C3=O)C1c5ccccc5)C(=O)c(cccc6)c26,Ignored this reaction
56,>>c12c(cc(c3ccccc3)nc1NCc4ccccc4)C=C(c5ccccc5)N(Cc6ccccc6)C2=N,Ignored this reaction
57,>>c12c(CCc(cc(OC)cc3)c13)c(C)nn2c4ccc(N(=O)=O)cc4N(=O)=O,Ignored this reaction
58,>>c1(nc(Cl)nc(Nc2cccc(N(=O)=O)c2)n1)Nc3cccc(N(=O)=O)c3,Ignored this reaction
59,>>C(CNNC(=O)c1ccc(OC)cc1)(=NNC(=O)c2ccc(OC)cc2)c3ccccc3,Ignored this reaction
60,>>N1(CCC[C@@]1([H])C(=O)O)C(=O)[C@]([H])(Cc2c[nH]cn2)NC(=O)[C@@]([H])(N)CCC(=O)O,Ignored this reaction
61,>>C1(=Nc2c(cccc2)NC1=O)C(C=NNC(=O)c3ccc(O)cc3)=NNc4ccccc4,Ignored this reaction
62,>>[C@]12(C)[C@@]([H])(NC(=O)CC(C3[C@@](C)(C([C@H](C)CCCC(C)C)CC3)CC4)C14)Cc([nH]c(cccc5)c56)c6C2,Ignored this reaction
63,>>[C@H]1(O[C@H](COC(=O)c2ccc(N(=O)=O)cc2)[C@@H](O)[C@@H]1O)N3C=CC(N)=NC3=O,Ignored this reaction
64,>>n1(C(C)CC)nc(c2ccccn2)cc1NS(=O)(=O)c3ccc(NC(C)=O)cc3,Ignored this reaction
65,>>c1(c(Cl)cc(Cl)cc1Cl)N2N=C(CCCCCCCCCCCCCCC)C(SC#N)C2=O,Ignored this reaction
66,>>C(CCN1C=CC(OCC)=NC1=O)(N([H])C(=O)OCc2ccccc2)C(=O)OC(C)(C)C,Ignored this reaction
67,>>C(OS(=O)(=O)c1ccc(C)cc1)([C@H](CC2)N(C(=O)OCC)N3C(=O)OCC)[C@H]23,Ignored this reaction
68,>>C(c1nccc(C)c1)(c2ccc(N(=O)=O)cc2)C(c3nccc(C)c3)c4ccc(N(=O)=O)cc4,Ignored this reaction
69,>>C1(=Nc2c(ccc(Cl)c2)NC1=O)C(=NNC(=O)c3ccccc3)[C@]([H])(O)[C@@]([H])(O)CO,Ignored this reaction
70,>>c1(Cl)c(cc(S(N)(=O)=O)cc1N2CCN(CCOCCO)CC2)S(N)(=O)=O,Ignored this reaction
71,>>n12c(nc(cccc3)c13)C(N4CCCC4)n(c5c(cccc5)n6)c6C2N7CCCC7,Ignored this reaction
72,>>c1(N(=O)=O)cc(N(=O)=O)ccc1NN=C(C=CC(=O)OC)CCC(=O)OC,Ignored this reaction
73,>>C1(=O)N(CN2CCCCC2)N=C(c3ccccc3)CC1=Cc4cccc(N(=O)=O)c4,Ignored this reaction
74,>>c12c(nccc1)c(NC(=O)CCN3CCN(C(=O)OCC)CC3)cc(OC)c2OC,Ignored this reaction
75,>>c1(N(=O)=O)cc(N(=O)=O)ccc1NCCOP(=O)(O)OP(=O)(O)O,Ignored this reaction
76,>>c1(c2ccccc2)c3n(cccc3)nc1C(=O)c4ccccc4OS(=O)(=O)c5ccc(C)cc5,Ignored this reaction
77,>>C(Cc1ccccc1NC(=O)C(Cl)Cl)(c2c[nH]c(cccc3)c23)c4c[nH]c(cccc5)c45,Ignored this reaction
78,>>c1(NN=C(C)CSc2ncnc(Cl)c2NC)ccc(N(=O)=O)cc1N(=O)=O,Ignored this reaction
79,>>C(F)(F)(COc1nc(OCC(F)(F)C(F)(F)F)nc(N(CC)CC)n1)C(F)(F)F,Ignored this reaction
80,>>c1(C(=O)c2ccccc2)c(nn(c3ccc(N(=O)=O)cc3)c1c4ccccc4)c5ccc(Cl)cc5,Ignored this reaction
81,>>C1(=Nc2c(cccc2)NC1=O)C(C=NNc3ccc(I)cc3)=NNc4ccc(I)cc4,Ignored this reaction
82,>>C12(c3ccccc3)C(C=C(c4ccccc4)[Ge]1(C)C)C(c5ccccc5)([Ge](C)(C)C(c6ccccc6)=C7)C27,Ignored this reaction
83,>>N1(C(=O)c2ccc(Cl)cc2)C(=N[C@@]([H])(N3CCCCC3)[C@]1([H])N4CCCCC4)c5ccccc5,Ignored this reaction
84,>>N1(C(=O)N(C(c2ccccc2)c3ccccc3)C(=O)C([H])(C4)C14[H])[C@@H]5O[C@H](CO)[C@@H](O)[C@H]5O,Ignored this reaction
85,>>C(Cc1ccccc1NC(=O)C(Br)CC)(c2c[nH]c(cccc3)c23)c4c[nH]c(cccc5)c45,Ignored this reaction
86,>>N1(N=C(C)C(N=Nc2ccc(CCSc3cc(O)ccc3O)cc2)C1=O)c4ccccc4,Ignored this reaction
87,>>C1(=Nc2c(cccc2)NC1=O)C(C=NNC(=O)c3ccccc3O)=NNc4ccccc4,Ignored this reaction
88,>>C1(=Nc2c(cccc2)NC1=O)C(C=NNC(=O)c3ccccc3I)=NNc4ccccc4,Ignored this reaction
89,>>C1(=Nc2c(cccc2)NC1=O)C(C=NNC(=O)c3ccccc3)=NNc4ccc(Cl)cc4,Ignored this reaction
90,>>C1(=Nc2c(cccc2)NC1=O)C(C=NNC(=O)c3ccccc3)=NNc4ccc(Br)cc4,Ignored this reaction
91,>>C1(=Nc2c(cccc2)NC1=O)C(C=NNC(=O)c3ccccc3)=NNc4ccc(I)cc4,Ignored this reaction
92,>>c1(NN=CC(CCCCCCCCCC)=CCCCCCCCCCCC)ccc(N(=O)=O)cc1N(=O)=O,Ignored this reaction
93,>>C1(CC)(C(=O)N(C)C(=O)N1N(=O)=O)c2cc(N(=O)=O)cc(N(=O)=O)c2,Ignored this reaction
94,>>[Si](C(C)C)(C(C)C)(C(C)C)O[C@@H]1[C@@H](CO[Si](C)(C)C(C)(C)C)O[C@@H](N2C=CC(=O)NC2=O)[C@@H]1O,Ignored this reaction
95,>>c12c(ncn1[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c(N(C)C)nc(SCc4ccccc4)n2,Ignored this reaction
96,>>S1(=O)(=O)NC(c2ccccc2C(=O)O)Nc(cc(Cl)c(S(N)(=O)=O)c3)c13,Ignored this reaction
97,>>C12(C(=O)OC)CC(CN(C#N)CCc(c3c(cccc3)[nH]4)c14)C=C(CC)C2Br,Ignored this reaction
98,>>N1(N=C(C=NNC(=O)c2ccc(OC)cc2)C(=NNc3ccccc3)C1=O)c4ccccc4,Ignored this reaction
99,>>c12c(ccc(n(c3ccc(N(=O)=O)cc3C(F)(F)F)cc4)c14)nc(N)nc2N,Ignored this reaction
100,>>[C@H]1(O[C@H](COP(=O)(O)OCCO)[C@@H](O)[C@H]1O)N2C=CC(=O)N(CCO)C2=O,Ignored this reaction
101,>>C(NC(=O)c1ccc(N(=O)=O)cc1)(c2ccccc2)(c3ccccc3)c4nc(cccc5)c5[nH]4,Ignored this reaction
102,>>[C@@]1(OC(C)=O)(Nc(cc(Br)cc2)c2C1=O)[C@@]3(OC(C)=O)Nc(cc(Br)cc4)c4C3=O,Ignored this reaction
103,>>C1(OC)(OC)[C@@H](CO)C2=C(C(=O)C(C)=C(OC)C2=O)NC[C@@H](N3CCCOC(C)=O)[C@H]13,Ignored this reaction
104,>>C1(CCCCCC1=NNc2ccc(N(=O)=O)cc2N(=O)=O)c3cccc(OC)c3,Ignored this reaction
105,>>C1(Cc2c(cccc2)Cc(cccc3)c13)N4CCN(CCN5CCN(C)C5=O)CC4,Ignored this reaction
106,>>C12(CC(CC(C3)C1)CC3C2)C(=O)C=CC4C(=O)N(c5ccccc5)N(c6ccccc6)C4=O,Ignored this reaction
107,>>c(c(cn1Cc2ccccc2)CC3C4=CC(C(=O)NC5CCCC5)CN3C)(c1ccc6)c46,Ignored this reaction
108,>>[C@H]1(O[C@H](CO)[C@@H](OC(C)=O)[C@H]1O)N2C=CC(NC(=O)c3ccc(OC)cc3)=NC2=O,Ignored this reaction
109,>>[C@H]1(O[C@H](CO)[C@@H](O)[C@H]1OC(C)=O)N2C=CC(NC(=O)c3ccc(OC)cc3)=NC2=O,Ignored this reaction
110,>>C1(=Nc2c(ccc(Cl)c2)NC1=O)C(=NNc3ccc(OC)cc3)[C@]([H])(O)[C@@]([H])(O)CO,Ignored this reaction
111,>>C12(c3c(cccc3)c(cccc4)c14)C(c5ccc(OC)cc5)C26C(C)=NN(c7ccccc7)C6=O,Ignored this reaction
112,>>N1(CCCN(C(=O)c2ccc(N(=O)=O)cc2)C1=O)C(=O)c3ccc(N(=O)=O)cc3,Ignored this reaction
113,>>C1(C23)C(C(C=C2)C(C(=O)N(c4ccccc4)C5=O)C35)C(C(=O)N(c6ccccc6)C7=O)C17,Ignored this reaction
114,>>C12(C3C4C5)C(N(Cc6ccccc6)C4CC1)C5(C(N)=O)C(NC2=O)N3Cc7ccccc7,Ignored this reaction
115,>>c12c(cc(NC3CCCCC3)c(nn(c4ccccc4)n5)c15)C(=O)c(cccc6)c6C2=O,Ignored this reaction
116,>>c12c(C(=O)CC(CC([H])(OC(C)=O)C3OC(C)=O)CN3C(=O)C1)[nH]c(cccc4)c24,Ignored this reaction
117,>>P(=O)(O)(OCC(CO)OC(CO)N1C=CC(N)=NC1=O)OP(=O)(O)O,Ignored this reaction
118,>>c12c(C(=O)CC(CC3([H])C(OC(C)=O)OC(C)=O)CN3C(=O)C1)[nH]c(cccc4)c24,Ignored this reaction
119,>>c(c(CCC1)nn2c3ccccc3)(c2CC(C4C(C)(C(C(C)CCCC(C)C)CC4)CC5)C56)C16C,Ignored this reaction
120,>>c(c(nn1c2ccccc2)CC(C3C(C)(C(C(C)CCCC(C)C)CC3)CC4)C45)(c1CCC6)C56C,Ignored this reaction
121,>>C12(c3ccccc3)C(c4ccccc4)(C(=NN=C1c5ccc(Br)cc5)c6ccc(Br)cc6)C2c7ccccc7,Ignored this reaction
122,>>C1(=Nc2c(cccc2)NC1=O)C(C=NNC(=O)c3ccc(OC)cc3)=NNc4ccccc4,Ignored this reaction
123,>>C(/CCOC(=O)[C@]([H])(C)N)(\SC(=O)[C@]([H])(C)N)=C(/C)\N(C=O)Cc1cnc(C)nc1N,Ignored this reaction
124,>>c1(ccc(N=Nc2ccccc2)cc1)S(=O)(=O)NN=C[C@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(C)O,Ignored this reaction
125,>>[Si](O\C=C(\C(=O)N(C)C(Cc1ccccc1)C2=O)/N2C)(c3ccccc3)(c4ccccc4)C(C)(C)C,Ignored this reaction
126,>>N1(c2ccc(OCc3ccccc3)cc2)C(=O)C(CCCC)C(=O)N(c4ccccc4)C1=O,Ignored this reaction
127,>>C1(c2ccccc2)=C(N=NC1C(=O)c3cccc(Br)c3)C(=CC(=O)c4ccccc4)C(=O)c5ccccc5,Ignored this reaction
128,>>C1(c2ccccc2)=C(N=NC1C(=O)c3ccc(Cl)cc3)C(=CC(=O)c4ccccc4)C(=O)c5ccccc5,Ignored this reaction
129,>>c1(N=Nc2c(O)ccc(cccc3)c23)c(cccc1N(C(C)=O)c4ccccc4)C(F)(F)F,Ignored this reaction
130,>>[C@]12(C)[C@@]([H])(CCC(C3[C@@](C)([C@@H](O)CC3)CC4)C14)c5c(nc(nc(N)nc6N)c6n5)CC2,Ignored this reaction
131,>>[C@H]1(O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1N)N2C=CC(N)=NC2=O,Ignored this reaction
132,>>c12c(ccc(n3ncc(NC(=O)c4ccc(OC)cc4)n3)c1)C=C(c5ccccc5)C(=O)O2,Ignored this reaction
133,>>C1(C)(c2ccccc2)N=C(c3ccccc3)C(=S)N1C(=O)CCCCCCCCCCCCCCCCC,Ignored this reaction
134,>>c1(cc(C(C)(C)CC)ccc1OCCCCNC(=O)c2cc(I)c(cccc3)c3c2O)C(C)(C)CC,Ignored this reaction
135,>>[Si]1(CCCC1)(C(C)C)O[C@H]2C[C@H](N3C=C(C)C(=O)NC3=O)O[C@@H]2CO[Si]4(CCCC4)C(C)C,Ignored this reaction
136,>>C1(CC)(C(=O)N(C)C(=O)N1N(=O)=O)c2ccc(N(=O)=O)cc2N(=O)=O,Ignored this reaction
137,>>c1(Cl)c(cc(S(N)(=O)=O)cc1N2CCN(C(=O)OCC)CC2)S(N)(=O)=O,Ignored this reaction
138,>>c1(cc(OC)c(C)cc1N=Nc2ccc(N(=O)=O)cc2)N(CC(=O)O)CC(=O)O,Ignored this reaction
139,>>C1(=NNc2ccccc2)C(=NNc3ccccc3)CCC(C(=O)O)C1=NNc4ccccc4,Ignored this reaction
140,>>c1(C(=O)NC(C(=O)O)Cc2c[nH]c(cccc3)c23)c(C)n(=O)c(cccc4)c4n1=O,Ignored this reaction
141,>>C1(CCCCCCC1=NNc2ccc(N(=O)=O)cc2N(=O)=O)c3cccc(OC)c3,Ignored this reaction
142,>>N1(C(=O)c(cc(C(=O)N(c2ccccc2OC)C3=O)c3c4)c4C1=O)c5ccccc5OC,Ignored this reaction
143,>>p12(SC(=N)C(=N)S1)np3(SC(=N)C(=N)S3)np4(SC(=N)C(=N)S4)n2,Ignored this reaction
144,>>C1(=NN(c2ccc(Br)cc2)C(=O)C1=NNc3ccc(Br)cc3)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Ignored this reaction
145,>>N1(CCCN2CCN(C)CC2)C(=O)C(CC(=O)c3ccccc3)Sc(cccc4)c14,Ignored this reaction
146,>>C1(C)(OCCC1SC(=O)OCC)N(C=O)Cc2cnc(C)nc2NC(=O)OCC,Ignored this reaction
147,>>N1(C=CC(NC(C)=O)=NC1=O)[C@H]2C[C@H](O)[C@@H](COS(=O)(=O)c3ccc(C)cc3)O2,Ignored this reaction
148,>>[C@]1([H])(c2ccccc2)N(C3CCCCC3)[C@]([H])(C(=O)OC)C(=O)N1c4ccc(N(=O)=O)cc4,Ignored this reaction
149,>>[C@H]12[C@H](OC(C)(C)O1)[C@@H](COP([H])(=O)OCc3ccccc3)O[C@H]2N4N=CC(=O)NC4=O,Ignored this reaction
150,>>N1(C(=O)OCC(Cl)(Cl)Cl)C(Oc2ccccc2)CN1C(=O)OCC(Cl)(Cl)Cl,Ignored this reaction
151,>>C12(c3ccccc3)C(C)(\C(=N\N(C)c4ccccc4)\C(=O)N1)c5c(cccc5)N2c6ccccc6,Ignored this reaction
152,>>C1(=Nc2c(ccc(Cl)c2)NC1=O)C(=NNC(=O)c3ccc(C)cc3)[C@]([H])(O)[C@@]([H])(O)CO,Ignored this reaction
153,>>N1(C=CC(NC(=O)c2ccccc2)=NC1=O)[C@H]3O[C@@H](C)[C@@H](O)[C@@H](NC(=O)C(F)(F)F)C3,Ignored this reaction
154,>>N1(CCC(N([H])C(=O)OCc2ccccc2)C(=O)OC(C)(C)C)C(=O)N=CC=C1OCC,Ignored this reaction
155,>>S(=O)(=O)(Nc1ccccc1C(=O)O)c2cc(N=Nc3ccc(C)cc3)c(O)c(cccc4)c24,Ignored this reaction
156,>>S(=O)(=O)(Nc1ccc(C(=O)O)cc1)c2cc(N=Nc3ccc(C)cc3)c(O)c(cccc4)c24,Ignored this reaction
157,>>c12c(ccc(n3ncc(NC(=O)c4ccccc4C)n3)c1)C=C(c5ccc(C)cc5)C(=O)O2,Ignored this reaction
158,>>C1(Cc2c(cccc2)Cc(ccc(Cl)c3)c13)N4CCN(CCN5CCN(C)C5=O)CC4,Ignored this reaction
159,>>c12c(N=NC13CCCCCC3)c(c4ccccc4)c(c5ccccc5)c(c6ccccc6)c2c7ccccc7,Ignored this reaction
160,>>C1(c2ccccc2)C(c3ccccc3)=NC(c4ccccc4)=C(c5cccc(F)c5)N=C1c6cccc(F)c6,Ignored this reaction
161,>>C(=C/c1ccc(\C=C(/c2ccccn2)\N3CCCCC3)cc1)(/c4ccccn4)\N5CCCCC5,Ignored this reaction
162,>>c1(N=Nc2nnc(Cl)c(cccc3)c23)c(N(=O)=O)cc(N(=O)=O)cc1N(=O)=O,Ignored this reaction
163,>>C(NNc1ccccc1)(NC(=O)Cc2ccccc2)(C(=O)NNc3ccccc3)c4ccccc4,Ignored this reaction
164,>>C12(SC)N(CCCN1C(=O)CN3C(=O)c(cccc4)c4C3=O)C(=O)C2N=N#N,Ignored this reaction
165,>>c1(NCCNc2nc(OCC=C)nc(OCC=C)n2)nc(OCC=C)nc(OCC=C)n1,Ignored this reaction
166,>>C1(c2ccccc2)=C(c3ccccc3)C(=NN=C(c4cccc(F)c4)C1c5ccccc5)c6cccc(F)c6,Ignored this reaction
167,>>c1(O)c(C(C)=O)c(O)cc(OC)c1C=NNc2ccc(N(=O)=O)cc2N(=O)=O,Ignored this reaction
168,>>C1(CC(=O)CCCCC)CC(=O)N(CCCCN2CCCN(C)C(CCCCC)CC2=O)CCCN1C,Ignored this reaction
169,>>C1(C(=O)OC)(C[C@](CC)(C([2H])([2H])C2([2H])[2H])C3)[C@]2([2H])N3CCc(c4c(cccc4)[nH]5)c15,Ignored this reaction
170,>>S(=O)(=O)(c1ccc(C)cc1)N(NC(=O)c2ccccc2)C3CCCC3OC(=O)c4ccccc4,Ignored this reaction
171,>>C(/CCSC(=O)OCC)(\SC(=O)OCC)=C(/C)\N(C=O)Cc1cnc(C)nc1N,Ignored this reaction
172,>>C1(N(=O)=O)=C(NC(=O)N(C)C1=O)Nc2sc(c3ccccc3)cc2C(=O)OCC,Ignored this reaction
173,>>C1(Cc2c(cccc2)Cc(ccc(OC)c3)c13)N4CCN(CCN5CCN(C)C5=O)CC4,Ignored this reaction
174,>>C12(CN1N3C(=O)c(cccc4)c4C3=O)N(N5C(=O)c(cccc6)c6C5=O)C2(C)C(=O)OC,Ignored this reaction
175,>>C1(=CC(=Nc2c(cc(N)c(c3ccc(O)cc3O)c2)O4)C4=CC1=O)c5ccc(O)cc5O,Ignored this reaction
176,>>[C@@]123[C@@]([H])(N(C(=O)CC4)CC1)[C@@]4(CC[C@@]25N(S(=O)(=O)c6ccccc6)c(cccc7)c37)C[C@H]5N,Ignored this reaction
177,>>[C@@]123[C@@]([H])(N(C(=O)CC4)CC1)[C@]4(C=C[C@]25N(S(=O)(=O)c6ccccc6)c(cccc7)c37)CC5,Ignored this reaction
178,>>c12c(ccc(cccc3)c13)SC(=Cc4c(N(=O)=O)cc(N(=O)=O)cc4N(=O)=O)N2C,Ignored this reaction
179,>>C1(c2ccccc2)=Cc3c(cc(n4ncc(NC(=O)c5ccccc5OC)n4)cc3)OC1=O,Ignored this reaction
180,>>[C@]12(C)[C@@]([H])(C[C@@H](N(c3ccccc3)N=C4c5ccccc5)[C@H]14)[C@@]6([H])[C@@]([H])([C@]7(C)C(C[C@@H](O)CC7)=CC6)CC2,Ignored this reaction
181,>>[C@]12(OC)N(C[C@@H](N3C([2H])([2H])[2H])[C@H]13)C4=C(C(=O)C(OC)=C(C)C4=O)[C@@H]2COC(N)=O,Ignored this reaction
182,>>c1(ccc(CCNC(=O)c2[nH]nc(C)c2)cc1)S(=O)(=O)Nc3ncc(CC(C)C)cn3,Ignored this reaction
183,>>C1(NS(=O)(=O)CCN2C(=O)c(cccc3)c3C2=O)=C(C)N(C)N(c4ccccc4)C1=O,Ignored this reaction
184,>>C1(OC2OCC(OC)C(N)C2N)C3CC(NC(=O)N3)C(OC4OC(CN)CCC4N)C1O,Ignored this reaction
185,>>C12CC(CC1=NNc3ccc(N(=O)=O)cc3N(=O)=O)C(C(=O)O)C2C(=O)O,Ignored this reaction
186,>>C1(Cc2ccccc2N(=O)=O)(Cc3ccccc3N(=O)=O)C(=O)N(C)C(=O)N(C)C1=O,Ignored this reaction
187,>>N1(C=C(C)C(=O)NC1=O)[C@@H]2O[C@H](CO)[C@@H](OP(=O)(O)Oc3ccc(N)cc3)C2,Ignored this reaction
188,>>c1(nn(c2ccccc2)nc1C(N)=O)[C@]([H])(OC(C)=O)[C@@]([H])(OC(C)=O)COC(C)=O,Ignored this reaction
189,>>C1(=Nc2c(ccc(Cl)c2)NC1=O)C(=NNC(=O)c3ccc(Cl)cc3)[C@]([H])(O)[C@@]([H])(O)CO,Ignored this reaction
