,raw_ractions,transformed_reactions,automap
11,c1(cc(NC(=O)C(C)c2cccc(Br)c2)nn1C(=O)OC(C)(C)C)C3CC3>>c1([nH]nc(NC(=O)C(C)c2cccc(c3ccc(NC(=O)\C=C\CN4CCOCC4)nc3)c2)c1)C5CC5,c1(C2CC2)[n](C(OC(C)(C)C)=O)nc(NC(C(c2cc(Br)ccc2)C)=O)c1>>c1(C2CC2)cc(NC(C(c2cc(-c3cnc(NC(/C=C/CN4CCOCC4)=O)cc3)ccc2)C)=O)n[nH]1,[c:1]1([CH:25]2[CH2:27][CH2:26]2)[n:17](C(OC(C)(C)C)=O)[n:16][c:3]([NH:4][C:5]([CH:7]([c:9]2[cH:15][c:13](Br)[cH:12][cH:11][cH:10]2)[CH3:8])=[O:6])[cH:2]1>>[c:1]1([CH:25]2[CH2:26][CH2:27]2)[cH:2][c:3]([NH:4][C:5]([CH:7]([c:9]2[cH:15][c:13](-c3cnc(NC(/C=C/CN4CCOCC4)=O)cc3)[cH:12][cH:11][cH:10]2)[CH3:8])=[O:6])[n:16][nH:17]1
12,c1(CC(=O)O)cccc(Br)c1>>c1([nH]nc(NC(=O)C(C)c2cccc(C3=CCN(C(=O)OC(C)(C)C)CC3)c2)c1)C4CC4,c1(cc(Br)ccc1)CC(O)=O>>c1(C2CC2)cc(NC(C(c2cc(C3CCN(C(OC(C)(C)C)=O)CC=3)ccc2)C)=O)n[nH]1,[c:1]1([cH:11][c:9](Br)[cH:8][cH:7][cH:6]1)[CH2:2][C:3](O)=[O:4]>>c1(C2CC2)cc(N[C:3]([CH:2]([c:1]2[cH:11][c:9](C3CCN(C(OC(C)(C)C)=O)CC=3)[cH:8][cH:7][cH:6]2)C)=[O:4])n[nH]1
13,c1(CC(=O)O)cccc(Br)c1>>C(F)(F)(F)C(=O)O.c1([nH]nc(NC(=O)C(C)c2cccc(C3=CCNCC3)c2)c1)C4CC4,c1(cc(Br)ccc1)CC(O)=O>>C(C(O)=O)(F)(F)F.c1(C2CC2)cc(NC(C(c2cc(C3CCNCC=3)ccc2)C)=O)n[nH]1,[c:1]1([cH:11][c:9](Br)[cH:8][cH:7][cH:6]1)[CH2:2][C:3]([OH:5])=[O:4]>>[C:2]([C:3]([OH:5])=[O:4])(F)(F)F.c1(C2CC2)cc(N[C:3]([CH:2]([c:1]2[cH:11][c:9](C3CCNCC=3)[cH:8][cH:7][cH:6]2)C)=[O:4])n[nH]1
14,c1(CC(=O)O)cccc(Br)c1>>c1([nH]nc(NC(=O)C(C)c2cccc(C3=CCN(C(=O)\C=C\CN(C)C)CC3)c2)c1)C4CC4,c1(cc(Br)ccc1)CC(O)=O>>c1(C2CC2)cc(NC(C(c2cc(C3CCN(C(/C=C/CN(C)C)=O)CC=3)ccc2)C)=O)n[nH]1,[c:1]1([cH:11][c:9](Br)[cH:8][cH:7][cH:6]1)[CH2:2][C:3](O)=[O:4]>>c1(C2CC2)cc(N[C:3]([CH:2]([c:1]2[cH:11][c:9](C3CCN(C(/C=C/CN(C)C)=O)CC=3)[cH:8][cH:7][cH:6]2)C)=[O:4])n[nH]1
15,c1(CC(=O)O)cccc(Br)c1>>c1([nH]nc(NC(=O)C(C)c2cccc(C3CCN(C(=O)OC(C)(C)C)CC3)c2)c1)C4CC4,c1(cc(Br)ccc1)CC(O)=O>>c1(C2CC2)cc(NC(C(c2cc(C3CCN(C(OC(C)(C)C)=O)CC3)ccc2)C)=O)n[nH]1,[c:1]1([cH:11][c:9](Br)[cH:8][cH:7][cH:6]1)[CH2:2][C:3](O)=[O:4]>>c1(C2CC2)cc(N[C:3]([CH:2]([c:1]2[cH:11][c:9](C3CCN(C(OC(C)(C)C)=O)CC3)[cH:8][cH:7][cH:6]2)C)=[O:4])n[nH]1
16,c1(CC(=O)O)cccc(Br)c1>>C(F)(F)(F)C(=O)O.c1([nH]nc(NC(=O)C(C)c2cccc(C3CCNCC3)c2)c1)C4CC4,c1(cc(Br)ccc1)CC(O)=O>>C(C(O)=O)(F)(F)F.c1(C2CC2)cc(NC(C(c2cc(C3CCNCC3)ccc2)C)=O)n[nH]1,[c:1]1([cH:11][c:9](Br)[cH:8][cH:7][cH:6]1)[CH2:2][C:3]([OH:5])=[O:4]>>[C:2]([C:3]([OH:5])=[O:4])(F)(F)F.c1(C2CC2)cc(N[C:3]([CH:2]([c:1]2[cH:11][c:9](C3CCNCC3)[cH:8][cH:7][cH:6]2)C)=[O:4])n[nH]1
17,c1(CC(=O)O)cccc(Br)c1>>c1([nH]nc(NC(=O)C(C)c2cccc(C3CCN(C(=O)\C=C\CN(C)C)CC3)c2)c1)C4CC4,c1(cc(Br)ccc1)CC(O)=O>>c1(C2CC2)cc(NC(C(c2cc(C3CCN(C(/C=C/CN(C)C)=O)CC3)ccc2)C)=O)n[nH]1,[c:1]1([cH:11][c:9](Br)[cH:8][cH:7][cH:6]1)[CH2:2][C:3](O)=[O:4]>>c1(C2CC2)cc(N[C:3]([CH:2]([c:1]2[cH:11][c:9](C3CCN(C(/C=C/CN(C)C)=O)CC3)[cH:8][cH:7][cH:6]2)C)=[O:4])n[nH]1
18,c1(CC(=O)O)cccc(Br)c1>>c12c(cccc1)n(COCC[Si](C)(C)C)nc2NC(=O)C(C)c3cccc(Br)c3,c1(cc(Br)ccc1)CC(O)=O>>c12c(NC(C(c3cc(Br)ccc3)C)=O)n[n](COCC[Si](C)(C)C)c1cccc2,[c:1]1([cH:11][c:9]([Br:10])[cH:8][cH:7][cH:6]1)[CH2:2][C:3](O)=[O:4]>>c12c(N[C:3]([CH:2]([c:1]3[cH:11][c:9]([Br:10])[cH:8][cH:7][cH:6]3)C)=[O:4])n[n](COCC[Si](C)(C)C)c1cccc2
19,c1(CC(=O)O)cccc(Br)c1>>c12c(cccc1)n(COCC[Si](C)(C)C)nc2NC(=O)C(C)c3c(N)ccc(c4ccccc4)c3,c1(cc(Br)ccc1)CC(O)=O>>c12c(NC(C(c3cc(-c4ccccc4)ccc3N)C)=O)n[n](COCC[Si](C)(C)C)c1cccc2,[c:1]1([cH:11][c:9](Br)[cH:8][cH:7][cH:6]1)[CH2:2][C:3](O)=[O:4]>>c12c(N[C:3]([CH:2]([c:1]3[cH:11][c:9](-c4ccccc4)[cH:8][cH:7][c:6]3N)C)=[O:4])n[n](COCC[Si](C)(C)C)c1cccc2
20,c1(CC(=O)O)cccc(Br)c1>>c12c(cccc1)n(COCC[Si](C)(C)C)nc2NC(=O)C(C)c3cccc(c4ccc(NC(=O)C=C)cc4)c3,c1(cc(Br)ccc1)CC(O)=O>>c12c(NC(C(c3cc(-c4ccc(NC(C=C)=O)cc4)ccc3)C)=O)n[n](COCC[Si](C)(C)C)c1cccc2,[c:1]1([cH:11][c:9](Br)[cH:8][cH:7][cH:6]1)[CH2:2][C:3](O)=[O:4]>>c12c(N[C:3]([CH:2]([c:1]3[cH:11][c:9](-c4ccc(NC(C=C)=O)cc4)[cH:8][cH:7][cH:6]3)C)=[O:4])n[n](COCC[Si](C)(C)C)c1cccc2
21,c1(CC(=O)O)cccc(Br)c1>>c12c(cccc1)[nH]nc2NC(=O)C(C)c3cccc(c4ccc(NC(=O)C=C)cc4)c3,c1(cc(Br)ccc1)CC(O)=O>>c12c(NC(C(c3cc(-c4ccc(NC(C=C)=O)cc4)ccc3)C)=O)n[nH]c1cccc2,[c:1]1([cH:11][c:9](Br)[cH:8][cH:7][cH:6]1)[CH2:2][C:3](O)=[O:4]>>c12c(N[C:3]([CH:2]([c:1]3[cH:11][c:9](-c4ccc(NC(C=C)=O)cc4)[cH:8][cH:7][cH:6]3)C)=[O:4])n[nH]c1cccc2
22,c1(CC(=O)O)cccc(Br)c1>>c12c(cccc1)n(COCC[Si](C)(C)C)nc2NC(=O)C(C)c3cccc(c4ccc(NC(=O)\C=C\CN(C)C)cc4)c3,c1(cc(Br)ccc1)CC(O)=O>>c12c(NC(C(c3cc(-c4ccc(NC(/C=C/CN(C)C)=O)cc4)ccc3)C)=O)n[n](COCC[Si](C)(C)C)c1cccc2,[c:1]1([cH:11][c:9](Br)[cH:8][cH:7][cH:6]1)[CH2:2][C:3](O)=[O:4]>>c12c(N[C:3]([CH:2]([c:1]3[cH:11][c:9](-c4ccc(NC(/C=C/CN(C)C)=O)cc4)[cH:8][cH:7][cH:6]3)C)=[O:4])n[n](COCC[Si](C)(C)C)c1cccc2
23,c1(CC(=O)O)cccc(Br)c1>>c1(n[nH]c(cccc2)c12)NC(=O)C(C)c3cccc(c4ccc(NC(=O)\C=C\CN(C)C)cc4)c3,c1(cc(Br)ccc1)CC(O)=O>>c1(NC(C(c2cc(-c3ccc(NC(/C=C/CN(C)C)=O)cc3)ccc2)C)=O)c2ccccc2[nH]n1,[c:1]1([cH:11][c:9](Br)[cH:8][cH:7][cH:6]1)[CH2:2][C:3](O)=[O:4]>>c1(N[C:3]([CH:2]([c:1]2[cH:11][c:9](-c3ccc(NC(/C=C/CN(C)C)=O)cc3)[cH:8][cH:7][cH:6]2)C)=[O:4])c2ccccc2[nH]n1
24,c1(CC(=O)O)cccc(Br)c1>>c1([nH]nc(NC(=O)C(C)c2cccc(c3cncc(N)n3)c2)c1)C4CC4,c1(cc(Br)ccc1)CC(O)=O>>c1(C2CC2)cc(NC(C(c2cc(-c3nc(N)cnc3)ccc2)C)=O)n[nH]1,[c:1]1([cH:11][c:9](Br)[cH:8][cH:7][cH:6]1)[CH2:2][C:3](O)=[O:4]>>c1(C2CC2)cc(N[C:3]([CH:2]([c:1]2[cH:11][c:9](-c3nc(N)cnc3)[cH:8][cH:7][cH:6]2)C)=[O:4])n[nH]1
25,c1(CC(=O)O)cccc(Br)c1>>c1(cccc(C(C)C(=O)Nc2n[nH]c(C3CC3)c2)c1)c4cncc(NC(=O)\C=C\CN5CCCC5)n4,c1(cc(Br)ccc1)CC(O)=O>>c1(-c2nc(NC(/C=C/CN3CCCC3)=O)cnc2)cc(C(C(Nc2cc(C3CC3)[nH]n2)=O)C)ccc1,[c:1]1([cH:11][c:9](Br)[cH:8][cH:7][cH:6]1)[CH2:2][C:3](O)=[O:4]>>[c:9]1(-c2nc(NC(/C=C/CN3CCCC3)=O)cnc2)[cH:11][c:1]([CH:2]([C:3](Nc2cc(C3CC3)[nH]n2)=[O:4])C)[cH:6][cH:7][cH:8]1
26,c1(CC(=O)O)cccc(Br)c1>>C1(C)(C)OB(c2cccc(C(C)C(=O)Nc3nn(C(=O)OC(C)(C)C)c(C4CC4)c3)c2)OC1(C)C,c1(cc(Br)ccc1)CC(O)=O>>C1(C(C)(C)OB(c2cc(C(C(Nc3cc(C4CC4)[n](C(OC(C)(C)C)=O)n3)=O)C)ccc2)O1)(C)C,[c:1]1([cH:11][c:9](Br)[cH:8][cH:7][cH:6]1)[CH2:2][C:3](O)=[O:4]>>C1(C(C)(C)OB([c:9]2[cH:11][c:1]([CH:2]([C:3](Nc3cc(C4CC4)[n](C(OC(C)(C)C)=O)n3)=[O:4])C)[cH:6][cH:7][cH:8]2)O1)(C)C
27,c1(CC(=O)O)cccc(Br)c1>>c1([nH]nc(NC(=O)C(C)c2cccc(c3ccc(NC(=O)\C=C\CN4CCOCC4)nc3)c2)c1)C5CC5,c1(cc(Br)ccc1)CC(O)=O>>c1(C2CC2)cc(NC(C(c2cc(-c3cnc(NC(/C=C/CN4CCOCC4)=O)cc3)ccc2)C)=O)n[nH]1,[c:1]1([cH:11][c:9](Br)[cH:8][cH:7][cH:6]1)[CH2:2][C:3](O)=[O:4]>>c1(C2CC2)cc(N[C:3]([CH:2]([c:1]2[cH:11][c:9](-c3cnc(NC(/C=C/CN4CCOCC4)=O)cc3)[cH:8][cH:7][cH:6]2)C)=[O:4])n[nH]1
28,c1(CC(=O)O)cccc(Br)c1>>c1(cc(NC(=O)C(C)c2cccc(Br)c2)nn1C(=O)OC(C)(C)C)C3CC3,c1(cc(Br)ccc1)CC(O)=O>>c1(C2CC2)[n](C(OC(C)(C)C)=O)nc(NC(C(c2cc(Br)ccc2)C)=O)c1,[c:1]1([cH:11][c:9]([Br:10])[cH:8][cH:7][cH:6]1)[CH2:2][C:3](O)=[O:4]>>c1(C2CC2)[n](C(OC(C)(C)C)=O)nc(N[C:3]([CH:2]([c:1]2[cH:11][c:9]([Br:10])[cH:8][cH:7][cH:6]2)C)=[O:4])c1
29,c1(nccc(N[C@@H]2CCCN(C(=O)OC(C)(C)C)C2)c1N)N(Cc3ccc(OC)cc3)Cc4ccc(OC)cc4>>c12c(ccnc1N(Cc3ccc(OC)cc3)Cc4ccc(OC)cc4)N([C@@H]5CCCN(C(=O)OC(C)(C)C)C5)C(=O)N2c6ccc(Oc7ccccc7)cc6,c1(N(Cc2ccc(OC)cc2)Cc2ccc(OC)cc2)c(N)c(N[C@H]2CN(C(OC(C)(C)C)=O)CCC2)ccn1>>c12N(c3ccc(Oc4ccccc4)cc3)C(=O)N([C@H]3CN(C(OC(C)(C)C)=O)CCC3)c1ccnc2N(Cc1ccc(OC)cc1)Cc1ccc(OC)cc1,[c:1]1([N:22]([CH2:32][c:33]2[cH:40][cH:39][c:36]([O:37][CH3:38])[cH:35][cH:34]2)[CH2:23][c:24]2[cH:31][cH:30][c:27]([O:28][CH3:29])[cH:26][cH:25]2)[c:20]([NH2:21])[c:5]([NH:6][C@H:7]2[CH2:19][N:11]([C:12]([O:14][C:15]([CH3:18])([CH3:17])[CH3:16])=[O:13])[CH2:10][CH2:9][CH2:8]2)[cH:4][cH:3][n:2]1>>[c:20]12[N:21](c3ccc(Oc4ccccc4)cc3)C(=O)[N:6]([C@H:7]3[CH2:19][N:11]([C:12]([O:14][C:15]([CH3:18])([CH3:17])[CH3:16])=[O:13])[CH2:10][CH2:9][CH2:8]3)[c:5]1[cH:4][cH:3][n:2][c:1]2[N:22]([CH2:23][c:24]1[cH:31][cH:30][c:27]([O:28][CH3:29])[cH:26][cH:25]1)[CH2:32][c:33]1[cH:34][cH:35][c:36]([O:37][CH3:38])[cH:39][cH:40]1
30,c1(nccc(N[C@@H]2CCCN(C(=O)OC(C)(C)C)C2)c1N)N(Cc3ccc(OC)cc3)Cc4ccc(OC)cc4>>N1(c2ccc(Oc3ccccc3)cc2)C(=O)N([C@@H]4CCCNC4)c(ccnc5N)c15,c1(N(Cc2ccc(OC)cc2)Cc2ccc(OC)cc2)c(N)c(N[C@H]2CN(C(OC(C)(C)C)=O)CCC2)ccn1>>N1(c2c(N)nccc2N([C@H]2CNCCC2)C1=O)c1ccc(Oc2ccccc2)cc1,[c:1]1([N:22](Cc2ccc(OC)cc2)Cc2ccc(OC)cc2)[c:20]([NH2:21])[c:5]([NH:6][C@H:7]2[CH2:19][N:11](C(OC(C)(C)C)=O)[CH2:10][CH2:9][CH2:8]2)[cH:4][cH:3][n:2]1>>[N:21]1([c:20]2[c:1]([NH2:22])[n:2][cH:3][cH:4][c:5]2[N:6]([C@H:7]2[CH2:19][NH:11][CH2:10][CH2:9][CH2:8]2)C1=O)c1ccc(Oc2ccccc2)cc1
31,c1(nccc(N[C@@H]2CCCN(C(=O)OC(C)(C)C)C2)c1N)N(Cc3ccc(OC)cc3)Cc4ccc(OC)cc4>>N1(c2ccc(Oc3ccccc3)cc2)C(=O)N([C@@H]4CCCN(C(=O)C(C#N)=CC(C)(C)C)C4)c(ccnc5N)c15,c1(N(Cc2ccc(OC)cc2)Cc2ccc(OC)cc2)c(N)c(N[C@H]2CN(C(OC(C)(C)C)=O)CCC2)ccn1>>N1(c2c(N)nccc2N([C@H]2CN(C(C(=CC(C)(C)C)C#N)=O)CCC2)C1=O)c1ccc(Oc2ccccc2)cc1,[c:1]1([N:22](Cc2ccc(OC)cc2)Cc2ccc(OC)cc2)[c:20]([NH2:21])[c:5]([NH:6][C@H:7]2[CH2:19][N:11]([C:12](OC(C)(C)C)=[O:13])[CH2:10][CH2:9][CH2:8]2)[cH:4][cH:3][n:2]1>>[N:21]1([c:20]2[c:1]([NH2:22])[n:2][cH:3][cH:4][c:5]2[N:6]([C@H:7]2[CH2:19][N:11]([C:12](C(=CC(C)(C)C)C#N)=[O:13])[CH2:10][CH2:9][CH2:8]2)C1=O)c1ccc(Oc2ccccc2)cc1
32,c1(nccc(N[C@@H]2CCCN(C(=O)OC(C)(C)C)C2)c1N)N(Cc3ccc(OC)cc3)Cc4ccc(OC)cc4>>N1(c2ccc(Oc3ccccc3)cc2)C(=O)N([C@@H]4CCCN(C(=O)CC#N)C4)c(ccnc5N)c15,c1(N(Cc2ccc(OC)cc2)Cc2ccc(OC)cc2)c(N)c(N[C@H]2CN(C(OC(C)(C)C)=O)CCC2)ccn1>>N1(c2c(N)nccc2N([C@H]2CN(C(CC#N)=O)CCC2)C1=O)c1ccc(Oc2ccccc2)cc1,[c:1]1([N:22](Cc2ccc(OC)cc2)Cc2ccc(OC)cc2)[c:20]([NH2:21])[c:5]([NH:6][C@H:7]2[CH2:19][N:11]([C:12](OC(C)(C)C)=[O:13])[CH2:10][CH2:9][CH2:8]2)[cH:4][cH:3][n:2]1>>[N:21]1([c:20]2[c:1]([NH2:22])[n:2][cH:3][cH:4][c:5]2[N:6]([C@H:7]2[CH2:19][N:11]([C:12](CC#N)=[O:13])[CH2:10][CH2:9][CH2:8]2)C1=O)c1ccc(Oc2ccccc2)cc1
