,raw_ractions,transformed_reactions,automap
0,c1(ccccc1C(=O)Cl)SSc2ccccc2C(=O)Cl>>c1(ccc(NC(=O)c2ccccc2SC(=O)c3ccc(OC)cc3)cc1)S(=O)(=O)NC(C)=O,c1(SSc2c(C(Cl)=O)cccc2)c(C(Cl)=O)cccc1>>c1(S(NC(=O)C)(=O)=O)ccc(NC(c2c(SC(c3ccc(OC)cc3)=O)cccc2)=O)cc1,[c:12]1([S:11][S:11][c:12]2[c:17]([C:18](Cl)=[O:19])[cH:16][cH:15][cH:14][cH:13]2)[c:17]([C:18](Cl)=[O:19])[cH:16][cH:15][cH:14][cH:13]1>>c1(S(NC(=O)C)(=O)=O)ccc(N[C:18]([c:17]2[c:12]([S:11]C(c3ccc(OC)cc3)=O)[cH:13][cH:14][cH:15][cH:16]2)=[O:19])cc1
1,c1(ccccc1C(=O)Cl)SSc2ccccc2C(=O)Cl>>c1(ccc(NC(=O)c2ccccc2SC(=O)CCCCCBr)cc1)S(=O)(=O)NC(C)=O,c1(SSc2c(C(Cl)=O)cccc2)c(C(Cl)=O)cccc1>>c1(S(NC(=O)C)(=O)=O)ccc(NC(c2c(SC(CCCCCBr)=O)cccc2)=O)cc1,[c:12]1([S:11][S:11][c:12]2[c:17]([C:18](Cl)=[O:19])[cH:16][cH:15][cH:14][cH:13]2)[c:17]([C:18](Cl)=[O:19])[cH:16][cH:15][cH:14][cH:13]1>>c1(S(NC(=O)C)(=O)=O)ccc(N[C:18]([c:17]2[c:12]([S:11]C(CCCCCBr)=O)[cH:13][cH:14][cH:15][cH:16]2)=[O:19])cc1
2,c1(ccccc1C(=O)Cl)SSc2ccccc2C(=O)Cl>>S(=O)(=O)(c1ccc(NC(C)=O)cc1)c2ccc(NC(=O)c3ccccc3SC(=O)CCCCBr)cc2,c1(SSc2c(C(Cl)=O)cccc2)c(C(Cl)=O)cccc1>>S(c1ccc(NC(c2c(SC(CCCCBr)=O)cccc2)=O)cc1)(c1ccc(NC(=O)C)cc1)(=O)=O,[c:12]1([S:11][S:11][c:12]2[c:17]([C:18](Cl)=[O:19])[cH:16][cH:15][cH:14][cH:13]2)[c:17]([C:18](Cl)=[O:19])[cH:16][cH:15][cH:14][cH:13]1>>S(c1ccc(N[C:18]([c:17]2[c:12]([S:11]C(CCCCBr)=O)[cH:13][cH:14][cH:15][cH:16]2)=[O:19])cc1)(c1ccc(NC(=O)C)cc1)(=O)=O
3,c1(ccccc1C(=O)Cl)SSc2ccccc2C(=O)Cl>>S(=O)(=O)(c1cccc(NC(C)=O)c1)c2cccc(NC(=O)c3ccccc3SC(=O)CCCCBr)c2,c1(SSc2c(C(Cl)=O)cccc2)c(C(Cl)=O)cccc1>>S(c1cc(NC(c2c(SC(CCCCBr)=O)cccc2)=O)ccc1)(c1cc(NC(=O)C)ccc1)(=O)=O,[c:12]1([S:11][S:11][c:12]2[c:17]([C:18](Cl)=[O:19])[cH:16][cH:15][cH:14][cH:13]2)[c:17]([C:18](Cl)=[O:19])[cH:16][cH:15][cH:14][cH:13]1>>S(c1cc(N[C:18]([c:17]2[c:12]([S:11]C(CCCCBr)=O)[cH:13][cH:14][cH:15][cH:16]2)=[O:19])ccc1)(c1cc(NC(=O)C)ccc1)(=O)=O
4,c1(ccccc1C(=O)Cl)SSc2ccccc2C(=O)Cl>>S(=O)(=O)(c1ccc(NC(=O)c2ccccc2S)cc1)c3ccc(NS(=O)(=O)Cc4ccccc4N(=O)=O)cc3,c1(SSc2c(C(Cl)=O)cccc2)c(C(Cl)=O)cccc1>>S(c1ccc(NS(Cc2c(N(=O)=O)cccc2)(=O)=O)cc1)(c1ccc(NC(c2c(S)cccc2)=O)cc1)(=O)=O,[c:12]1([S:11][S:11][c:12]2[c:17]([C:18](Cl)=[O:19])[cH:16][cH:15][cH:14][cH:13]2)[c:17]([C:18](Cl)=[O:19])[cH:16][cH:15][cH:14][cH:13]1>>S(c1ccc(NS(Cc2c(N(=O)=O)cccc2)(=O)=O)cc1)(c1ccc(N[C:18]([c:17]2[c:12]([SH:11])[cH:13][cH:14][cH:15][cH:16]2)=[O:19])cc1)(=O)=O
5,c1(ccccc1C(=O)Cl)SSc2ccccc2C(=O)Cl>>S(=O)(=O)(c1ccc(NC(=O)c2ccccc2SC(=O)CCCCBr)cc1)c3ccc(NS(=O)(=O)Cc4ccccc4N(=O)=O)cc3,c1(SSc2c(C(Cl)=O)cccc2)c(C(Cl)=O)cccc1>>S(c1ccc(NS(Cc2c(N(=O)=O)cccc2)(=O)=O)cc1)(c1ccc(NC(c2c(SC(CCCCBr)=O)cccc2)=O)cc1)(=O)=O,[c:12]1([S:11][S:11][c:12]2[c:17]([C:18](Cl)=[O:19])[cH:16][cH:15][cH:14][cH:13]2)[c:17]([C:18](Cl)=[O:19])[cH:16][cH:15][cH:14][cH:13]1>>S(c1ccc(NS(Cc2c(N(=O)=O)cccc2)(=O)=O)cc1)(c1ccc(N[C:18]([c:17]2[c:12]([S:11]C(CCCCBr)=O)[cH:13][cH:14][cH:15][cH:16]2)=[O:19])cc1)(=O)=O
6,c1(ccccc1C(=O)Cl)SSc2ccccc2C(=O)Cl>>S(=O)(=O)(c1cccc(NC(C)=O)c1)c2cccc(NC(=O)c3ccccc3SSc4ccccc4C(=O)Nc5cccc(S(=O)(=O)c6cccc(NC(C)=O)c6)c5)c2,c1(SSc2c(C(Cl)=O)cccc2)c(C(Cl)=O)cccc1>>S(c1cc(NC(c2c(SSc3c(C(Nc4cc(S(c5cc(NC(=O)C)ccc5)(=O)=O)ccc4)=O)cccc3)cccc2)=O)ccc1)(c1cc(NC(=O)C)ccc1)(=O)=O,[c:1]1([S:10][S:11][c:12]2[c:17]([C:18](Cl)=[O:19])[cH:16][cH:15][cH:14][cH:13]2)[c:6]([C:7](Cl)=[O:8])[cH:5][cH:4][cH:3][cH:2]1>>S(c1cc(N[C:7]([c:6]2[c:1]([S:10][S:11][c:12]3[c:17]([C:18](Nc4cc(S(c5cc(NC(=O)C)ccc5)(=O)=O)ccc4)=[O:19])[cH:16][cH:15][cH:14][cH:13]3)[cH:2][cH:3][cH:4][cH:5]2)=[O:8])ccc1)(c1cc(NC(=O)C)ccc1)(=O)=O
7,c1(ccccc1C(=O)Cl)SSc2ccccc2C(=O)Cl>>S(=O)(=O)(c1ccc(NC(C)=O)cc1)c2ccc(NC(=O)c3ccccc3SSc4ccccc4C(=O)Nc5ccc(S(=O)(=O)c6ccc(NC(C)=O)cc6)cc5)cc2,c1(SSc2c(C(Cl)=O)cccc2)c(C(Cl)=O)cccc1>>S(c1ccc(NC(c2c(SSc3c(C(Nc4ccc(S(c5ccc(NC(=O)C)cc5)(=O)=O)cc4)=O)cccc3)cccc2)=O)cc1)(c1ccc(NC(=O)C)cc1)(=O)=O,[c:1]1([S:10][S:11][c:12]2[c:17]([C:18](Cl)=[O:19])[cH:16][cH:15][cH:14][cH:13]2)[c:6]([C:7](Cl)=[O:8])[cH:5][cH:4][cH:3][cH:2]1>>S(c1ccc(N[C:7]([c:6]2[c:1]([S:10][S:11][c:12]3[c:17]([C:18](Nc4ccc(S(c5ccc(NC(=O)C)cc5)(=O)=O)cc4)=[O:19])[cH:16][cH:15][cH:14][cH:13]3)[cH:2][cH:3][cH:4][cH:5]2)=[O:8])cc1)(c1ccc(NC(=O)C)cc1)(=O)=O
8,c1(ccccc1C(=O)Cl)SSc2ccccc2C(=O)Cl>>S(=O)(=O)(c1ccc(NC(=O)c2cccs2)cc1)c3ccc(NC(=O)c4ccccc4SSc5ccccc5C(=O)Nc6ccc(S(=O)(=O)c7ccc(NC(=O)c8cccs8)cc7)cc6)cc3,c1(SSc2c(C(Cl)=O)cccc2)c(C(Cl)=O)cccc1>>S(c1ccc(NC(c2c(SSc3c(C(Nc4ccc(S(c5ccc(NC(c6sccc6)=O)cc5)(=O)=O)cc4)=O)cccc3)cccc2)=O)cc1)(c1ccc(NC(c2sccc2)=O)cc1)(=O)=O,[c:1]1([S:10][S:11][c:12]2[c:17]([C:18](Cl)=[O:19])[cH:16][cH:15][cH:14][cH:13]2)[c:6]([C:7](Cl)=[O:8])[cH:5][cH:4][cH:3][cH:2]1>>S(c1ccc(N[C:7]([c:6]2[c:1]([S:10][S:11][c:12]3[c:17]([C:18](Nc4ccc(S(c5ccc(NC(c6sccc6)=O)cc5)(=O)=O)cc4)=[O:19])[cH:16][cH:15][cH:14][cH:13]3)[cH:2][cH:3][cH:4][cH:5]2)=[O:8])cc1)(c1ccc(NC(c2sccc2)=O)cc1)(=O)=O
9,c1(ccccc1C(=O)Cl)SSc2ccccc2C(=O)Cl>>S(=O)(=O)(c1ccc(NC(=O)c2ccc(OC)cc2)cc1)c3ccc(NC(=O)c4ccccc4SSc5ccccc5C(=O)Nc6ccc(S(=O)(=O)c7ccc(NC(=O)c8ccc(OC)cc8)cc7)cc6)cc3,c1(SSc2c(C(Cl)=O)cccc2)c(C(Cl)=O)cccc1>>S(c1ccc(NC(c2c(SSc3c(C(Nc4ccc(S(c5ccc(NC(c6ccc(OC)cc6)=O)cc5)(=O)=O)cc4)=O)cccc3)cccc2)=O)cc1)(c1ccc(NC(c2ccc(OC)cc2)=O)cc1)(=O)=O,[c:1]1([S:10][S:11][c:12]2[c:17]([C:18](Cl)=[O:19])[cH:16][cH:15][cH:14][cH:13]2)[c:6]([C:7](Cl)=[O:8])[cH:5][cH:4][cH:3][cH:2]1>>S(c1ccc(N[C:7]([c:6]2[c:1]([S:10][S:11][c:12]3[c:17]([C:18](Nc4ccc(S(c5ccc(NC(c6ccc(OC)cc6)=O)cc5)(=O)=O)cc4)=[O:19])[cH:16][cH:15][cH:14][cH:13]3)[cH:2][cH:3][cH:4][cH:5]2)=[O:8])cc1)(c1ccc(NC(c2ccc(OC)cc2)=O)cc1)(=O)=O
