,raw_ractions,transformed_reactions,automap
10,[C@@]12(O[C@@](C)(C=C1)[C@@H]3C(=O)OC)[C@@]3([H])C(=O)N(c4ccccc4)C2>>[C@@]12(O[C@@](C)(CC1)[C@@H]3C(=O)OC)[C@@]3([H])C(=O)N(c4ccccc4)C2,[C@@]123CN(c4ccccc4)C(=O)[C@@]1([H])[C@@H](C(OC)=O)[C@@](C=C2)(C)O3>>[C@@]123CN(c4ccccc4)C(=O)[C@@]1([H])[C@@H](C(OC)=O)[C@@](CC2)(C)O3,[C@@:1]123[CH2:23][N:16]([c:17]4[cH:22][cH:21][cH:20][cH:19][cH:18]4)[C:14](=[O:15])[C@@:12]1([H])[C@@H:7]([C:8]([O:10][CH3:11])=[O:9])[C@@:3]([CH:5]=[CH:6]2)([CH3:4])[O:2]3>>[C@@:1]123[CH2:23][N:16]([c:17]4[cH:18][cH:19][cH:20][cH:21][cH:22]4)[C:14](=[O:15])[C@@:12]1([H])[C@@H:7]([C:8]([O:10][CH3:11])=[O:9])[C@@:3]([CH2:5][CH2:6]2)([CH3:4])[O:2]3
11,[C@@]12(C)[C@@]3(CN(Cc4ccccc4)C1=O)O[C@]([H])(C=C3)[C@H]2C(=O)OC>>[C@@]12(C)[C@@]3(CN(Cc4ccccc4)C1=O)O[C@]([H])(CC3)[C@H]2C(=O)OC,[C@]12([C@H](C(OC)=O)[C@]3(C=C[C@@]1(O3)CN(C2=O)Cc1ccccc1)[H])C>>[C@]12([C@H](C(OC)=O)[C@]3(CC[C@@]1(O3)CN(C2=O)Cc1ccccc1)[H])C,[C@:1]12([C@H:20]([C:21]([O:23][CH3:24])=[O:22])[C@:16]3([CH:18]=[CH:19][C@@:3]1([O:15]3)[CH2:4][N:5]([C:13]2=[O:14])[CH2:6][c:7]1[cH:12][cH:11][cH:10][cH:9][cH:8]1)[H])[CH3:2]>>[C@:1]12([C@H:20]([C:21]([O:23][CH3:24])=[O:22])[C@:16]3([CH2:18][CH2:19][C@@:3]1([O:15]3)[CH2:4][N:5]([C:13]2=[O:14])[CH2:6][c:7]1[cH:12][cH:11][cH:10][cH:9][cH:8]1)[H])[CH3:2]
12,[C@]12(O[C@H](C=C1)C3)[C@]3([H])CN(S(=O)(=O)c4ccc(C)cc4)C2>>[C@]12(O[C@]([H])(CC1)C3)[C@]3([H])CN(S(=O)(=O)c4ccc(C)cc4)C2,[C@]123CN(S(c4ccc(C)cc4)(=O)=O)C[C@]1([H])C[C@@H](C=C2)O3>>[C@]123CN(S(c4ccc(C)cc4)(=O)=O)C[C@]1([H])C[C@](CC2)([H])O3,[C@:1]123[CH2:21][N:10]([S:11]([c:14]4[cH:20][cH:19][c:17]([CH3:18])[cH:16][cH:15]4)(=[O:13])=[O:12])[CH2:9][C@:7]1([H])[CH2:6][C@@H:3]([CH:4]=[CH:5]2)[O:2]3>>[C@:1]123[CH2:21][N:10]([S:11]([c:14]4[cH:15][cH:16][c:17]([CH3:18])[cH:19][cH:20]4)(=[O:12])=[O:13])[CH2:9][C@:7]1([H])[CH2:6][C@:3]([CH2:4][CH2:5]2)([H])[O:2]3
13,[C@@]12(O[C@@]([H])(C=C1)C3)[C@@]3([H])C(=O)N(c4c(cccc4)[C@H](N5CCCC5=O)C6)[C@@]26[H]>>[C@@]12(O[C@@]([H])(CC1)C3)[C@@]3([H])C(=O)N(c4c(cccc4)[C@H](N5CCCC5=O)C6)[C@@]26[H],[C@@]123[C@@]4([H])C[C@@H](N5C(=O)CCC5)c5ccccc5N4C(=O)[C@@]1([H])C[C@@](C=C2)([H])O3>>[C@@]123[C@@]4([H])C[C@@H](N5C(=O)CCC5)c5ccccc5N4C(=O)[C@@]1([H])C[C@@](CC2)([H])O3,[C@@:1]123[C@@:27]4([H])[CH2:26][C@@H:19]([N:20]5[C:24](=[O:25])[CH2:23][CH2:22][CH2:21]5)[c:14]5[cH:15][cH:16][cH:17][cH:18][c:13]5[N:12]4[C:10](=[O:11])[C@@:8]1([H])[CH2:7][C@@:3]([CH:5]=[CH:6]2)([H])[O:2]3>>[C@@:1]123[C@@:27]4([H])[CH2:26][C@@H:19]([N:20]5[C:24](=[O:25])[CH2:23][CH2:22][CH2:21]5)[c:14]5[cH:15][cH:16][cH:17][cH:18][c:13]5[N:12]4[C:10](=[O:11])[C@@:8]1([H])[CH2:7][C@@:3]([CH2:5][CH2:6]2)([H])[O:2]3
14,[C@]12(O[C@]([H])(C=C1)[C@H]3C(=O)OC)[C@]3([H])C(=O)N(c4c(cccc4)[C@@H](N5CCCC5=O)C6)[C@]26[H]>>[C@]12(O[C@]([H])(CC1)[C@H]3C(=O)OC)[C@]3([H])C(=O)N(c4c(cccc4)[C@@H](N5CCCC5=O)C6)[C@]26[H],[C@]123[C@]4([H])C[C@H](N5C(=O)CCC5)c5ccccc5N4C(=O)[C@]1([H])[C@H](C(OC)=O)[C@](C=C2)([H])O3>>[C@]123[C@]4([H])C[C@H](N5C(=O)CCC5)c5ccccc5N4C(=O)[C@]1([H])[C@H](C(OC)=O)[C@](CC2)([H])O3,[C@:1]123[C@:31]4([H])[CH2:30][C@H:23]([N:24]5[C:28](=[O:29])[CH2:27][CH2:26][CH2:25]5)[c:18]5[cH:19][cH:20][cH:21][cH:22][c:17]5[N:16]4[C:14](=[O:15])[C@:12]1([H])[C@H:7]([C:8]([O:10][CH3:11])=[O:9])[C@:3]([CH:5]=[CH:6]2)([H])[O:2]3>>[C@:1]123[C@:31]4([H])[CH2:30][C@H:23]([N:24]5[C:28](=[O:29])[CH2:27][CH2:26][CH2:25]5)[c:18]5[cH:19][cH:20][cH:21][cH:22][c:17]5[N:16]4[C:14](=[O:15])[C@:12]1([H])[C@H:7]([C:8]([O:10][CH3:11])=[O:9])[C@:3]([CH2:5][CH2:6]2)([H])[O:2]3
15,[C@@]12(O[C@@]([H])(C=C1)[C@@H]3C(=O)OC)[C@@]3([H])C(=O)N(c4c(cccc4)[C@@]([H])(OCC5)[C@@]56[H])[C@]26[H]>>[C@@]12(O[C@@]([H])(CC1)[C@@H]3C(=O)OC)[C@@]3([H])C(=O)N(c4c(cccc4)[C@@]([H])(OCC5)[C@@]56[H])[C@]26[H],[C@@]123[C@]4([H])[C@]5([H])CCO[C@]5([H])c5ccccc5N4C(=O)[C@@]1([H])[C@@H](C(OC)=O)[C@@](C=C2)([H])O3>>[C@@]123[C@]4([H])[C@]5([H])CCO[C@]5([H])c5ccccc5N4C(=O)[C@@]1([H])[C@@H](C(OC)=O)[C@@](CC2)([H])O3,[C@@:1]123[C@:30]4([H])[C@:28]5([H])[CH2:27][CH2:26][O:25][C@:23]5([H])[c:18]5[cH:19][cH:20][cH:21][cH:22][c:17]5[N:16]4[C:14](=[O:15])[C@@:12]1([H])[C@@H:7]([C:8]([O:10][CH3:11])=[O:9])[C@@:3]([CH:5]=[CH:6]2)([H])[O:2]3>>[C@@:1]123[C@:30]4([H])[C@:28]5([H])[CH2:27][CH2:26][O:25][C@:23]5([H])[c:18]5[cH:19][cH:20][cH:21][cH:22][c:17]5[N:16]4[C:14](=[O:15])[C@@:12]1([H])[C@@H:7]([C:8]([O:10][CH3:11])=[O:9])[C@@:3]([CH2:5][CH2:6]2)([H])[O:2]3
16,[C@@]12(O[C@@]([H])(C=C1)[C@@H]3C(=O)OC)[C@@]3([H])C(=O)N(c4c(cccc4)[C@@]([H])(OCCC5)[C@@]56[H])[C@]26[H]>>[C@@]12(O[C@@]([H])(CC1)[C@@H]3C(=O)OC)[C@@]3([H])C(=O)N(c4c(cccc4)[C@@]([H])(OCCC5)[C@@]56[H])[C@]26[H],[C@@]123[C@]4([H])[C@]5([H])CCCO[C@]5([H])c5ccccc5N4C(=O)[C@@]1([H])[C@@H](C(OC)=O)[C@@](C=C2)([H])O3>>[C@@]123[C@]4([H])[C@]5([H])CCCO[C@]5([H])c5ccccc5N4C(=O)[C@@]1([H])[C@@H](C(OC)=O)[C@@](CC2)([H])O3,[C@@:1]123[C@:31]4([H])[C@:29]5([H])[CH2:28][CH2:27][CH2:26][O:25][C@:23]5([H])[c:18]5[cH:19][cH:20][cH:21][cH:22][c:17]5[N:16]4[C:14](=[O:15])[C@@:12]1([H])[C@@H:7]([C:8]([O:10][CH3:11])=[O:9])[C@@:3]([CH:5]=[CH:6]2)([H])[O:2]3>>[C@@:1]123[C@:31]4([H])[C@:29]5([H])[CH2:28][CH2:27][CH2:26][O:25][C@:23]5([H])[c:18]5[cH:19][cH:20][cH:21][cH:22][c:17]5[N:16]4[C:14](=[O:15])[C@@:12]1([H])[C@@H:7]([C:8]([O:10][CH3:11])=[O:9])[C@@:3]([CH2:5][CH2:6]2)([H])[O:2]3
17,[C@]12(O[C@]([H])(C=C1)[C@H]3C(=O)OC)[C@]3([H])C(=O)N(CCc(cccc4)c45)[C@]25[H]>>[C@]12(O[C@]([H])(CC1)[C@H]3C(=O)OC)[C@]3([H])C(=O)N(CCc(cccc4)c45)[C@]25[H],[C@]123[C@]4([H])c5ccccc5CCN4C(=O)[C@]1([H])[C@H](C(OC)=O)[C@](C=C2)([H])O3>>[C@]123[C@]4([H])c5ccccc5CCN4C(=O)[C@]1([H])[C@H](C(OC)=O)[C@](CC2)([H])O3,[C@:1]123[C@:25]4([H])[c:24]5[cH:23][cH:22][cH:21][cH:20][c:19]5[CH2:18][CH2:17][N:16]4[C:14](=[O:15])[C@:12]1([H])[C@H:7]([C:8]([O:10][CH3:11])=[O:9])[C@:3]([CH:5]=[CH:6]2)([H])[O:2]3>>[C@:1]123[C@:25]4([H])[c:24]5[cH:23][cH:22][cH:21][cH:20][c:19]5[CH2:18][CH2:17][N:16]4[C:14](=[O:15])[C@:12]1([H])[C@H:7]([C:8]([O:10][CH3:11])=[O:9])[C@:3]([CH2:5][CH2:6]2)([H])[O:2]3
18,[C@@]12(O[C@@]([H])(C=C1)C3)[C@@]3([H])C(=O)N(CCc(cc(OC)c(OC)c4)c45)[C@@]25[H]>>[C@@]12(O[C@@]([H])(CC1)C3)[C@@]3([H])C(=O)N(CCc(cc(OC)c(OC)c4)c45)[C@@]25[H],[C@@]123[C@@]4([H])c5cc(OC)c(OC)cc5CCN4C(=O)[C@@]1([H])C[C@@](C=C2)([H])O3>>[C@@]123[C@@]4([H])c5cc(OC)c(OC)cc5CCN4C(=O)[C@@]1([H])C[C@@](CC2)([H])O3,[C@@:1]123[C@@:25]4([H])[c:24]5[cH:23][c:20]([O:21][CH3:22])[c:17]([O:18][CH3:19])[cH:16][c:15]5[CH2:14][CH2:13][N:12]4[C:10](=[O:11])[C@@:8]1([H])[CH2:7][C@@:3]([CH:5]=[CH:6]2)([H])[O:2]3>>[C@@:1]123[C@@:25]4([H])[c:24]5[cH:23][c:20]([O:21][CH3:22])[c:17]([O:18][CH3:19])[cH:16][c:15]5[CH2:14][CH2:13][N:12]4[C:10](=[O:11])[C@@:8]1([H])[CH2:7][C@@:3]([CH2:5][CH2:6]2)([H])[O:2]3
19,[C@@]12(O[C@@]([H])(C=C1)[C@@H]3C(=O)OC)[C@@]3([H])C(=O)N(CCc(cc(OC)c(OC)c4)c45)[C@@]25[H]>>[C@@]12(O[C@@]([H])(CC1)[C@@H]3C(=O)OC)[C@@]3([H])C(=O)N(CCc(cc(OC)c(OC)c4)c45)[C@@]25[H],[C@@]123[C@@]4([H])c5cc(OC)c(OC)cc5CCN4C(=O)[C@@]1([H])[C@@H](C(OC)=O)[C@@](C=C2)([H])O3>>[C@@]123[C@@]4([H])c5cc(OC)c(OC)cc5CCN4C(=O)[C@@]1([H])[C@@H](C(OC)=O)[C@@](CC2)([H])O3,[C@@:1]123[C@@:29]4([H])[c:28]5[cH:27][c:24]([O:25][CH3:26])[c:21]([O:22][CH3:23])[cH:20][c:19]5[CH2:18][CH2:17][N:16]4[C:14](=[O:15])[C@@:12]1([H])[C@@H:7]([C:8]([O:10][CH3:11])=[O:9])[C@@:3]([CH:5]=[CH:6]2)([H])[O:2]3>>[C@@:1]123[C@@:29]4([H])[c:28]5[cH:27][c:24]([O:25][CH3:26])[c:21]([O:22][CH3:23])[cH:20][c:19]5[CH2:18][CH2:17][N:16]4[C:14](=[O:15])[C@@:12]1([H])[C@@H:7]([C:8]([O:10][CH3:11])=[O:9])[C@@:3]([CH2:5][CH2:6]2)([H])[O:2]3
20,[C@]12(O[C@]([H])(C=C1)[C@H]3C(=O)O)[C@]3([H])C(=O)N(CCCO4)[C@@]24[H]>>[C@]12(O[C@]([H])(CC1)[C@H]3C(=O)O)[C@]3([H])C(=O)N(CCCO4)[C@@]24[H],[C@]123[C@@]4([H])OCCCN4C(=O)[C@]1([H])[C@H](C(O)=O)[C@](C=C2)([H])O3>>[C@]123[C@@]4([H])OCCCN4C(=O)[C@]1([H])[C@H](C(O)=O)[C@](CC2)([H])O3,[C@:1]123[C@@:20]4([H])[O:19][CH2:18][CH2:17][CH2:16][N:15]4[C:13](=[O:14])[C@:11]1([H])[C@H:7]([C:8]([OH:10])=[O:9])[C@:3]([CH:5]=[CH:6]2)([H])[O:2]3>>[C@:1]123[C@@:20]4([H])[O:19][CH2:18][CH2:17][CH2:16][N:15]4[C:13](=[O:14])[C@:11]1([H])[C@H:7]([C:8]([OH:10])=[O:9])[C@:3]([CH2:5][CH2:6]2)([H])[O:2]3
21,[C@@]12(O[C@@]([H])(C=C1)C3)[C@@]3([H])C(=O)N(Cc(cccc4)c4N5C(=O)C=C)C25>>[C@@]12(O[C@@]([H])(CC1)C3)[C@@]3([H])C(=O)N(Cc(cccc4)c4N5C(=O)CC)C25,[C@@]123C4N(C(C=C)=O)c5ccccc5CN4C(=O)[C@@]1([H])C[C@@](C=C2)([H])O3>>[C@@]123C4N(C(CC)=O)c5ccccc5CN4C(=O)[C@@]1([H])C[C@@](CC2)([H])O3,[C@@:1]123[CH:25]4[N:20]([C:21]([CH:23]=C)=[O:22])[c:19]5[cH:18][cH:17][cH:16][cH:15][c:14]5[CH2:13][N:12]4[C:10](=[O:11])[C@@:8]1([H])[CH2:7][C@@:3]([CH:5]=[CH:6]2)([H])[O:2]3>>[C@@:1]123[CH:25]4[N:20]([C:21]([CH2:23]C)=[O:22])[c:19]5[cH:18][cH:17][cH:16][cH:15][c:14]5[CH2:13][N:12]4[C:10](=[O:11])[C@@:8]1([H])[CH2:7][C@@:3]([CH2:5][CH2:6]2)([H])[O:2]3
22,[C@]12(O[C@]([H])(C=C1)[C@H]3C(=O)OC)[C@]3([H])C(=O)N(Cc(cccc4)c4N5)C25>>[C@]12(O[C@]([H])(CC1)[C@H]3C(=O)OC)[C@]3([H])C(=O)N(Cc(cccc4)c4N5)C25,[C@]123C4Nc5ccccc5CN4C(=O)[C@]1([H])[C@H](C(OC)=O)[C@](C=C2)([H])O3>>[C@]123C4Nc5ccccc5CN4C(=O)[C@]1([H])[C@H](C(OC)=O)[C@](CC2)([H])O3,[C@:1]123[CH:25]4[NH:24][c:23]5[cH:22][cH:21][cH:20][cH:19][c:18]5[CH2:17][N:16]4[C:14](=[O:15])[C@:12]1([H])[C@H:7]([C:8]([O:10][CH3:11])=[O:9])[C@:3]([CH:5]=[CH:6]2)([H])[O:2]3>>[C@:1]123[CH:25]4[NH:24][c:23]5[cH:22][cH:21][cH:20][cH:19][c:18]5[CH2:17][N:16]4[C:14](=[O:15])[C@:12]1([H])[C@H:7]([C:8]([O:10][CH3:11])=[O:9])[C@:3]([CH2:5][CH2:6]2)([H])[O:2]3
23,[C@]12(O[C@]([H])(C=C1)[C@H]3C(=O)OC)[C@]3([H])C(=O)N(c4c(c(ccc5)ccc4)c5N6)[C@@]26[H]>>[C@]12(O[C@]([H])(CC1)[C@H]3C(=O)OC)[C@]3([H])C(=O)N(c4c(c(ccc5)ccc4)c5N6)[C@@]26[H],[C@]123[C@@]4([H])Nc5cccc6cccc(c65)N4C(=O)[C@]1([H])[C@H](C(OC)=O)[C@](C=C2)([H])O3>>[C@]123[C@@]4([H])Nc5cccc6cccc(c65)N4C(=O)[C@]1([H])[C@H](C(OC)=O)[C@](CC2)([H])O3,[C@:1]123[C@@:28]4([H])[NH:27][c:26]5[cH:22][cH:21][cH:20][c:19]6[cH:23][cH:24][cH:25][c:17]([c:18]65)[N:16]4[C:14](=[O:15])[C@:12]1([H])[C@H:7]([C:8]([O:10][CH3:11])=[O:9])[C@:3]([CH:5]=[CH:6]2)([H])[O:2]3>>[C@:1]123[C@@:28]4([H])[NH:27][c:26]5[cH:22][cH:21][cH:20][c:19]6[cH:23][cH:24][cH:25][c:17]([c:18]65)[N:16]4[C:14](=[O:15])[C@:12]1([H])[C@H:7]([C:8]([O:10][CH3:11])=[O:9])[C@:3]([CH2:5][CH2:6]2)([H])[O:2]3
24,N1(C)CCNCC1.C(C)(C)(C)OC(=O)N1CCC(=O)CC1>>C1(CCN(C(=O)OC(C)(C)C)CC1)N2CCN(C)CC2,N1(CCNCC1)C.C(OC(N1CCC(=O)CC1)=O)(C)(C)C>>C1(N2CCN(C)CC2)CCN(C(OC(C)(C)C)=O)CC1,[N:1]1([CH2:7][CH2:6][NH:5][CH2:4][CH2:3]1)[CH3:2].[C:8]([O:12][C:13]([N:15]1[CH2:21][CH2:20][C:18](=O)[CH2:17][CH2:16]1)=[O:14])([CH3:11])([CH3:10])[CH3:9]>>[CH:18]1([N:5]2[CH2:6][CH2:7][N:1]([CH3:2])[CH2:3][CH2:4]2)[CH2:20][CH2:21][N:15]([C:13]([O:12][C:8]([CH3:11])([CH3:10])[CH3:9])=[O:14])[CH2:16][CH2:17]1
