,raw_ractions,transformed_reactions,automap
1414,C(=O)(O)CCCCC(=O)O>>C(=O)(OO)CCCCC(=O)OO,C(CCCCC(O)=O)(O)=O>>C(CCCCC(OO)=O)(OO)=O,[C:1]([CH2:4][CH2:5][CH2:6][CH2:7][C:8]([OH:10])=[O:9])([OH:3])=[O:2]>>[C:1]([CH2:4][CH2:5][CH2:6][CH2:7][C:8]([O:10]O)=[O:9])([O:3]O)=[O:2]
1415,c1(OC)cccc(O)c1.C(=O)(OCC)C(C)Br>>c1(cccc(OC)c1)OC(C)C(=O)OCC,c1(cc(O)ccc1)OC.C(C(Br)C)(OCC)=O>>c1(OC(C(OCC)=O)C)cc(OC)ccc1,[c:1]1([cH:9][c:7]([OH:8])[cH:6][cH:5][cH:4]1)[O:2][CH3:3].[C:10]([CH:15](Br)[CH3:16])([O:12][CH2:13][CH3:14])=[O:11]>>[c:7]1([O:8][CH:15]([C:10]([O:12][CH2:13][CH3:14])=[O:11])[CH3:16])[cH:9][c:1]([O:2][CH3:3])[cH:4][cH:5][cH:6]1
1416,C(=O)(O)CCCCCCC(=O)O.C(C)O>>C(=O)(OCC)CCCCCCC(=O)O,C(CCCCCCC(O)=O)(O)=O.C(O)C>>C(CCCCCCC(O)=O)(OCC)=O,[C:1]([CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][C:10]([OH:12])=[O:11])([OH:3])=[O:2].[CH2:13](O)[CH3:14]>>[C:10]([CH2:9][CH2:8][CH2:7][CH2:6][CH2:5][CH2:4][C:1]([OH:3])=[O:2])([O:12][CH2:13][CH3:14])=[O:11]
1417,C(=O)(O)CCCCCCC(=O)O>>C1(=O)CCCCCC1,C(CCCCCCC(O)=O)(O)=O>>C1(CCCCCC1)=O,C([CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][C:10](O)=[O:11])(O)=O>>[C:10]1([CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9]1)=[O:11]
1418,c1(ccccc1)C(Br)C(=O)O>>c1(ccccc1)C(NN)C(=O)O,c1(C(C(O)=O)Br)ccccc1>>c1(C(C(O)=O)NN)ccccc1,[c:1]1([CH:7]([C:9]([OH:11])=[O:10])Br)[cH:6][cH:5][cH:4][cH:3][cH:2]1>>[c:1]1([CH:7]([C:9]([OH:11])=[O:10])NN)[cH:6][cH:5][cH:4][cH:3][cH:2]1
1419,c12c(ccc(OC)c1)nc(cccc3)c3n2>>c12c(ccc(O)c1)nc(cccc3)c3n2,c12nc3ccccc3nc1ccc(c2)OC>>c12nc3ccccc3nc1ccc(c2)O,[c:1]12[n:16][c:15]3[cH:14][cH:13][cH:12][cH:11][c:10]3[n:9][c:2]1[cH:3][cH:4][c:5]([cH:8]2)[O:6]C>>[c:1]12[n:16][c:15]3[cH:14][cH:13][cH:12][cH:11][c:10]3[n:9][c:2]1[cH:3][cH:4][c:5]([cH:8]2)[OH:6]
1420,c1(ccc(CC(=O)O)cc1)c2ccccc2>>c1(ccc(CC(=O)Cl)cc1)c2ccccc2,c1(-c2ccccc2)ccc(CC(O)=O)cc1>>c1(-c2ccccc2)ccc(CC(Cl)=O)cc1,[c:1]1(-[c:11]2[cH:16][cH:15][cH:14][cH:13][cH:12]2)[cH:10][cH:9][c:4]([CH2:5][C:6](O)=[O:7])[cH:3][cH:2]1>>[c:1]1(-[c:11]2[cH:16][cH:15][cH:14][cH:13][cH:12]2)[cH:10][cH:9][c:4]([CH2:5][C:6](Cl)=[O:7])[cH:3][cH:2]1
1421,N12C(CCC1=O)CCC2=O.C(C)O>>C1(CCC(=O)OCC)CCC(=O)N1,N12C(=O)CCC1CCC2=O.C(O)C>>C1(NC(=O)CC1)CCC(OCC)=O,[N:1]12[C:9](=[O:10])[CH2:8][CH2:7][CH:2]1[CH2:3][CH2:4][C:5]2=[O:6].[CH2:11]([OH:13])[CH3:12]>>[CH:2]1([NH:1][C:5](=[O:6])[CH2:4][CH2:3]1)[CH2:7][CH2:8][C:9]([O:13][CH2:11][CH3:12])=[O:10]
1422,C1(CCCCC1)NC(=O)\C=C/C(=O)O>>N1(C(=O)C=CC1=O)C2CCCCC2,C1(NC(/C=C\C(O)=O)=O)CCCCC1>>N1(C2CCCCC2)C(=O)C=CC1=O,[CH:1]1([NH:7][C:8](/[CH:10]=[CH:11]\[C:12](O)=[O:13])=[O:9])[CH2:6][CH2:5][CH2:4][CH2:3][CH2:2]1>>[N:7]1([CH:1]2[CH2:6][CH2:5][CH2:4][CH2:3][CH2:2]2)[C:12](=[O:13])[CH:11]=[CH:10][C:8]1=[O:9]
1423,C12(OCCO1)CCCC(=O)C2.C(#N)[Na]>>C1(C#N)=CC(=O)CCC1,C12(CC(=O)CCC1)OCCO2.C([Na])#N>>C1(CCCC(=O)C=1)C#N,[C:1]12([CH2:11][C:9](=[O:10])[CH2:8][CH2:7][CH2:6]1)OCCO2.[C:12]([Na])#[N:13]>>[C:7]1([CH2:6][CH2:1][CH2:11][C:9](=[O:10])[CH:8]=1)[C:12]#[N:13]
1424,c1(ccc(OC)cc1)c2ccccn2>>c1(N(=O)=O)cc(c2ccccn2)ccc1OC,c1(-c2ncccc2)ccc(OC)cc1>>c1(c(OC)ccc(-c2ncccc2)c1)N(=O)=O,[c:1]1(-[c:9]2[n:14][cH:13][cH:12][cH:11][cH:10]2)[cH:8][cH:7][c:4]([O:5][CH3:6])[cH:3][cH:2]1>>[c:7]1([c:4]([O:5][CH3:6])[cH:3][cH:2][c:1](-[c:9]2[n:14][cH:13][cH:12][cH:11][cH:10]2)[cH:8]1)N(=O)=O
1425,c1(ccccn1)C(=O)OCC>>C1(CCCCN1)C(=O)OCC,c1(C(OCC)=O)ncccc1>>C1(C(OCC)=O)NCCCC1,[c:1]1([C:7]([O:9][CH2:10][CH3:11])=[O:8])[n:6][cH:5][cH:4][cH:3][cH:2]1>>[CH:1]1([C:7]([O:9][CH2:10][CH3:11])=[O:8])[NH:6][CH2:5][CH2:4][CH2:3][CH2:2]1
1426,S(=O)(=O)(OCC)OCC.c12c(cccc1)[nH]cc2C(C)=O>>c12c(cccc1)n(CC)cc2C(C)=O,S(OCC)(OCC)(=O)=O.c12c(C(=O)C)c[nH]c1cccc2>>c12c(C(=O)C)c[n](CC)c1cccc2,S(OCC)(O[CH2:5][CH3:6])(=O)=O.[c:10]12[c:18]([C:19](=[O:21])[CH3:20])[cH:17][nH:16][c:11]1[cH:12][cH:13][cH:14][cH:15]2>>[c:10]12[c:18]([C:19](=[O:21])[CH3:20])[cH:17][n:16]([CH2:5][CH3:6])[c:11]1[cH:12][cH:13][cH:14][cH:15]2
1427,c1(cccnc1)C(=O)OCC>>c1(cccn(=O)c1)C(=O)OCC,c1(C(OCC)=O)cnccc1>>c1(C(OCC)=O)c[n](=O)ccc1,[c:1]1([C:7]([O:9][CH2:10][CH3:11])=[O:8])[cH:6][n:5][cH:4][cH:3][cH:2]1>>[c:1]1([C:7]([O:9][CH2:10][CH3:11])=[O:8])[cH:6][n:5](=O)[cH:4][cH:3][cH:2]1
1428,c12c(CCCC1)cc(cccc3)c3n2>>[C@@]12([H])[C@]([H])(CCCC1)Cc(cccc3)c3N2.[C@@]12([H])[C@@]([H])(CCCC1)Cc(cccc3)c3N2,c12nc3ccccc3cc1CCCC2>>[C@]12(Nc3ccccc3C[C@]1(CCCC2)[H])[H].[C@]12(Nc3ccccc3C[C@@]1(CCCC2)[H])[H],[c:1]12[n:14][c:13]3[cH:12][cH:11][cH:10][cH:9][c:8]3[cH:7][c:2]1[CH2:3][CH2:4][CH2:5][CH2:6]2>>[C@:1]12([NH:14][c:13]3[cH:12][cH:11][cH:10][cH:9][c:8]3[CH2:7][C@:2]1([CH2:3][CH2:4][CH2:5][CH2:6]2)[H])[H].[C@:1]12([NH:14][c:13]3[cH:12][cH:11][cH:10][cH:9][c:8]3[CH2:7][C@@:2]1([CH2:3][CH2:4][CH2:5][CH2:6]2)[H])[H]
1429,c1(ccccc1)C(C)C>>c1(ccc(Br)cc1)C(C)C,c1(C(C)C)ccccc1>>c1(C(C)C)ccc(Br)cc1,[c:1]1([CH:7]([CH3:9])[CH3:8])[cH:6][cH:5][cH:4][cH:3][cH:2]1>>[c:1]1([CH:7]([CH3:9])[CH3:8])[cH:6][cH:5][c:4](Br)[cH:3][cH:2]1
1430,c1(ccccc1)C(C)C>>c1(ccc(C(C)C)cc1)N(=O)=O,c1(C(C)C)ccccc1>>c1(N(=O)=O)ccc(C(C)C)cc1,[c:1]1([CH:7]([CH3:9])[CH3:8])[cH:6][cH:5][cH:4][cH:3][cH:2]1>>[c:4]1(N(=O)=O)[cH:5][cH:6][c:1]([CH:7]([CH3:9])[CH3:8])[cH:2][cH:3]1
1431,c1(F)ccccc1.S(=O)(=O)(Cl)c1ccc(F)cc1>>S(=O)(=O)(c1ccc(F)cc1)c2ccc(F)cc2,c1(ccccc1)F.S(c1ccc(F)cc1)(Cl)(=O)=O>>S(c1ccc(F)cc1)(c1ccc(F)cc1)(=O)=O,[c:1]1([cH:7][cH:6][cH:5][cH:4][cH:3]1)[F:2].[S:8]([c:12]1[cH:18][cH:17][c:15]([F:16])[cH:14][cH:13]1)(Cl)(=[O:10])=[O:9]>>[S:8]([c:12]1[cH:18][cH:17][c:15]([F:16])[cH:14][cH:13]1)([c:5]1[cH:6][cH:7][c:1]([F:2])[cH:3][cH:4]1)(=[O:10])=[O:9]
1432,c12c(ccc(C)c1)NC(=O)C2=O>>c12c(NC(=O)C1=O)c(Br)cc(C)c2,c12C(=O)C(=O)Nc1ccc(c2)C>>c12cc(C)cc(Br)c1NC(C2=O)=O,[c:1]12[C:11](=[O:12])[C:9](=[O:10])[NH:8][c:2]1[cH:3][cH:4][c:5]([cH:7]2)[CH3:6]>>[c:1]12[cH:7][c:5]([CH3:6])[cH:4][c:3](Br)[c:2]1[NH:8][C:9]([C:11]2=[O:12])=[O:10]
1433,c1(OC)ccc(Br)cc1>>c1(ccc(OC)cc1)c2ccc(OC)cc2.c1(OC)ccccc1,c1(ccc(Br)cc1)OC>>c1(-c2ccc(OC)cc2)ccc(OC)cc1.c1(ccccc1)OC,[c:1]1([cH:9][cH:8][c:6](Br)[cH:5][cH:4]1)[O:2][CH3:3]>>[c:6]1(-[c:6]2[cH:8][cH:9][c:1]([O:2][CH3:3])[cH:4][cH:5]2)[cH:8][cH:9][c:1]([O:2][CH3:3])[cH:4][cH:5]1.[c:1]1([cH:9][cH:8][cH:6][cH:5][cH:4]1)[O:2][CH3:3]
1434,c1(ccncc1)CC(=O)OCC>>c1(CCO)ccncc1,c1(CC(OCC)=O)ccncc1>>c1(ccncc1)CCO,[c:1]1([CH2:7][C:8]([O:10]CC)=O)[cH:6][cH:5][n:4][cH:3][cH:2]1>>[c:1]1([cH:6][cH:5][n:4][cH:3][cH:2]1)[CH2:7][CH2:8][OH:10]
1435,c12c(ccc(O)c1)cc(O)cc2.c12c(ccc(O)c1)cc(O)cc2>>c1(c(O)ccc(cc(O)cc2)c12)c3c(O)ccc(cc(O)cc4)c34,c12ccc(O)cc1ccc(c2)O.c12ccc(O)cc1ccc(c2)O>>c1(-c2c3ccc(O)cc3ccc2O)c2ccc(O)cc2ccc1O,[c:1]12[cH:12][cH:11][c:9]([OH:10])[cH:8][c:2]1[cH:3][cH:4][c:5]([cH:7]2)[OH:6].[c:13]12[cH:24][cH:23][c:21]([OH:22])[cH:20][c:14]1[cH:15][cH:16][c:17]([cH:19]2)[OH:18]>>[c:8]1(-[c:20]2[c:14]3[cH:15][cH:16][c:17]([OH:18])[cH:19][c:13]3[cH:24][cH:23][c:21]2[OH:22])[c:2]2[cH:3][cH:4][c:5]([OH:6])[cH:7][c:1]2[cH:12][cH:11][c:9]1[OH:10]
1436,C(=O)(c1ccccc1)c2ccccc2.P(=O)(OCC)(OCC)Cc1ccccc1>>C(=C\c1ccccc1)(/c2ccccc2)\c3ccccc3,C(c1ccccc1)(c1ccccc1)=O.P(Cc1ccccc1)(OCC)(OCC)=O>>C(/c1ccccc1)(\c1ccccc1)=C/c1ccccc1,[C:1]([c:9]1[cH:14][cH:13][cH:12][cH:11][cH:10]1)([c:3]1[cH:8][cH:7][cH:6][cH:5][cH:4]1)=O.P([CH2:23][c:24]1[cH:29][cH:28][cH:27][cH:26][cH:25]1)(OCC)(OCC)=O>>[C:1](/[c:9]1[cH:14][cH:13][cH:12][cH:11][cH:10]1)(\[c:3]1[cH:8][cH:7][cH:6][cH:5][cH:4]1)=[CH:23]/[c:24]1[cH:29][cH:28][cH:27][cH:26][cH:25]1
1437,C(=O)(c1ccccc1)c2ccccc2.[Mg](Br)CC>>C(O)(CC)(c1ccccc1)c2ccccc2,C(c1ccccc1)(c1ccccc1)=O.[Mg](CC)Br>>C(c1ccccc1)(c1ccccc1)(CC)O,[C:1]([c:9]1[cH:14][cH:13][cH:12][cH:11][cH:10]1)([c:3]1[cH:8][cH:7][cH:6][cH:5][cH:4]1)=O.[Mg]([CH2:17][CH3:18])Br>>[C:1]([c:9]1[cH:14][cH:13][cH:12][cH:11][cH:10]1)([c:3]1[cH:8][cH:7][cH:6][cH:5][cH:4]1)([CH2:17][CH3:18])O
1438,C(=O)(c1ccccc1)c2ccccc2>>C(O)(c1ccccc1)(c2ccccc2)C(O)(c3ccccc3)c4ccccc4,C(c1ccccc1)(c1ccccc1)=O>>C(C(c1ccccc1)(c1ccccc1)O)(c1ccccc1)(c1ccccc1)O,[C:1]([c:9]1[cH:14][cH:13][cH:12][cH:11][cH:10]1)([c:3]1[cH:8][cH:7][cH:6][cH:5][cH:4]1)=O>>[C:1]([C:1]([c:3]1[cH:8][cH:7][cH:6][cH:5][cH:4]1)([c:9]1[cH:14][cH:13][cH:12][cH:11][cH:10]1)O)([c:9]1[cH:14][cH:13][cH:12][cH:11][cH:10]1)([c:3]1[cH:8][cH:7][cH:6][cH:5][cH:4]1)O
1439,[C@@]([H])(O)([C@]([H])(O)CO)[C@]([H])(O)C(=O)CO>>[C@@]([H])(O)([C@]([H])(O)CO)[C@]([H])(O)[C@]([H])(O)CO,[C@@]([C@@](C(CO)=O)(O)[H])([C@@](CO)(O)[H])(O)[H]>>[C@@]([C@@]([C@@](CO)(O)[H])(O)[H])([C@@](CO)(O)[H])(O)[H],[C@@:1]([C@@:9]([C:12]([CH2:14][OH:15])=O)([OH:11])[H])([C@@:4]([CH2:7][OH:8])([OH:6])[H])([OH:3])[H]>>[C@@:1]([C@@:9]([C@@:12]([CH2:14][OH:15])(O)[H])([OH:11])[H])([C@@:4]([CH2:7][OH:8])([OH:6])[H])([OH:3])[H]
1440,C(=O)(c1ccc(C)cc1)c2ccc(C)cc2>>C(O)(c1ccc(C)cc1)c2ccc(C)cc2,C(c1ccc(C)cc1)(c1ccc(C)cc1)=O>>C(c1ccc(C)cc1)(c1ccc(C)cc1)O,[C:1]([c:10]1[cH:16][cH:15][c:13]([CH3:14])[cH:12][cH:11]1)([c:3]1[cH:9][cH:8][c:6]([CH3:7])[cH:5][cH:4]1)=O>>[CH:1]([c:10]1[cH:16][cH:15][c:13]([CH3:14])[cH:12][cH:11]1)([c:3]1[cH:9][cH:8][c:6]([CH3:7])[cH:5][cH:4]1)O
1441,c1(ccc(C#N)cc1)C(=O)OCC>>c1(ccc(C(N)=O)cc1)C(=O)OCC,c1(C(OCC)=O)ccc(C#N)cc1>>c1(C(OCC)=O)ccc(C(=O)N)cc1,[c:1]1([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:8][cH:7][c:4]([C:5]#N)[cH:3][cH:2]1>>[c:1]1([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:8][cH:7][c:4]([C:5](=O)N)[cH:3][cH:2]1
1442,c12c(CCCC1)ccc(C(C)=O)c2>>c12c(CCCC1)ccc(C(=O)O)c2,c12cc(C(=O)C)ccc1CCCC2>>c12cc(C(O)=O)ccc1CCCC2,[c:1]12[cH:13][c:9]([C:10](=[O:12])C)[cH:8][cH:7][c:2]1[CH2:3][CH2:4][CH2:5][CH2:6]2>>[c:1]12[cH:13][c:9]([C:10](O)=[O:12])[cH:8][cH:7][c:2]1[CH2:3][CH2:4][CH2:5][CH2:6]2
1443,c12c(cccc1)CC(=O)N2C>>c12c(CCN1C)cccc2,c12N(C)C(=O)Cc1cccc2>>c12ccccc1CCN2C,[c:1]12[N:10]([CH3:11])[C:8](=O)[CH2:7][c:2]1[cH:3][cH:4][cH:5][cH:6]2>>[c:1]12[cH:6][cH:5][cH:4][cH:3][c:2]1[CH2:7][CH2:8][N:10]2[CH3:11]
1444,c1([nH]c(C)cc1C)C(=O)OCC>>c1(C(=O)O)[nH]c(C)cc1C,c1(C(OCC)=O)c(C)cc(C)[nH]1>>c1(c(C)cc(C)[nH]1)C(O)=O,[c:1]1([C:8]([O:10]CC)=[O:9])[c:6]([CH3:7])[cH:5][c:3]([CH3:4])[nH:2]1>>[c:1]1([c:6]([CH3:7])[cH:5][c:3]([CH3:4])[nH:2]1)[C:8]([OH:10])=[O:9]
1445,c1(Cl)nc(N)nc(Cl)n1.N(C)C>>c1(nc(N)nc(Cl)n1)N(C)C,c1(nc(Cl)nc(N)n1)Cl.N(C)C>>c1(N(C)C)nc(Cl)nc(N)n1,[c:1]1([n:9][c:7]([Cl:8])[n:6][c:4]([NH2:5])[n:3]1)Cl.[NH:10]([CH3:12])[CH3:11]>>[c:1]1([N:10]([CH3:12])[CH3:11])[n:9][c:7]([Cl:8])[n:6][c:4]([NH2:5])[n:3]1
1446,c1(Cl)nc(N)nc(Cl)n1.NC>>c1(NC)nc(N)nc(Cl)n1,c1(nc(Cl)nc(N)n1)Cl.NC>>c1(nc(Cl)nc(N)n1)NC,[c:1]1([n:9][c:7]([Cl:8])[n:6][c:4]([NH2:5])[n:3]1)Cl.[NH2:10][CH3:11]>>[c:1]1([n:9][c:7]([Cl:8])[n:6][c:4]([NH2:5])[n:3]1)[NH:10][CH3:11]
1447,c1(N)nc(N)nc(N)n1>>C1(=O)NC(=O)NC(=O)N1,c1(nc(N)nc(N)n1)N>>C1(NC(=O)NC(=O)N1)=O,[c:1]1([n:9][c:7](N)[n:6][c:4](N)[n:3]1)N>>[C:1]1([NH:9][C:7](=O)[NH:6][C:4](=O)[NH:3]1)=O
1448,c1(cccnc1N)N(=O)=O>>c1(cccnc1O)N(=O)=O,c1(N(=O)=O)c(N)nccc1>>c1(N(=O)=O)c(O)nccc1,[c:1]1([N:8](=[O:10])=[O:9])[c:6](N)[n:5][cH:4][cH:3][cH:2]1>>[c:1]1([N:8](=[O:10])=[O:9])[c:6](O)[n:5][cH:4][cH:3][cH:2]1
1449,c1(cccnc1Cl)N(=O)=O.c1(Cl)ccc(S)cc1>>c1(cccnc1Sc2ccc(Cl)cc2)N(=O)=O,c1(N(=O)=O)c(Cl)nccc1.c1(ccc(S)cc1)Cl>>c1(N(=O)=O)c(Sc2ccc(Cl)cc2)nccc1,[c:1]1([N:8](=[O:10])=[O:9])[c:6](Cl)[n:5][cH:4][cH:3][cH:2]1.[c:11]1([cH:18][cH:17][c:15]([SH:16])[cH:14][cH:13]1)[Cl:12]>>[c:1]1([N:8](=[O:10])=[O:9])[c:6]([S:16][c:15]2[cH:17][cH:18][c:11]([Cl:12])[cH:13][cH:14]2)[n:5][cH:4][cH:3][cH:2]1
1450,c12c(OC=CC1=O)cc(O)cc2>>c1(N(=O)=O)c(O)ccc(C(=O)C=CO2)c12,c12ccc(O)cc1OC=CC2=O>>c1(c2OC=CC(=O)c2ccc1O)N(=O)=O,[c:1]12[cH:12][cH:11][c:9]([OH:10])[cH:8][c:2]1[O:3][CH:4]=[CH:5][C:6]2=[O:7]>>[c:8]1([c:2]2[O:3][CH:4]=[CH:5][C:6](=[O:7])[c:1]2[cH:12][cH:11][c:9]1[OH:10])N(=O)=O
1451,c1(N(=O)=O)cc(N(=O)=O)ccc1O>>c1(N)cc(N)ccc1O,c1(c(O)ccc(N(=O)=O)c1)N(=O)=O>>c1(c(O)ccc(N)c1)N,[c:1]1([c:12]([OH:13])[cH:11][cH:10][c:6](N(=O)=O)[cH:5]1)N(=O)=O>>[c:1]1([c:12]([OH:13])[cH:11][cH:10][c:6](N)[cH:5]1)N
1452,N1(C(=O)C=CC1=O)c2ccccc2>>N1(C(=O)C(Br)C(Br)C1=O)c2ccccc2,N1(c2ccccc2)C(=O)C=CC1=O>>N1(c2ccccc2)C(=O)C(Br)C(Br)C1=O,[N:1]1([c:8]2[cH:13][cH:12][cH:11][cH:10][cH:9]2)[C:6](=[O:7])[CH:5]=[CH:4][C:2]1=[O:3]>>[N:1]1([c:8]2[cH:13][cH:12][cH:11][cH:10][cH:9]2)[C:6](=[O:7])[CH:5](Br)[CH:4](Br)[C:2]1=[O:3]
1453,c1(N(=O)=O)cc(N(=O)=O)cc(N(=O)=O)c1>>c1(cc(OC)cc(N(=O)=O)c1)N(=O)=O,c1(cc(N(=O)=O)cc(N(=O)=O)c1)N(=O)=O>>c1(N(=O)=O)cc(N(=O)=O)cc(OC)c1,[c:1]1([cH:15][c:11]([N:12](=[O:14])=[O:13])[cH:10][c:6](N(=O)=O)[cH:5]1)[N:2](=[O:4])=[O:3]>>[c:11]1([N:12](=[O:14])=[O:13])[cH:15][c:1]([N:2](=[O:4])=[O:3])[cH:5][c:6](OC)[cH:10]1
1454,c12c(cc(C)cc1O)C(=O)c(cccc3O)c3C2=O>>C1(=O)c2c(cccc2O)Cc(cc(C)cc3O)c13,c12C(=O)c3c(O)cccc3C(=O)c1cc(cc2O)C>>C1(c2c(O)cc(C)cc2Cc2cccc(O)c12)=O,[c:1]12[C:18](=[O:19])[c:17]3[c:15]([OH:16])[cH:14][cH:13][cH:12][c:11]3[C:9](=O)[c:2]1[cH:3][c:4]([cH:6][c:7]2[OH:8])[CH3:5]>>[C:18]1([c:1]2[c:7]([OH:8])[cH:6][c:4]([CH3:5])[cH:3][c:2]2[CH2:9][c:11]2[cH:12][cH:13][cH:14][c:15]([OH:16])[c:17]12)=[O:19]
1455,c12c(cccn1)cc(Cl)cc2O>>c12c(cccn1)c(Cl)c(Cl)c(Cl)c2O,c12c(O)cc(Cl)cc1cccn2>>c12c(O)c(Cl)c(Cl)c(Cl)c1cccn2,[c:1]12[c:11]([OH:12])[cH:10][c:8]([Cl:9])[cH:7][c:2]1[cH:3][cH:4][cH:5][n:6]2>>[c:1]12[c:11]([OH:12])[c:10](Cl)[c:8]([Cl:9])[c:7](Cl)[c:2]1[cH:3][cH:4][cH:5][n:6]2
1456,c12c(nccc1Cl)cc(Cl)cc2.c1(ccc(N)cc1)C(C)=O>>c1(ccnc(cc(Cl)cc2)c12)Nc3ccc(C(C)=O)cc3,c12ccc(Cl)cc1nccc2Cl.c1(C(=O)C)ccc(N)cc1>>c1(Nc2ccc(C(=O)C)cc2)c2ccc(Cl)cc2ncc1,[c:1]12[cH:12][cH:11][c:9]([Cl:10])[cH:8][c:2]1[n:3][cH:4][cH:5][c:6]2Cl.[c:13]1([C:20](=[O:22])[CH3:21])[cH:19][cH:18][c:16]([NH2:17])[cH:15][cH:14]1>>[c:6]1([NH:17][c:16]2[cH:18][cH:19][c:13]([C:20](=[O:22])[CH3:21])[cH:14][cH:15]2)[c:1]2[cH:12][cH:11][c:9]([Cl:10])[cH:8][c:2]2[n:3][cH:4][cH:5]1
1457,[C@@]([H])(CC(C)C)(NC(=O)OCc1ccccc1)C(=O)O>>[C@@H]1(CC(C)C)NC(=O)OC1=O,[C@@](C(O)=O)(NC(OCc1ccccc1)=O)(CC(C)C)[H]>>[C@@H]1(C(=O)OC(=O)N1)CC(C)C,[C@@:1]([C:18]([OH:20])=[O:19])([NH:7][C:8](OCc1ccccc1)=[O:9])([CH2:3][CH:4]([CH3:6])[CH3:5])[H]>>[C@@H:1]1([C:18](=[O:19])[O:20][C:8](=[O:9])[NH:7]1)[CH2:3][CH:4]([CH3:5])[CH3:6]
1458,C1(=O)NC(=O)NC(C)=C1Br>>c1(Cl)nc(Cl)nc(C)c1Br,C1(C(Br)=C(C)NC(=O)N1)=O>>c1(c(Br)c(C)nc(Cl)n1)Cl,[C:1]1([C:9]([Br:10])=[C:7]([CH3:8])[NH:6][C:4](=O)[NH:3]1)=O>>[c:1]1([c:9]([Br:10])[c:7]([CH3:8])[n:6][c:4](Cl)[n:3]1)Cl
1459,c12c(cccc1)[nH]cc2CCN.c1(ccccc1C(=O)Cl)N(=O)=O>>c12c(cccc1)[nH]cc2CCNC(=O)c3ccccc3N(=O)=O,c12c(CCN)c[nH]c1cccc2.c1(N(=O)=O)c(C(Cl)=O)cccc1>>c12c(CCNC(c3c(N(=O)=O)cccc3)=O)c[nH]c1cccc2,[c:1]12[c:9]([CH2:10][CH2:11][NH2:12])[cH:8][nH:7][c:2]1[cH:3][cH:4][cH:5][cH:6]2.[c:13]1([N:22](=[O:24])=[O:23])[c:18]([C:19](Cl)=[O:20])[cH:17][cH:16][cH:15][cH:14]1>>[c:1]12[c:9]([CH2:10][CH2:11][NH:12][C:19]([c:18]3[c:13]([N:22](=[O:24])=[O:23])[cH:14][cH:15][cH:16][cH:17]3)=[O:20])[cH:8][nH:7][c:2]1[cH:3][cH:4][cH:5][cH:6]2
1460,C1(SC)=NC(C)=CC(=O)N1>>C1(=O)NC(SC)=NC(C)=C1Br,C1(NC(=O)C=C(C)N=1)SC>>C1(C(Br)=C(C)N=C(SC)N1)=O,[C:1]1([NH:10][C:8](=[O:9])[CH:7]=[C:5]([CH3:6])[N:4]=1)[S:2][CH3:3]>>[C:8]1([C:7](Br)=[C:5]([CH3:6])[N:4]=[C:1]([S:2][CH3:3])[NH:10]1)=[O:9]
1461,c12c(cccn1)cc(Br)cc2O>>c12c(cccn1)c(Br)c(Br)c(Br)c2O,c12c(O)cc(Br)cc1cccn2>>c12c(O)c(Br)c(Br)c(Br)c1cccn2,[c:1]12[c:11]([OH:12])[cH:10][c:8]([Br:9])[cH:7][c:2]1[cH:3][cH:4][cH:5][n:6]2>>[c:1]12[c:11]([OH:12])[c:10](Br)[c:8]([Br:9])[c:7](Br)[c:2]1[cH:3][cH:4][cH:5][n:6]2
1462,c12c(cccc1O)cc(Br)cn2>>c12c(cc(Br)cn1)c(Br)cc(Br)c2O,c12ncc(Br)cc1cccc2O>>c12c(O)c(Br)cc(Br)c1cc(cn2)Br,[c:1]12[n:12][cH:11][c:9]([Br:10])[cH:8][c:2]1[cH:3][cH:4][cH:5][c:6]2[OH:7]>>[c:1]12[c:6]([OH:7])[c:5](Br)[cH:4][c:3](Br)[c:2]1[cH:8][c:9]([cH:11][n:12]2)[Br:10]
1463,c1(CCCCC(=O)O)cccs1>>c12c(CCCCC1=O)scc2,c1(sccc1)CCCCC(O)=O>>c12ccsc1CCCCC2=O,[c:1]1([s:12][cH:11][cH:10][cH:9]1)[CH2:2][CH2:3][CH2:4][CH2:5][C:6](O)=[O:7]>>[c:9]12[cH:10][cH:11][s:12][c:1]1[CH2:2][CH2:3][CH2:4][CH2:5][C:6]2=[O:7]
1464,c12c(nccc1)ccc(nccc3)c23>>c12c(NCCC1)ccc(nccc3)c23,c12c3cccnc3ccc1nccc2>>c12c3cccnc3ccc1NCCC2,[c:1]12[c:14]3[cH:13][cH:12][cH:11][n:10][c:9]3[cH:8][cH:7][c:2]1[n:3][cH:4][cH:5][cH:6]2>>[c:14]12[c:1]3[cH:6][cH:5][cH:4][n:3][c:2]3[cH:7][cH:8][c:9]1[NH:10][CH2:11][CH2:12][CH2:13]2
