,raw_ractions,transformed_reactions,automap
0,c1(cccnc1)C(N)=O>>C1(CCCNC1)C(N)=O,c1(C(=O)N)cnccc1>>C1(C(=O)N)CNCCC1,[c:1]1([C:7](=[O:9])[NH2:8])[cH:6][n:5][cH:4][cH:3][cH:2]1>>[CH:1]1([C:7](=[O:9])[NH2:8])[CH2:6][NH:5][CH2:4][CH2:3][CH2:2]1
1,c1(cnccc1OC)N(=O)=O>>c1(OC)ccncc1N,c1(N(=O)=O)c(OC)ccnc1>>c1(c(N)cncc1)OC,[c:1]1(N(=O)=O)[c:6]([O:7][CH3:8])[cH:5][cH:4][n:3][cH:2]1>>[c:6]1([c:1](N)[cH:2][n:3][cH:4][cH:5]1)[O:7][CH3:8]
2,c1(cnccc1N)N(=O)=O>>c1(N)cnccc1N,c1(N(=O)=O)c(N)ccnc1>>c1(c(N)ccnc1)N,[c:1]1(N(=O)=O)[c:6]([NH2:7])[cH:5][cH:4][n:3][cH:2]1>>[c:1]1([c:6]([NH2:7])[cH:5][cH:4][n:3][cH:2]1)N
3,c1(cnccc1O)N(=O)=O>>c1(O)ccncc1N,c1(N(=O)=O)c(O)ccnc1>>c1(c(N)cncc1)O,[c:1]1(N(=O)=O)[c:6]([OH:7])[cH:5][cH:4][n:3][cH:2]1>>[c:6]1([c:1](N)[cH:2][n:3][cH:4][cH:5]1)[OH:7]
4,c1(cnccc1NC)N(=O)=O>>c1(NC)ccncc1N,c1(N(=O)=O)c(NC)ccnc1>>c1(c(N)cncc1)NC,[c:1]1(N(=O)=O)[c:6]([NH:7][CH3:8])[cH:5][cH:4][n:3][cH:2]1>>[c:6]1([c:1](N)[cH:2][n:3][cH:4][cH:5]1)[NH:7][CH3:8]
5,c1(N(=O)=O)cc(Cl)cnc1N>>c1(N)cc(Cl)cnc1N,c1(c(N)ncc(Cl)c1)N(=O)=O>>c1(c(N)ncc(Cl)c1)N,[c:1]1([c:10]([NH2:11])[n:9][cH:8][c:6]([Cl:7])[cH:5]1)N(=O)=O>>[c:1]1([c:10]([NH2:11])[n:9][cH:8][c:6]([Cl:7])[cH:5]1)N
6,C1(CO)CO1>>C(O)(CO)CN=N#N,C1(OC1)CO>>C(CN=N#N)(CO)O,[CH:1]1([O:5][CH2:4]1)[CH2:2][OH:3]>>[CH:1]([CH2:4]N=N#N)([CH2:2][OH:3])[OH:5]
7,c1(ccc(N(=O)=O)cc1)c2ncco2>>c1(ccc(N)cc1)c2ncco2,c1(-c2occn2)ccc(N(=O)=O)cc1>>c1(-c2occn2)ccc(N)cc1,[c:1]1(-[c:10]2[o:14][cH:13][cH:12][n:11]2)[cH:9][cH:8][c:4](N(=O)=O)[cH:3][cH:2]1>>[c:1]1(-[c:10]2[o:14][cH:13][cH:12][n:11]2)[cH:9][cH:8][c:4](N)[cH:3][cH:2]1
8,c1(OC)cccc(CO)c1.C(C)(=O)OC(C)=O>>c1(cccc(OC)c1)COC(C)=O,c1(cc(CO)ccc1)OC.C(OC(=O)C)(=O)C>>c1(COC(=O)C)cc(OC)ccc1,[c:1]1([cH:10][c:7]([CH2:8][OH:9])[cH:6][cH:5][cH:4]1)[O:2][CH3:3].[C:11](OC(=O)C)(=[O:13])[CH3:12]>>[c:7]1([CH2:8][O:9][C:11](=[O:13])[CH3:12])[cH:10][c:1]([O:2][CH3:3])[cH:4][cH:5][cH:6]1
9,C(=O)(c1ccco1)C(=O)c2ccco2.c1(N)ccccc1N>>c1(nc2c(cccc2)nc1c3ccco3)c4ccco4,C(C(c1occc1)=O)(c1occc1)=O.c1(c(N)cccc1)N>>c1(-c2occc2)c(-c2occc2)nc2ccccc2n1,[C:1]([C:8]([c:10]1[o:14][cH:13][cH:12][cH:11]1)=O)([c:3]1[o:7][cH:6][cH:5][cH:4]1)=O.[c:15]1([c:21]([NH2:22])[cH:20][cH:19][cH:18][cH:17]1)[NH2:16]>>[c:8]1(-[c:10]2[o:14][cH:13][cH:12][cH:11]2)[c:1](-[c:3]2[o:7][cH:6][cH:5][cH:4]2)[n:22][c:21]2[cH:20][cH:19][cH:18][cH:17][c:15]2[n:16]1
