,raw_ractions,transformed_reactions,automap
19,[Ge](I)(I)(I)C(F)(F)F>>,[Ge](C(F)(F)F)(I)(I)I>>,[Ge](C(F)(F)F)(I)(I)I>>
20,C12(C)C(C)C(C)(CC1)C[C+]2C>>,C12([C+](C)CC(CC1)(C)C2C)C>>,C12([C+](C)CC(CC1)(C)C2C)C>>
21,C12(C)CC(C)(CC1)[C+](C)C2C>>,C12(C(C)[C+](C)C(CC1)(C)C2)C>>,C12(C(C)[C+](C)C(CC1)(C)C2)C>>
22,C(C)(=C=CC)[Sn](C)(C)C>>,C([Sn](C)(C)C)(=C=CC)C>>,C([Sn](C)(C)C)(=C=CC)C>>
23,N1(CO)CCOCC1.[H+]>>,N1(CCOCC1)CO.[H+]>>,N1(CCOCC1)CO.[H+]>>
24,C(=N)(N(C)C)N(C)C.[H+]>>,C(N(C)C)(N(C)C)=N.[H+]>>,C(N(C)C)(N(C)C)=N.[H+]>>
25,C1(CCCCC1)C[Hg]CC2CCCCC2>>,C1(C[Hg]CC2CCCCC2)CCCCC1>>,C1(C[Hg]CC2CCCCC2)CCCCC1>>
26,[Sn](C)(C)(C)c1ccc(C)cc1>>,[Sn](c1ccc(C)cc1)(C)(C)C>>,[Sn](c1ccc(C)cc1)(C)(C)C>>
27,[Al](CC(C)C)(CC(C)C)\C(\CC)=C\CC>>,[Al](/C(=C/CC)/CC)(CC(C)C)CC(C)C>>,[Al](/C(=C/CC)/CC)(CC(C)C)CC(C)C>>
28,P(=O)(C([Li])C)(N(C)C)N(C)C>>,P(N(C)C)(N(C)C)(C(C)[Li])=O>>,P(N(C)C)(N(C)C)(C(C)[Li])=O>>
29,C(CC)CCl.c1(Br)ccc([S-])cc1>>,C(CCl)CC.c1(ccc([S-])cc1)Br>>,C(CCl)CC.c1(ccc([S-])cc1)Br>>
30,C(CCl)SC.c1(Br)ccc([S-])cc1>>,C(SC)CCl.c1(ccc([S-])cc1)Br>>,C(SC)CCl.c1(ccc([S-])cc1)Br>>
31,[C@@H]1(C)N=NC([2H])([2H])[C@@H]1C>>,[C@@H]1([C@@H](C)C([2H])([2H])N=N1)C>>,[C@@H]1([C@@H](C)C([2H])([2H])N=N1)C>>
32,c1(ccc(C)cc1)S(=O)C\C=C\C>>,c1(S(C/C=C/C)=O)ccc(C)cc1>>,c1(S(C/C=C/C)=O)ccc(C)cc1>>
33,C(C)(=O)O[Hg]CC=CC>>,C(O[Hg]CC=CC)(=O)C>>,C(O[Hg]CC=CC)(=O)C>>
34,c1(ccccc1)C(C)C[Mg]Br>>,c1(C(C[Mg]Br)C)ccccc1>>,c1(C(C[Mg]Br)C)ccccc1>>
35,c1(Cl)cc([O-])cc(Cl)c1>>,c1(cc(Cl)cc([O-])c1)Cl>>,c1(cc(Cl)cc([O-])c1)Cl>>
36,C(Cl)(Cl)([Sn](C)(C)C)c1ccccc1>>,C(c1ccccc1)([Sn](C)(C)C)(Cl)Cl>>,C(c1ccccc1)([Sn](C)(C)C)(Cl)Cl>>
37,[C+](c1ccccc1)(C2CC2)C3CC3>>,[C+](C1CC1)(C1CC1)c1ccccc1>>,[C+](C1CC1)(C1CC1)c1ccccc1>>
38,N1(O)C(C)(C)CCC1(C)CC[N+](C)(C)C>>,N1(C(CC[N+](C)(C)C)(C)CCC1(C)C)O>>,N1(C(CC[N+](C)(C)C)(C)CCC1(C)C)O>>
39,C(CC)CCl.c1(OC)ccccc1[S-]>>,C(CCl)CC.c1(c([S-])cccc1)OC>>,C(CCl)CC.c1(c([S-])cccc1)OC>>
40,C(/[Hg]Cl)(=C\CCCCCC1)\C1OCC>>,C1(C(OCC)CCCCCCC=1)[Hg]Cl>>,C1(C(OCC)CCCCCCC=1)[Hg]Cl>>
41,S(=O)(=O)(c1ccc(C)cc1)C(C)(C)N(=O)=O.c12c(cccc1)[c-](C)c(cccc3)c23>>,S(C(N(=O)=O)(C)C)(c1ccc(C)cc1)(=O)=O.c12c3ccccc3[c-](C)c1cccc2>>,S(C(N(=O)=O)(C)C)(c1ccc(C)cc1)(=O)=O.c12c3ccccc3[c-](C)c1cccc2>>
42,S(=O)(=O)(CCl)c1ccccc1.c12c(cccc1)[c-](C)c(cccc3)c23>>,S(c1ccccc1)(CCl)(=O)=O.c12c3ccccc3[c-](C)c1cccc2>>,S(c1ccccc1)(CCl)(=O)=O.c12c3ccccc3[c-](C)c1cccc2>>
43,C(CC)CI.c1(Cl)cc(Cl)c([S-])cc1Cl>>,C(CI)CC.c1(c(Cl)cc([S-])c(Cl)c1)Cl>>,C(CI)CC.c1(c(Cl)cc([S-])c(Cl)c1)Cl>>
44,C(CC)CCl.c1(Cl)cc(Cl)c([S-])cc1Cl>>,C(CCl)CC.c1(c(Cl)cc([S-])c(Cl)c1)Cl>>,C(CCl)CC.c1(c(Cl)cc([S-])c(Cl)c1)Cl>>
45,c1(ccc(OC)cc1)C[S+](C)C>>,c1(C[S+](C)C)ccc(OC)cc1>>,c1(C[S+](C)C)ccc(OC)cc1>>
46,C(C)(C)(C)[Hg]SC(C)c1ccccc1>>,C([Hg]SC(c1ccccc1)C)(C)(C)C>>,C([Hg]SC(c1ccccc1)C)(C)(C)C>>
47,P([O-])(=O)(O)n1ccnc1>>,P([n]1cncc1)(O)(=O)[O-]>>,P([n]1cncc1)(O)(=O)[O-]>>
48,N1(C=CCC(C(N)=O)=C1)Cc2ccccc2.c12c(cccc1)c[n+](C)cc2C#N>>,N1(Cc2ccccc2)C=C(C(=O)N)CC=C1.c12c(C#N)c[n+](C)cc1cccc2>>,N1(Cc2ccccc2)C=C(C(=O)N)CC=C1.c12c(C#N)c[n+](C)cc1cccc2>>
49,C(F)(F)(F)C\N=C(/C1)\C=C(C)CC1.[H+]>>,C(C/N=C1/C=C(CCC/1)C)(F)(F)F.[H+]>>,C(C/N=C1/C=C(CCC/1)C)(F)(F)F.[H+]>>
50,C1(C(C)(C)C)=N(=O)C(C)(C)C(C)(C)N1[O]>>,C1(N([O])C(C)(C)C(C)(C)N=1=O)C(C)(C)C>> |^1:2|,C1(N([O])C(C)(C)C(C)(C)N=1=O)C(C)(C)C>> |^1:2|
51,c1([Hg]Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1Cl>>,c1(c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)[Hg]Cl>>,c1(c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)[Hg]Cl>>
52,c12c(cccc1)C(Cl)S(=O)(=O)Cc(cccc3)c23>>,c12-c3ccccc3CS(=O)(=O)C(Cl)c1cccc2>>,c12-c3ccccc3CS(=O)(=O)C(Cl)c1cccc2>>
53,C(CC)CCl.c1(Cl)c(Cl)c(Cl)c([S-])c(Cl)c1Cl>>,C(CCl)CC.c1(c(Cl)c(Cl)c([S-])c(Cl)c1Cl)Cl>>,C(CCl)CC.c1(c(Cl)c(Cl)c([S-])c(Cl)c1Cl)Cl>>
54,c1(ccccc1)[Si-](C)C.[Hg+2]>>,c1([Si-](C)C)ccccc1.[Hg+2]>>,c1([Si-](C)C)ccccc1.[Hg+2]>>
55,[C@H]1([Hg]OC(C)=O)[C@H](OC)O[C@@H](CO)[C@@H](O)[C@@H]1O>>,[C@H]1([C@@H](O)[C@H](O)[C@H](CO)O[C@H]1OC)[Hg]OC(=O)C>>,[C@H]1([C@@H](O)[C@H](O)[C@H](CO)O[C@H]1OC)[Hg]OC(=O)C>>
56,c1(c2ccccc2)[c+](OCC)c1c3ccccc3>>,c1(c(-c2ccccc2)[c+]1OCC)-c1ccccc1>>,c1(c(-c2ccccc2)[c+]1OCC)-c1ccccc1>>
57,c1(ccccc1OC(=O)C[N+](C)(C)C)N(=O)=O>>,c1(N(=O)=O)c(OC(C[N+](C)(C)C)=O)cccc1>>,c1(N(=O)=O)c(OC(C[N+](C)(C)C)=O)cccc1>>
58,c12c(cc(C)cc1)C(Cl)S(=O)(=O)Cc(cc(C)cc3)c23>>,c12-c3ccc(C)cc3CS(=O)(=O)C(Cl)c1cc(cc2)C>>,c12-c3ccc(C)cc3CS(=O)(=O)C(Cl)c1cc(cc2)C>>
59,c1(ccc(C)cc1)S(=O)(=O)O[C@@H]2CCC[C@@H](OC)C2>>,c1(S(O[C@H]2C[C@H](OC)CCC2)(=O)=O)ccc(C)cc1>>,c1(S(O[C@H]2C[C@H](OC)CCC2)(=O)=O)ccc(C)cc1>>
60,c1(ccc(C)cc1)S(=O)(=O)O[C@@H]2CCC[C@H](OC)C2>>,c1(S(O[C@H]2C[C@@H](OC)CCC2)(=O)=O)ccc(C)cc1>>,c1(S(O[C@H]2C[C@@H](OC)CCC2)(=O)=O)ccc(C)cc1>>
61,c1(ccccc1)COC(=O)NC([H])(C)C(=O)NN>>,c1(COC(NC(C(NN)=O)(C)[H])=O)ccccc1>>,c1(COC(NC(C(NN)=O)(C)[H])=O)ccccc1>>
62,P(C)(c1c([2H])cc([2H])cc1[2H])P(C)c2c([2H])cc([2H])cc2[2H]>>,P(P(c1c([2H])cc([2H])cc1[2H])C)(c1c([2H])cc([2H])cc1[2H])C>>,P(P(c1c([2H])cc([2H])cc1[2H])C)(c1c([2H])cc([2H])cc1[2H])C>>
63,c1(cccc(c2cc[n+](CC)o2)c1)S([O-])(=O)=O>>,c1(S(=O)(=O)[O-])cc(-c2o[n+](CC)cc2)ccc1>>,c1(S(=O)(=O)[O-])cc(-c2o[n+](CC)cc2)ccc1>>
64,S([O-])(=O)(=O)c1cccc(N=Nc2ccc(N(C)C)cc2)c1>>,S(c1cc(N=Nc2ccc(N(C)C)cc2)ccc1)(=O)(=O)[O-]>>,S(c1cc(N=Nc2ccc(N(C)C)cc2)ccc1)(=O)(=O)[O-]>>
65,[Sn](CCCC)(CCCC)(OC(C)=O)[Sn](CCCC)(CCCC)OC(C)=O>>,[Sn]([Sn](OC(=O)C)(CCCC)CCCC)(OC(=O)C)(CCCC)CCCC>>,[Sn]([Sn](OC(=O)C)(CCCC)CCCC)(OC(=O)C)(CCCC)CCCC>>
66,C(c1ccc(N(C)C)cc1)(=C2C=C\C(=[N+](/C)\C)\C=C2)c3ccc(C(F)(F)F)cc3>>,C(c1ccc(C(F)(F)F)cc1)(=C1C=C/C(=[N+](\C)/C)/C=C1)c1ccc(N(C)C)cc1>>,C(c1ccc(C(F)(F)F)cc1)(=C1C=C/C(=[N+](\C)/C)/C=C1)c1ccc(N(C)C)cc1>>
67,[Si](C)(C)(C)O[N-][Si](C)(C)C.[Li+]>>,[Si](O[N-][Si](C)(C)C)(C)(C)C.[Li+]>>,[Si](O[N-][Si](C)(C)C)(C)(C)C.[Li+]>>
68,[Br-].[P+](CCCC)(CCCC)(CCCC)CCCC>>,[Br-].[P+](CCCC)(CCCC)(CCCC)CCCC>>,[Br-].[P+](CCCC)(CCCC)(CCCC)CCCC>>
69,B(F)(F)(F)F.[S+](C)(OC)C(C)C>>,B(F)(F)(F)F.[S+](C(C)C)(OC)C>>,B(F)(F)(F)F.[S+](C(C)C)(OC)C>>
70,[C@@]12([H])[C@]([H])(CC[C@@]([H])(C[C@@H](OC(C)=O)CC3)[C@]13C)[C@@]([H])(CCC(C)=O)[C@@](CC(C)C(C)=O)(C(=O)O4)C[C@H]24>>,[C@]12([C@@H]3OC(=O)[C@](C3)(CC(C(=O)C)C)[C@@](CCC(=O)C)([H])[C@]1(CC[C@@]1([C@@]2(C)CC[C@H](OC(=O)C)C1)[H])[H])[H]>>,[C@]12([C@@H]3OC(=O)[C@](C3)(CC(C(=O)C)C)[C@@](CCC(=O)C)([H])[C@]1(CC[C@@]1([C@@]2(C)CC[C@H](OC(=O)C)C1)[H])[H])[H]>>
71,B(F)(F)F.P(=C)(c1ccccc1)(c2ccccc2)c3ccccc3>>,B(F)(F)F.P(c1ccccc1)(c1ccccc1)(c1ccccc1)=C>>,B(F)(F)F.P(c1ccccc1)(c1ccccc1)(c1ccccc1)=C>>
72,[N+]1(C)(CCOCC1)CC(C)OC(C)=O.[I-]>>,[N+]1(CC(OC(=O)C)C)(CCOCC1)C.[I-]>>,[N+]1(CC(OC(=O)C)C)(CCOCC1)C.[I-]>>
73,[Br-].[P+]1(Br)(CC=CC1C)c2ccccc2>>,[Br-].[P+]1(c2ccccc2)(C(C)C=CC1)Br>>,[Br-].[P+]1(c2ccccc2)(C(C)C=CC1)Br>>
74,C(=N\[O-])(/c1ccccc1)\c2ccc(C)cc2.[Na+]>>,C(/c1ccc(C)cc1)(\c1ccccc1)=N/[O-].[Na+]>>,C(/c1ccc(C)cc1)(\c1ccccc1)=N/[O-].[Na+]>>
75,c1(OCC)nc(OCC)cc[n+]1C.[I-]>>,c1([n+](C)ccc(OCC)n1)OCC.[I-]>>,c1([n+](C)ccc(OCC)n1)OCC.[I-]>>
76,c1([O-])c(cccc1C(C)CC)\C=N\C(C)Cc2ccccc2.[Ni+2]>>,c1(c(C(CC)C)cccc1/C=N/C(Cc1ccccc1)C)[O-].[Ni+2]>>,c1(c(C(CC)C)cccc1/C=N/C(Cc1ccccc1)C)[O-].[Ni+2]>>
77,[Br-].[P+](c1ccccc1)(c2ccccc2)(c3ccccc3)C(F)(F)Br>>,[Br-].[P+](C(Br)(F)F)(c1ccccc1)(c1ccccc1)c1ccccc1>>,[Br-].[P+](C(Br)(F)F)(c1ccccc1)(c1ccccc1)c1ccccc1>>
78,[C@@]([H])(C)(NCl)C(=O)O>>,[C@@](C(O)=O)(NCl)(C)[H]>>,[C@@](C(O)=O)(NCl)(C)[H]>>
79,C(C=C)=CC.c1([S])ccccn1>>,C(=CC)C=C.c1(ncccc1)[S]>> |^1:11|,C(=CC)C=C.c1(ncccc1)[S]>> |^1:11|
80,C1C=CCC=C1.c1([S])ccccn1>>,C1C=CCC=C1.c1(ncccc1)[S]>> |^1:12|,C1C=CCC=C1.c1(ncccc1)[S]>> |^1:12|
81,[C@H]1(COC=O)OC(O)[C@H](O)[C@@H](O)[C@@H]1O>>,[C@H]1([C@@H](O)[C@H](O)[C@@H](O)C(O)O1)COC=O>>,[C@H]1([C@@H](O)[C@H](O)[C@@H](O)C(O)O1)COC=O>>
82,C(C)(C)(C)C(=O)Oc1ccc(C[C@]([H])(N)C(=O)O)cc1>>,C(C(Oc1ccc(C[C@@](C(O)=O)(N)[H])cc1)=O)(C)(C)C>>,C(C(Oc1ccc(C[C@@](C(O)=O)(N)[H])cc1)=O)(C)(C)C>>
83,c12c(c(ccc3)C=CC1=O)c3ccc2OC(=O)c4ccc(Cl)cc4>>,c12c(OC(c3ccc(Cl)cc3)=O)ccc3cccc(C=CC1=O)c23>>,c12c(OC(c3ccc(Cl)cc3)=O)ccc3cccc(C=CC1=O)c23>>
84,C12(C=Cc(ccc(cccc3)c34)c4O1)OC(C)(C)c(cccc5)c25>>,C12(c3ccccc3C(C)(C)O1)Oc1c3ccccc3ccc1C=C2>>,C12(c3ccccc3C(C)(C)O1)Oc1c3ccccc3ccc1C=C2>>
85,C12(C=Cc(c3c(cccc3)cc4)c4O1)OC(C)(C)c(cccc5)c25>>,C12(c3ccccc3C(C)(C)O1)Oc1ccc3ccccc3c1C=C2>>,C12(c3ccccc3C(C)(C)O1)Oc1ccc3ccccc3c1C=C2>>
86,c12c(c(ccc3)C=CC1=O)c3ccc2OC(=O)c4ccc(N(=O)=O)cc4>>,c12c(OC(c3ccc(N(=O)=O)cc3)=O)ccc3cccc(C=CC1=O)c23>>,c12c(OC(c3ccc(N(=O)=O)cc3)=O)ccc3cccc(C=CC1=O)c23>>
87,[C@@]12([H])[C@](C)(C[C@H](O)[C@]([H])([C@]3(C)C(=CC(=O)C=C3)CC4)[C@]14[H])[C@@H](C(=O)CO)[C@H](C(=O)OC)C2>>,[C@]12(C[C@@H](C(OC)=O)[C@H](C(CO)=O)[C@]1(C[C@@H]([C@]1([C@@]2([H])CCC2=CC(C=C[C@]12C)=O)[H])O)C)[H]>>,[C@]12(C[C@@H](C(OC)=O)[C@H](C(CO)=O)[C@]1(C[C@@H]([C@]1([C@@]2([H])CCC2=CC(C=C[C@]12C)=O)[H])O)C)[H]>>
88,[C@]12(C)[C@@]([H])(C[C@@H](C(=O)OC)[C@]1(O)C(=O)CO)[C@@]3([H])[C@@]([H])([C@]4(C)C(=CC(=O)C=C4)CC3)[C@@H](O)C2>>,[C@@]12(C[C@H](O)[C@@]3([C@]4(C=CC(=O)C=C4CC[C@@]3([H])[C@@]1(C[C@H]([C@@]2(C(CO)=O)O)C(OC)=O)[H])C)[H])C>>,[C@@]12(C[C@H](O)[C@@]3([C@]4(C=CC(=O)C=C4CC[C@@]3([H])[C@@]1(C[C@H]([C@@]2(C(CO)=O)O)C(OC)=O)[H])C)[H])C>>
89,N1CCCCC1.[n+]1(Cc2ccc(N(=O)=O)cc2)c(cc(c3ccccc3)cc1c4ccccc4)c5ccccc5>>,N1CCCCC1.[n+]1(c(-c2ccccc2)cc(-c2ccccc2)cc1-c1ccccc1)Cc1ccc(N(=O)=O)cc1>>,N1CCCCC1.[n+]1(c(-c2ccccc2)cc(-c2ccccc2)cc1-c1ccccc1)Cc1ccc(N(=O)=O)cc1>>
90,c1(ccccc1)C(=O)N[O-].[K+]>>,c1(C(N[O-])=O)ccccc1.[K+]>>,c1(C(N[O-])=O)ccccc1.[K+]>>
91,C12(OCCO1)C[C@H](C)[C@H]2\C=C/C(=O)OC>>,C12([C@H](/C=C\C(OC)=O)[C@@H](C)C1)OCCO2>>,C12([C@H](/C=C\C(OC)=O)[C@@H](C)C1)OCCO2>>
92,C12(OCCO1)C[C@H](C)[C@H]2\C=C\C(=O)OC>>,C12([C@H](/C=C/C(OC)=O)[C@@H](C)C1)OCCO2>>,C12([C@H](/C=C/C(OC)=O)[C@@H](C)C1)OCCO2>>
93,C(C)(C)(C)C(=O)Oc1ccc(C[C@]([H])(N)C(=O)O)cc1O>>,C(C(Oc1c(O)cc(C[C@@](C(O)=O)(N)[H])cc1)=O)(C)(C)C>>,C(C(Oc1c(O)cc(C[C@@](C(O)=O)(N)[H])cc1)=O)(C)(C)C>>
94,[C@]12(C)[C@@]([H])(CC[C@]1(O)[C@H](O)C(=O)OC)[C@@]3([H])[C@@]([H])([C@]4(C)C(=CC(=O)C=C4)CC3)[C@@H](O)C2>>,[C@@]12(C[C@H](O)[C@@]3([C@]4(C=CC(=O)C=C4CC[C@@]3([H])[C@@]1(CC[C@@]2([C@@H](C(OC)=O)O)O)[H])C)[H])C>>,[C@@]12(C[C@H](O)[C@@]3([C@]4(C=CC(=O)C=C4CC[C@@]3([H])[C@@]1(CC[C@@]2([C@@H](C(OC)=O)O)O)[H])C)[H])C>>
95,N12[C@]([H])(SC(C)(C)[C@@H]1C(=O)O)[C@H](NC(=O)[C@@]([H])(N)c3ccccc3)C2=O>>,N12C(=O)[C@@H](NC([C@](c3ccccc3)(N)[H])=O)[C@]1(SC([C@@H]2C(O)=O)(C)C)[H]>>,N12C(=O)[C@@H](NC([C@](c3ccccc3)(N)[H])=O)[C@]1(SC([C@@H]2C(O)=O)(C)C)[H]>>
96,OC.c1(ccc(OC)cc1)C(Cl)CF>>,OC.c1(C(CF)Cl)ccc(OC)cc1>>,OC.c1(C(CF)Cl)ccc(OC)cc1>>
97,C(CC)CI.c12c(ccc(Br)c1)cc([O-])cc2>>,C(CI)CC.c12ccc([O-])cc1ccc(c2)Br>>,C(CI)CC.c12ccc([O-])cc1ccc(c2)Br>>
98,C(CC)CCl.c12c(ccc(Br)c1)cc([O-])cc2>>,C(CCl)CC.c12ccc([O-])cc1ccc(c2)Br>>,C(CCl)CC.c12ccc([O-])cc1ccc(c2)Br>>
99,OC.c1(ccc(OC)cc1)C(Cl)C(F)F>>,OC.c1(C(C(F)F)Cl)ccc(OC)cc1>>,OC.c1(C(C(F)F)Cl)ccc(OC)cc1>>
100,c12c(ncnc1SCOC(C)=O)[nH]cn2>>,c12nc[nH]c1ncnc2SCOC(=O)C>>,c12nc[nH]c1ncnc2SCOC(=O)C>>
101,[C@H]12N(C)[C@H](C[C@H](OC(=O)Nc3ccccc3)[C@@H]1C(=O)OC)CC2>>,[C@@H]12CC[C@@H](C[C@@H]([C@@H]1C(OC)=O)OC(Nc1ccccc1)=O)N2C>>,[C@@H]12CC[C@@H](C[C@@H]([C@@H]1C(OC)=O)OC(Nc1ccccc1)=O)N2C>>
102,C12(C=Cc(c3c(cccc3)cc4)c4O1)C(C)=Cc(cccc5N(=O)=O)c5O2>>,C12(Oc3c(N(=O)=O)cccc3C=C1C)Oc1ccc3ccccc3c1C=C2>>,C12(Oc3c(N(=O)=O)cccc3C=C1C)Oc1ccc3ccccc3c1C=C2>>
103,C12(C=Cc(c3c(cccc3)cc4)c4O1)Oc5c(cc(N(=O)=O)cc5)C=C2C>>,C12(C(C)=Cc3cc(ccc3O1)N(=O)=O)Oc1ccc3ccccc3c1C=C2>>,C12(C(C)=Cc3cc(ccc3O1)N(=O)=O)Oc1ccc3ccccc3c1C=C2>>
104,C12(C=Cc(c3c(cccc3)cc4)c4O1)C(C)=Cc(cc(OC)cc5N(=O)=O)c5O2>>,C12(Oc3c(N(=O)=O)cc(OC)cc3C=C1C)Oc1ccc3ccccc3c1C=C2>>,C12(Oc3c(N(=O)=O)cc(OC)cc3C=C1C)Oc1ccc3ccccc3c1C=C2>>
105,C(F)(F)(F)CO.C(OS(=O)(=O)c1ccc(C)cc1)(c2ccc(OC)cc2)(C(F)(F)F)C(F)(F)F>>,C(CO)(F)(F)F.C(C(F)(F)F)(C(F)(F)F)(c1ccc(OC)cc1)OS(c1ccc(C)cc1)(=O)=O>>,C(CO)(F)(F)F.C(C(F)(F)F)(C(F)(F)F)(c1ccc(OC)cc1)OS(c1ccc(C)cc1)(=O)=O>>
106,N12[C@]([H])(SC(C)(C)[C@@H]1C([O-])=O)[C@]([H])(NC(=O)c3c(OCC)ccc(cccc4)c34)C2=O.[Na+]>>,N12C(=O)[C@](NC(c3c4ccccc4ccc3OCC)=O)([H])[C@]1(SC([C@@H]2C(=O)[O-])(C)C)[H].[Na+]>>,N12C(=O)[C@](NC(c3c4ccccc4ccc3OCC)=O)([H])[C@]1(SC([C@@H]2C(=O)[O-])(C)C)[H].[Na+]>>
107,c1(C=C)ccccc1.C(C)(C)(C)\C=C\C([O])=O>>,c1(ccccc1)C=C.C(/C=C/C(=O)[O])(C)(C)C>> |^1:13|,c1(ccccc1)C=C.C(/C=C/C(=O)[O])(C)(C)C>> |^1:13|
108,C(=C)(c1ccccc1)c2ccccc2.C(C)(C)(C)\C=C\C([O])=O>>,C(c1ccccc1)(c1ccccc1)=C.C(/C=C/C(=O)[O])(C)(C)C>> |^1:19|,C(c1ccccc1)(c1ccccc1)=C.C(/C=C/C(=O)[O])(C)(C)C>> |^1:19|
109,C1C=CCC=C1.C(C)(C)(C)\C=C\C([O])=O>>,C1C=CCC=C1.C(/C=C/C(=O)[O])(C)(C)C>> |^1:11|,C1C=CCC=C1.C(/C=C/C(=O)[O])(C)(C)C>> |^1:11|
