,raw_ractions,transformed_reactions,automap
10,C1(=O)CCCN1.C1(C)(C)CCc(cc(CN(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c3ncc(Br)cn3)c(N(CC4CC4)CC5CC5)n6)c16>>C1(C)(C)CCc(cc(CN(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c3ncc(N4CCCC4=O)cn3)c(N(CC5CC5)CC6CC6)n7)c17,C1(NCCC1)=O.C1(c2nc(N(CC3CC3)CC3CC3)c(CN(c3ncc(Br)cn3)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2CC1)(C)C>>C1(c2nc(N(CC3CC3)CC3CC3)c(CN(c3ncc(N4C(=O)CCC4)cn3)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2CC1)(C)C,[C:1]1([NH:6][CH2:5][CH2:4][CH2:3]1)=[O:2].[C:7]1([c:50]2[n:49][c:39]([N:40]([CH2:45][CH:46]3[CH2:48][CH2:47]3)[CH2:41][CH:42]3[CH2:44][CH2:43]3)[c:14]([CH2:15][N:16]([c:32]3[n:38][cH:37][c:35](Br)[cH:34][n:33]3)[CH2:17][c:18]3[cH:31][c:26]([C:27]([F:30])([F:29])[F:28])[cH:25][c:20]([C:21]([F:24])([F:23])[F:22])[cH:19]3)[cH:13][c:12]2[CH2:11][CH2:10]1)([CH3:9])[CH3:8]>>[C:7]1([c:50]2[n:49][c:39]([N:40]([CH2:41][CH:42]3[CH2:44][CH2:43]3)[CH2:45][CH:46]3[CH2:47][CH2:48]3)[c:14]([CH2:15][N:16]([c:32]3[n:38][cH:37][c:35]([N:6]4[C:1](=[O:2])[CH2:3][CH2:4][CH2:5]4)[cH:34][n:33]3)[CH2:17][c:18]3[cH:31][c:26]([C:27]([F:30])([F:28])[F:29])[cH:25][c:20]([C:21]([F:23])([F:24])[F:22])[cH:19]3)[cH:13][c:12]2[CH2:11][CH2:10]1)([CH3:9])[CH3:8]
11,c1(cc(Br)ccc1N(=O)=O)OC(C)(C)C.C1(F)(F)CNCC1(F)F.Cl[H]>>c1(N(=O)=O)ccc(n2cc(F)c(F)c2)cc1OC(C)(C)C,c1(OC(C)(C)C)c(N(=O)=O)ccc(Br)c1.C1(C(F)(F)CNC1)(F)F.Cl[H]>>c1(c(OC(C)(C)C)cc(-[n]2cc(F)c(F)c2)cc1)N(=O)=O,[c:1]1([O:11][C:12]([CH3:15])([CH3:14])[CH3:13])[c:7]([N:8](=[O:10])=[O:9])[cH:6][cH:5][c:3](Br)[cH:2]1.[C:16]1([C:22](F)([F:23])[CH2:21][NH:20][CH2:19]1)(F)[F:17].Cl[H]>>[c:7]1([c:1]([O:11][C:12]([CH3:15])([CH3:14])[CH3:13])[cH:2][c:3](-[n:20]2[cH:21][c:22]([F:23])[c:16]([F:17])[cH:19]2)[cH:5][cH:6]1)[N:8](=[O:10])=[O:9]
12,C12N(CCNC1=O)C[C@H](Oc3cnc(C4CC4)cn3)C2.C(F)(F)(F)c1cccc(Br)n1.C12N(CCNC1=O)C[C@H](Oc3cnc(C4CC4)cn3)C2.C(F)(F)(F)c1cccc(Br)n1>>[C@@]12([H])N(CCN(c3cccc(C(F)(F)F)n3)C1=O)C[C@H](Oc4cnc(C5CC5)cn4)C2.[C@]12([H])N(CCN(c3cccc(C(F)(F)F)n3)C1=O)C[C@H](Oc4cnc(C5CC5)cn4)C2,C12C[C@@H](Oc3ncc(C4CC4)nc3)CN1CCNC2=O.C(c1nc(Br)ccc1)(F)(F)F.C12C[C@@H](Oc3ncc(C4CC4)nc3)CN1CCNC2=O.C(c1nc(Br)ccc1)(F)(F)F>>[C@]12(C[C@@H](Oc3ncc(C4CC4)nc3)CN1CCN(C2=O)c1nc(C(F)(F)F)ccc1)[H].[C@@]12(C[C@@H](Oc3ncc(C4CC4)nc3)CN1CCN(C2=O)c1nc(C(F)(F)F)ccc1)[H],[CH:1]12[CH2:20][C@@H:9]([O:10][c:11]3[n:19][cH:18][c:14]([CH:15]4[CH2:17][CH2:16]4)[n:13][cH:12]3)[CH2:8][N:2]1[CH2:3][CH2:4][NH:5][C:6]2=[O:7].[C:21]([c:25]1[n:31][c:29](Br)[cH:28][cH:27][cH:26]1)([F:24])([F:23])[F:22].[CH:32]12[CH2:51][C@@H:40]([O:41][c:42]3[n:50][cH:49][c:45]([CH:46]4[CH2:48][CH2:47]4)[n:44][cH:43]3)[CH2:39][N:33]1[CH2:34][CH2:35][NH:36][C:37]2=[O:38].[C:52]([c:56]1[n:62][c:60](Br)[cH:59][cH:58][cH:57]1)([F:55])([F:54])[F:53]>>[C@:1]12([CH2:20][C@@H:9]([O:10][c:11]3[n:19][cH:18][c:14]([CH:15]4[CH2:17][CH2:16]4)[n:13][cH:12]3)[CH2:8][N:2]1[CH2:3][CH2:4][N:5]([C:6]2=[O:7])[c:29]1[n:31][c:25]([C:21]([F:24])([F:23])[F:22])[cH:26][cH:27][cH:28]1)[H].[C@@:32]12([CH2:51][C@@H:40]([O:41][c:42]3[n:50][cH:49][c:45]([CH:46]4[CH2:48][CH2:47]4)[n:44][cH:43]3)[CH2:39][N:33]1[CH2:34][CH2:35][N:36]([C:37]2=[O:38])[c:60]1[n:62][c:56]([C:52]([F:55])([F:54])[F:53])[cH:57][cH:58][cH:59]1)[H]
13,c12c(ccc(C=O)c1)c(ccc(Br)c3)c3C2(C)C.c1(ccccc1)Nc2ccccc2>>C1(C)(C)c2c(ccc(C=O)c2)c(ccc(N(c3ccccc3)c4ccccc4)c5)c15,c12C(C)(C)c3cc(Br)ccc3-c1ccc(c2)C=O.c1(Nc2ccccc2)ccccc1>>C1(c2cc(N(c3ccccc3)c3ccccc3)ccc2-c2ccc(cc12)C=O)(C)C,[c:1]12[C:16]([CH3:18])([CH3:17])[c:15]3[cH:14][c:12](Br)[cH:11][cH:10][c:9]3-[c:2]1[cH:3][cH:4][c:5]([cH:8]2)[CH:6]=[O:7].[c:19]1([NH:25][c:26]2[cH:31][cH:30][cH:29][cH:28][cH:27]2)[cH:24][cH:23][cH:22][cH:21][cH:20]1>>[C:16]1([c:15]2[cH:14][c:12]([N:25]([c:26]3[cH:27][cH:28][cH:29][cH:30][cH:31]3)[c:19]3[cH:24][cH:23][cH:22][cH:21][cH:20]3)[cH:11][cH:10][c:9]2-[c:2]2[cH:3][cH:4][c:5]([cH:8][c:1]12)[CH:6]=[O:7])([CH3:18])[CH3:17]
14,c12c(ccc(Br)c1)[nH]c(cccc3)c23.n1(c2cc(Br)cc(n3c4c(cccc4)c(cccc5)c35)c2)c6c(cccc6)c(cccc7)c17>>n1(c2c(cccc2)c(cc(Br)cc3)c13)c4cc(n5c6c(cccc6)c(cccc7)c57)cc(n8c9c(cccc9)c(cccc%10)c8%10)c4,c12c3ccccc3[nH]c1ccc(c2)Br.[n]1(c2ccccc2c2ccccc12)-c1cc(-[n]2c3ccccc3c3ccccc23)cc(Br)c1>>[n]1(-c2cc(-[n]3c4ccccc4c4ccccc34)cc(-[n]3c4ccccc4c4ccccc34)c2)c2ccc(Br)cc2c2ccccc12,[c:1]12[c:14]3[cH:13][cH:12][cH:11][cH:10][c:9]3[nH:8][c:2]1[cH:3][cH:4][c:5]([cH:7]2)[Br:6].[n:15]1([c:47]2[cH:46][cH:45][cH:44][cH:43][c:42]2[c:37]2[cH:38][cH:39][cH:40][cH:41][c:36]12)-[c:16]1[cH:35][c:21](-[n:22]2[c:34]3[cH:33][cH:32][cH:31][cH:30][c:29]3[c:24]3[cH:25][cH:26][cH:27][cH:28][c:23]23)[cH:20][c:18](Br)[cH:17]1>>[n:8]1(-[c:18]2[cH:17][c:16](-[n:15]3[c:36]4[cH:41][cH:40][cH:39][cH:38][c:37]4[c:42]4[cH:43][cH:44][cH:45][cH:46][c:47]34)[cH:35][c:21](-[n:22]3[c:34]4[cH:33][cH:32][cH:31][cH:30][c:29]4[c:24]4[cH:25][cH:26][cH:27][cH:28][c:23]34)[cH:20]2)[c:2]2[cH:3][cH:4][c:5]([Br:6])[cH:7][c:1]2[c:14]2[cH:13][cH:12][cH:11][cH:10][c:9]12
15,[Si](C)(C)(C)c1cc(Br)cc(Br)c1.c12c(cccc1)[nH]c(cccc3)c23.c12c(cccc1)[nH]c(cccc3)c23>>n1(c2cc([Si](C)(C)C)cc(n3c4c(cccc4)c(cccc5)c35)c2)c6c(cccc6)c(cccc7)c17,[Si](c1cc(Br)cc(Br)c1)(C)(C)C.c12c3ccccc3[nH]c1cccc2.c12c3ccccc3[nH]c1cccc2>>[n]1(c2ccccc2c2ccccc12)-c1cc(-[n]2c3ccccc3c3ccccc23)cc([Si](C)(C)C)c1,[Si:1]([c:5]1[cH:12][c:10](Br)[cH:9][c:7](Br)[cH:6]1)([CH3:4])([CH3:3])[CH3:2].[c:13]12[c:25]3[cH:24][cH:23][cH:22][cH:21][c:20]3[nH:19][c:14]1[cH:15][cH:16][cH:17][cH:18]2.[c:26]12[c:38]3[cH:37][cH:36][cH:35][cH:34][c:33]3[nH:32][c:27]1[cH:28][cH:29][cH:30][cH:31]2>>[n:19]1([c:20]2[cH:21][cH:22][cH:23][cH:24][c:25]2[c:13]2[cH:18][cH:17][cH:16][cH:15][c:14]12)-[c:7]1[cH:9][c:10](-[n:32]2[c:33]3[cH:34][cH:35][cH:36][cH:37][c:38]3[c:26]3[cH:31][cH:30][cH:29][cH:28][c:27]23)[cH:12][c:5]([Si:1]([CH3:4])([CH3:3])[CH3:2])[cH:6]1
16,C(C)(C)(C)OC(=O)NCCc1ccc(OC)cc1Br>>c12c(ccc(OC)c1)CCN2C(=O)OC(C)(C)C,C(OC(NCCc1c(Br)cc(OC)cc1)=O)(C)(C)C>>c12N(C(OC(C)(C)C)=O)CCc1ccc(c2)OC,[C:1]([O:5][C:6]([NH:8][CH2:9][CH2:10][c:11]1[c:18](Br)[cH:17][c:14]([O:15][CH3:16])[cH:13][cH:12]1)=[O:7])([CH3:4])([CH3:3])[CH3:2]>>[c:12]12[N:8]([C:6]([O:5][C:1]([CH3:4])([CH3:3])[CH3:2])=[O:7])[CH2:9][CH2:10][c:11]1[cH:18][cH:17][c:14]([cH:13]2)[O:15][CH3:16]
17,c1(ccccc1NC(=O)OC(C)(C)C)c2ccc(OC)cc2Br>>c12c(ccc(OC)c1)c(cccc3)c3n2C(=O)OC(C)(C)C,c1(-c2c(Br)cc(OC)cc2)c(NC(OC(C)(C)C)=O)cccc1>>c12[n](C(OC(C)(C)C)=O)c3ccccc3c1ccc(c2)OC,[c:1]1(-[c:15]2[c:22](Br)[cH:21][c:18]([O:19][CH3:20])[cH:17][cH:16]2)[c:6]([NH:7][C:8]([O:10][C:11]([CH3:14])([CH3:13])[CH3:12])=[O:9])[cH:5][cH:4][cH:3][cH:2]1>>[c:16]12[n:7]([C:8]([O:10][C:11]([CH3:14])([CH3:13])[CH3:12])=[O:9])[c:6]3[cH:5][cH:4][cH:3][cH:2][c:1]3[c:15]1[cH:22][cH:21][c:18]([cH:17]2)[O:19][CH3:20]
18,c1(N(=O)=O)nc(Br)ccc1OCC(=O)OCC.C(C)(C)(C)OC(=O)N1CCC(NC[C@@H]2CNC(=O)O2)CC1>>N1(C[C@@H](CNC2CCN(C(=O)OC(C)(C)C)CC2)OC1=O)c3ccc(OCC(=O)OCC)c(N(=O)=O)n3,c1(c(OCC(OCC)=O)ccc(Br)n1)N(=O)=O.C(OC(N1CCC(NC[C@H]2OC(=O)NC2)CC1)=O)(C)(C)C>>N1(c2nc(N(=O)=O)c(OCC(OCC)=O)cc2)C(=O)O[C@H](CNC2CCN(C(OC(C)(C)C)=O)CC2)C1,[c:1]1([c:10]([O:11][CH2:12][C:13]([O:15][CH2:16][CH3:17])=[O:14])[cH:9][cH:8][c:6](Br)[n:5]1)[N:2](=[O:4])=[O:3].[C:18]([O:22][C:23]([N:25]1[CH2:38][CH2:37][CH:28]([NH:29][CH2:30][C@H:31]2[O:36][C:34](=[O:35])[NH:33][CH2:32]2)[CH2:27][CH2:26]1)=[O:24])([CH3:21])([CH3:20])[CH3:19]>>[N:33]1([c:6]2[n:5][c:1]([N:2](=[O:4])=[O:3])[c:10]([O:11][CH2:12][C:13]([O:15][CH2:16][CH3:17])=[O:14])[cH:9][cH:8]2)[C:34](=[O:35])[O:36][C@H:31]([CH2:30][NH:29][CH:28]2[CH2:37][CH2:38][N:25]([C:23]([O:22][C:18]([CH3:19])([CH3:20])[CH3:21])=[O:24])[CH2:26][CH2:27]2)[CH2:32]1
19,C1(O)CCNCC1.C(C)(C)(C(F)(F)F)c1ccc(\C=C(/F)\c2cc(C)n(Cc3cccc(Br)c3)n2)cc1>>C(C)(C)(c1ccc(\C=C(/F)\c2cc(C)n(Cc3cccc(N4CCC(O)CC4)c3)n2)cc1)C(F)(F)F,C1(CCNCC1)O.C(c1ccc(/C=C(/c2n[n](Cc3cc(Br)ccc3)c(C)c2)\F)cc1)(C(F)(F)F)(C)C>>C(C(F)(F)F)(c1ccc(/C=C(/c2n[n](Cc3cc(N4CCC(O)CC4)ccc3)c(C)c2)\F)cc1)(C)C,[CH:1]1([CH2:7][CH2:6][NH:5][CH2:4][CH2:3]1)[OH:2].[C:8]([c:15]1[cH:37][cH:36][c:18](/[CH:19]=[C:20](/[c:22]2[n:35][n:26]([CH2:27][c:28]3[cH:34][c:32](Br)[cH:31][cH:30][cH:29]3)[c:24]([CH3:25])[cH:23]2)\[F:21])[cH:17][cH:16]1)([C:11]([F:14])([F:13])[F:12])([CH3:10])[CH3:9]>>[C:8]([C:11]([F:13])([F:14])[F:12])([c:15]1[cH:37][cH:36][c:18](/[CH:19]=[C:20](/[c:22]2[n:35][n:26]([CH2:27][c:28]3[cH:29][c:30]([N:5]4[CH2:6][CH2:7][CH:1]([OH:2])[CH2:3][CH2:4]4)[cH:31][cH:32][cH:34]3)[c:24]([CH3:25])[cH:23]2)\[F:21])[cH:17][cH:16]1)([CH3:10])[CH3:9]
20,c1(ccc(OCC)cc1)C2CCNCC2.c1(ccc(Br)cc1)C(C)C(=O)NCC>>c1(ccc(C(C)C(=O)NCC)cc1)N2CCC(c3ccc(OCC)cc3)CC2,c1(C2CCNCC2)ccc(OCC)cc1.c1(C(C(NCC)=O)C)ccc(Br)cc1>>c1(N2CCC(c3ccc(OCC)cc3)CC2)ccc(C(C(NCC)=O)C)cc1,[c:1]1([CH:10]2[CH2:15][CH2:14][NH:13][CH2:12][CH2:11]2)[cH:9][cH:8][c:4]([O:5][CH2:6][CH3:7])[cH:3][cH:2]1.[c:16]1([CH:23]([C:25]([NH:27][CH2:28][CH3:29])=[O:26])[CH3:24])[cH:22][cH:21][c:19](Br)[cH:18][cH:17]1>>[c:19]1([N:13]2[CH2:14][CH2:15][CH:10]([c:1]3[cH:9][cH:8][c:4]([O:5][CH2:6][CH3:7])[cH:3][cH:2]3)[CH2:11][CH2:12]2)[cH:21][cH:22][c:16]([CH:23]([C:25]([NH:27][CH2:28][CH3:29])=[O:26])[CH3:24])[cH:17][cH:18]1
21,c1(OCC)ccc(Br)cc1.c1(ccc(C(C)C(=O)NCC)cc1)C2CCNCC2>>c1(ccc(C(C)C(=O)NCC)cc1)C2CCN(c3ccc(OCC)cc3)CC2,c1(ccc(Br)cc1)OCC.c1(C2CCNCC2)ccc(C(C(NCC)=O)C)cc1>>c1(C2CCN(c3ccc(OCC)cc3)CC2)ccc(C(C(NCC)=O)C)cc1,[c:1]1([cH:10][cH:9][c:7](Br)[cH:6][cH:5]1)[O:2][CH2:3][CH3:4].[c:11]1([CH:24]2[CH2:29][CH2:28][NH:27][CH2:26][CH2:25]2)[cH:23][cH:22][c:14]([CH:15]([C:17]([NH:19][CH2:20][CH3:21])=[O:18])[CH3:16])[cH:13][cH:12]1>>[c:11]1([CH:24]2[CH2:29][CH2:28][N:27]([c:7]3[cH:9][cH:10][c:1]([O:2][CH2:3][CH3:4])[cH:5][cH:6]3)[CH2:26][CH2:25]2)[cH:12][cH:13][c:14]([CH:15]([C:17]([NH:19][CH2:20][CH3:21])=[O:18])[CH3:16])[cH:22][cH:23]1
22,c1(ccc(Br)c(OC)c1)OCC2CC2.c1(ccc(C(C)C(=O)NCC)cc1)C2CCNCC2>>c1(ccc(OCC2CC2)cc1OC)N3CCC(c4ccc(C(C)C(=O)NCC)cc4)CC3,c1(OCC2CC2)cc(OC)c(Br)cc1.c1(C2CCNCC2)ccc(C(C(NCC)=O)C)cc1>>c1(N2CCC(c3ccc(C(C(NCC)=O)C)cc3)CC2)c(OC)cc(OCC2CC2)cc1,[c:1]1([O:10][CH2:11][CH:12]2[CH2:14][CH2:13]2)[cH:9][c:6]([O:7][CH3:8])[c:4](Br)[cH:3][cH:2]1.[c:15]1([CH:28]2[CH2:33][CH2:32][NH:31][CH2:30][CH2:29]2)[cH:27][cH:26][c:18]([CH:19]([C:21]([NH:23][CH2:24][CH3:25])=[O:22])[CH3:20])[cH:17][cH:16]1>>[c:4]1([N:31]2[CH2:30][CH2:29][CH:28]([c:15]3[cH:16][cH:17][c:18]([CH:19]([C:21]([NH:23][CH2:24][CH3:25])=[O:22])[CH3:20])[cH:26][cH:27]3)[CH2:33][CH2:32]2)[c:6]([O:7][CH3:8])[cH:9][c:1]([O:10][CH2:11][CH:12]2[CH2:14][CH2:13]2)[cH:2][cH:3]1
23,c1(OCC)ccc(Br)cc1.c1(ccc(C(C)C(=O)OC)cc1)C2CCNCC2>>C1(CCN(c2ccc(OCC)cc2)CC1)c3ccc(C(C)C(=O)O)cc3,c1(ccc(Br)cc1)OCC.c1(C2CCNCC2)ccc(C(C(OC)=O)C)cc1>>C1(c2ccc(C(C(O)=O)C)cc2)CCN(c2ccc(OCC)cc2)CC1,[c:1]1([cH:10][cH:9][c:7](Br)[cH:6][cH:5]1)[O:2][CH2:3][CH3:4].[c:11]1([CH:23]2[CH2:28][CH2:27][NH:26][CH2:25][CH2:24]2)[cH:22][cH:21][c:14]([CH:15]([C:17]([O:19]C)=[O:18])[CH3:16])[cH:13][cH:12]1>>[CH:23]1([c:11]2[cH:22][cH:21][c:14]([CH:15]([C:17]([OH:19])=[O:18])[CH3:16])[cH:13][cH:12]2)[CH2:28][CH2:27][N:26]([c:7]2[cH:9][cH:10][c:1]([O:2][CH2:3][CH3:4])[cH:5][cH:6]2)[CH2:25][CH2:24]1
24,c12c(CCNC1=O)cc(Cl)cc2.c1(cncc(Br)c1)CC(=O)OC>>N1(CCc(cc(Cl)cc2)c2C1=O)c3cncc(CC(=O)O)c3,c12ccc(Cl)cc1CCNC2=O.c1(CC(OC)=O)cc(Br)cnc1>>N1(c2cc(CC(O)=O)cnc2)C(=O)c2ccc(Cl)cc2CC1,[c:1]12[cH:12][cH:11][c:9]([Cl:10])[cH:8][c:2]1[CH2:3][CH2:4][NH:5][C:6]2=[O:7].[c:13]1([CH2:20][C:21]([O:23]C)=[O:22])[cH:19][c:17](Br)[cH:16][n:15][cH:14]1>>[N:5]1([c:17]2[cH:19][c:13]([CH2:20][C:21]([OH:23])=[O:22])[cH:14][n:15][cH:16]2)[C:6](=[O:7])[c:1]2[cH:12][cH:11][c:9]([Cl:10])[cH:8][c:2]2[CH2:3][CH2:4]1
25,c12c(CCNC1=O)cc(Cl)cc2.c1(cncc(Br)c1)C(C)NC>>N1(CCc(cc(Cl)cc2)c2C1=O)c3cncc(C(C)NC)c3,c12ccc(Cl)cc1CCNC2=O.c1(C(NC)C)cc(Br)cnc1>>N1(c2cc(C(NC)C)cnc2)C(=O)c2ccc(Cl)cc2CC1,[c:1]12[cH:12][cH:11][c:9]([Cl:10])[cH:8][c:2]1[CH2:3][CH2:4][NH:5][C:6]2=[O:7].[c:13]1([CH:20]([NH:22][CH3:23])[CH3:21])[cH:19][c:17](Br)[cH:16][n:15][cH:14]1>>[N:5]1([c:17]2[cH:19][c:13]([CH:20]([NH:22][CH3:23])[CH3:21])[cH:14][n:15][cH:16]2)[C:6](=[O:7])[c:1]2[cH:12][cH:11][c:9]([Cl:10])[cH:8][c:2]2[CH2:3][CH2:4]1
