,raw_ractions,transformed_reactions,automap
0,C1(C)(C)O[C@@H](CP(c2ccccc2)c3ccccc3)[C@H](CP(c4ccccc4)c5ccccc5)O1>>P(=O)(C[C@H](O)[C@@H](O)CP(=O)(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4,C1(O[C@@H](CP(c2ccccc2)c2ccccc2)[C@H](CP(c2ccccc2)c2ccccc2)O1)(C)C>>P(c1ccccc1)(c1ccccc1)(C[C@@H]([C@H](CP(c1ccccc1)(c1ccccc1)=O)O)O)=O,C1(O[C@@H](CP([c:29]2[cH:34][cH:33][cH:32][cH:31][cH:30]2)[c:29]2[cH:34][cH:33][cH:32][cH:31][cH:30]2)[C@H](CP([c:29]2[cH:34][cH:33][cH:32][cH:31][cH:30]2)[c:29]2[cH:34][cH:33][cH:32][cH:31][cH:30]2)O1)(C)C>>P([c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1)([c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1)(C[C@@H]([C@H](CP([c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1)([c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1)=O)O)O)=O
1,[C@H]1(NC(C)=O)[C@@H](OCc2ccccc2)O[C@H](COCc3ccccc3)[C@@H](O)[C@@H]1OCc4ccccc4>>[C@@H]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](OCC=C)[C@@H]2OCc3ccccc3)[C@@H](COCc4ccccc4)O[C@H](OCc5ccccc5)[C@H](NC(C)=O)[C@H]1OCc6ccccc6,[C@H]1([C@@H](OCc2ccccc2)[C@H](O)[C@@H](COCc2ccccc2)O[C@@H]1OCc1ccccc1)NC(=O)C>>[C@@H]1([C@H](OCc2ccccc2)[C@@H](NC(=O)C)[C@@H](OCc2ccccc2)O[C@@H]1COCc1ccccc1)O[C@H]1[C@@H](OCc2ccccc2)[C@@H](OCC=C)[C@H](O)[C@@H](CO)O1,[C@H:1]1([C@@H:28]([O:29][CH2:30][c:31]2[cH:36][cH:35][cH:34][cH:33][cH:32]2)[C@H:26]([OH:27])[C@@H:16]([CH2:17][O:18][CH2:19][c:20]2[cH:25][cH:24][cH:23][cH:22][cH:21]2)[O:15][C@@H:6]1[O:7][CH2:8][c:9]1[cH:14][cH:13][cH:12][cH:11][cH:10]1)[NH:2][C:3](=[O:5])[CH3:4]>>[C@@H:26]1([C@H:28]([O:29][CH2:30][c:31]2[cH:36][cH:35][cH:34][cH:33][cH:32]2)[C@@H:1]([NH:2][C:3](=[O:5])[CH3:4])[C@@H:6]([O:7][CH2:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[O:15][C@@H:16]1[CH2:17][O:18][CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[O:27][C@H]1[C@@H](OCc2ccccc2)[C@@H](OCC=C)[C@H](O)[C@@H](CO)O1
2,[C@H]1(NC(C)=O)[C@@H](OCc2ccccc2)O[C@H](COCc3ccccc3)[C@@H](O)[C@@H]1OCc4ccccc4>>[C@@H]1(O[C@@H]2O[C@H](CO)[C@@H](OC)[C@H](OCC=C)[C@@H]2OCc3ccccc3)[C@@H](COCc4ccccc4)O[C@H](OCc5ccccc5)[C@H](NC(C)=O)[C@H]1OCc6ccccc6,[C@H]1([C@@H](OCc2ccccc2)[C@H](O)[C@@H](COCc2ccccc2)O[C@@H]1OCc1ccccc1)NC(=O)C>>[C@@H]1([C@H](OCc2ccccc2)[C@@H](NC(=O)C)[C@@H](OCc2ccccc2)O[C@@H]1COCc1ccccc1)O[C@H]1[C@@H](OCc2ccccc2)[C@@H](OCC=C)[C@H](OC)[C@@H](CO)O1,[C@H:1]1([C@@H:28]([O:29][CH2:30][c:31]2[cH:36][cH:35][cH:34][cH:33][cH:32]2)[C@H:26]([OH:27])[C@@H:16]([CH2:17][O:18][CH2:19][c:20]2[cH:25][cH:24][cH:23][cH:22][cH:21]2)[O:15][C@@H:6]1[O:7][CH2:8][c:9]1[cH:14][cH:13][cH:12][cH:11][cH:10]1)[NH:2][C:3](=[O:5])[CH3:4]>>[C@@H:26]1([C@H:28]([O:29][CH2:30][c:31]2[cH:36][cH:35][cH:34][cH:33][cH:32]2)[C@@H:1]([NH:2][C:3](=[O:5])[CH3:4])[C@@H:6]([O:7][CH2:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[O:15][C@@H:16]1[CH2:17][O:18][CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[O:27][C@H]1[C@@H](OCc2ccccc2)[C@@H](OCC=C)[C@H](OC)[C@@H](CO)O1
3,[C@H]1(NC(C)=O)[C@@H](OCc2ccccc2)O[C@H](COCc3ccccc3)[C@@H](O)[C@@H]1OCc4ccccc4>>[C@@H]1(O[C@@H]2O[C@@]3([H])[C@@]([H])(O[C@H](c4ccccc4)OC3)[C@H](OCC=C)[C@@H]2OCc5ccccc5)[C@@H](COCc6ccccc6)O[C@H](OCc7ccccc7)[C@H](NC(C)=O)[C@H]1OCc8ccccc8,[C@H]1([C@@H](OCc2ccccc2)[C@H](O)[C@@H](COCc2ccccc2)O[C@@H]1OCc1ccccc1)NC(=O)C>>[C@@H]1([C@H](OCc2ccccc2)[C@@H](NC(=O)C)[C@@H](OCc2ccccc2)O[C@@H]1COCc1ccccc1)O[C@H]1[C@@H](OCc2ccccc2)[C@@H](OCC=C)[C@@]2(O[C@@H](OC[C@@]2([H])O1)c1ccccc1)[H],[C@H:1]1([C@@H:28]([O:29][CH2:30][c:31]2[cH:36][cH:35][cH:34][cH:33][cH:32]2)[C@H:26]([OH:27])[C@@H:16]([CH2:17][O:18][CH2:19][c:20]2[cH:25][cH:24][cH:23][cH:22][cH:21]2)[O:15][C@@H:6]1[O:7][CH2:8][c:9]1[cH:14][cH:13][cH:12][cH:11][cH:10]1)[NH:2][C:3](=[O:5])[CH3:4]>>[C@@H:26]1([C@H:28]([O:29][CH2:30][c:31]2[cH:36][cH:35][cH:34][cH:33][cH:32]2)[C@@H:1]([NH:2][C:3](=[O:5])[CH3:4])[C@@H:6]([O:7][CH2:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[O:15][C@@H:16]1[CH2:17][O:18][CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[O:27][C@H]1[C@@H](OCc2ccccc2)[C@@H](OCC=C)[C@@]2(O[C@@H](OC[C@@]2([H])O1)c1ccccc1)[H]
4,[C@H]1(NC(C)=O)[C@@H](OCc2ccccc2)O[C@H](COCc3ccccc3)[C@@H](O)[C@@H]1OCc4ccccc4>>C(OC[C@H]1O[C@@H](O[C@@H]2[C@@H](COCc3ccccc3)O[C@H](OCc4ccccc4)[C@H](NC(C)=O)[C@H]2OCc5ccccc5)[C@@H](OCc6ccccc6)[C@@H](OCC=C)[C@@H]1O)(c7ccccc7)(c8ccccc8)c9ccccc9,[C@H]1([C@@H](OCc2ccccc2)[C@H](O)[C@@H](COCc2ccccc2)O[C@@H]1OCc1ccccc1)NC(=O)C>>C(c1ccccc1)(c1ccccc1)(c1ccccc1)OC[C@@H]1[C@@H](O)[C@H](OCC=C)[C@H](OCc2ccccc2)[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](NC(=O)C)[C@@H](OCc3ccccc3)O[C@@H]2COCc2ccccc2)O1,[C@H:1]1([C@@H:28]([O:29][CH2:30][c:31]2[cH:36][cH:35][cH:34][cH:33][cH:32]2)[C@H:26]([OH:27])[C@@H:16]([CH2:17][O:18][CH2:19][c:20]2[cH:25][cH:24][cH:23][cH:22][cH:21]2)[O:15][C@@H:6]1[O:7][CH2:8][c:9]1[cH:14][cH:13][cH:12][cH:11][cH:10]1)[NH:2][C:3](=[O:5])[CH3:4]>>C(c1ccccc1)(c1ccccc1)(c1ccccc1)OC[C@@H]1[C@@H](O)[C@H](OCC=C)[C@H](OCc2ccccc2)[C@H]([O:27][C@H:26]2[C@H:28]([O:29][CH2:30][c:31]3[cH:36][cH:35][cH:34][cH:33][cH:32]3)[C@@H:1]([NH:2][C:3](=[O:5])[CH3:4])[C@@H:6]([O:7][CH2:8][c:9]3[cH:10][cH:11][cH:12][cH:13][cH:14]3)[O:15][C@@H:16]2[CH2:17][O:18][CH2:19][c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)O1
5,[C@H]1(NC(C)=O)[C@@H](OCc2ccccc2)O[C@H](COCc3ccccc3)[C@@H](O)[C@@H]1OCc4ccccc4>>C(OC[C@H]1O[C@@H](O[C@@H]2[C@@H](COCc3ccccc3)O[C@H](OCc4ccccc4)[C@H](NC(C)=O)[C@H]2OCc5ccccc5)[C@@H](OCc6ccccc6)[C@@H](OCC=C)[C@@H]1OC)(c7ccccc7)(c8ccccc8)c9ccccc9,[C@H]1([C@@H](OCc2ccccc2)[C@H](O)[C@@H](COCc2ccccc2)O[C@@H]1OCc1ccccc1)NC(=O)C>>C(c1ccccc1)(c1ccccc1)(c1ccccc1)OC[C@@H]1[C@@H](OC)[C@H](OCC=C)[C@H](OCc2ccccc2)[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](NC(=O)C)[C@@H](OCc3ccccc3)O[C@@H]2COCc2ccccc2)O1,[C@H:1]1([C@@H:28]([O:29][CH2:30][c:31]2[cH:36][cH:35][cH:34][cH:33][cH:32]2)[C@H:26]([OH:27])[C@@H:16]([CH2:17][O:18][CH2:19][c:20]2[cH:25][cH:24][cH:23][cH:22][cH:21]2)[O:15][C@@H:6]1[O:7][CH2:8][c:9]1[cH:14][cH:13][cH:12][cH:11][cH:10]1)[NH:2][C:3](=[O:5])[CH3:4]>>C(c1ccccc1)(c1ccccc1)(c1ccccc1)OC[C@@H]1[C@@H](OC)[C@H](OCC=C)[C@H](OCc2ccccc2)[C@H]([O:27][C@H:26]2[C@H:28]([O:29][CH2:30][c:31]3[cH:36][cH:35][cH:34][cH:33][cH:32]3)[C@@H:1]([NH:2][C:3](=[O:5])[CH3:4])[C@@H:6]([O:7][CH2:8][c:9]3[cH:10][cH:11][cH:12][cH:13][cH:14]3)[O:15][C@@H:16]2[CH2:17][O:18][CH2:19][c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)O1
6,[C@H]1(NC(C)=O)[C@@H](OCc2ccccc2)O[C@H](COCc3ccccc3)[C@@H](O)[C@@H]1OCc4ccccc4>>[C@@H]1(O[C@@H]2O[C@H](CO[C@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]3OC(C)=O)[C@@H](OC)[C@H](OCC=C)[C@@H]2OCc4ccccc4)[C@@H](COCc5ccccc5)O[C@H](OCc6ccccc6)[C@H](NC(C)=O)[C@H]1OCc7ccccc7,[C@H]1([C@@H](OCc2ccccc2)[C@H](O)[C@@H](COCc2ccccc2)O[C@@H]1OCc1ccccc1)NC(=O)C>>[C@@H]1([C@H](OCc2ccccc2)[C@@H](NC(=O)C)[C@@H](OCc2ccccc2)O[C@@H]1COCc1ccccc1)O[C@H]1[C@@H](OCc2ccccc2)[C@@H](OCC=C)[C@H](OC)[C@@H](CO[C@@H]2[C@@H](OC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@H](COC(=O)C)O2)O1,[C@H:1]1([C@@H:28]([O:29][CH2:30][c:31]2[cH:36][cH:35][cH:34][cH:33][cH:32]2)[C@H:26]([OH:27])[C@@H:16]([CH2:17][O:18][CH2:19][c:20]2[cH:25][cH:24][cH:23][cH:22][cH:21]2)[O:15][C@@H:6]1[O:7][CH2:8][c:9]1[cH:14][cH:13][cH:12][cH:11][cH:10]1)[NH:2][C:3](=[O:5])[CH3:4]>>[C@@H:26]1([C@H:28]([O:29][CH2:30][c:31]2[cH:36][cH:35][cH:34][cH:33][cH:32]2)[C@@H:1]([NH:2][C:3](=[O:5])[CH3:4])[C@@H:6]([O:7][CH2:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[O:15][C@@H:16]1[CH2:17][O:18][CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[O:27][C@H]1[C@@H](OCc2ccccc2)[C@@H](OCC=C)[C@H](OC)[C@@H](CO[C@@H]2[C@@H](OC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@H](COC(=O)C)O2)O1
7,[C@H]1(NC(C)=O)[C@@H](OCc2ccccc2)O[C@H](COCc3ccccc3)[C@@H](O)[C@@H]1OCc4ccccc4>>[C@@H]1(O[C@@H]2O[C@@]3([H])[C@@]([H])(O[C@H](c4ccccc4)OC3)[C@H](OCC=C)[C@@H]2O)[C@@H](COCc5ccccc5)O[C@H](OCc6ccccc6)[C@H](NC(C)=O)[C@H]1OCc7ccccc7,[C@H]1([C@@H](OCc2ccccc2)[C@H](O)[C@@H](COCc2ccccc2)O[C@@H]1OCc1ccccc1)NC(=O)C>>[C@@H]1([C@H](OCc2ccccc2)[C@@H](NC(=O)C)[C@@H](OCc2ccccc2)O[C@@H]1COCc1ccccc1)O[C@H]1[C@@H](O)[C@@H](OCC=C)[C@@]2(O[C@@H](OC[C@@]2([H])O1)c1ccccc1)[H],[C@H:1]1([C@@H:28]([O:29][CH2:30][c:31]2[cH:36][cH:35][cH:34][cH:33][cH:32]2)[C@H:26]([OH:27])[C@@H:16]([CH2:17][O:18][CH2:19][c:20]2[cH:25][cH:24][cH:23][cH:22][cH:21]2)[O:15][C@@H:6]1[O:7][CH2:8][c:9]1[cH:14][cH:13][cH:12][cH:11][cH:10]1)[NH:2][C:3](=[O:5])[CH3:4]>>[C@@H:26]1([C@H:28]([O:29][CH2:30][c:31]2[cH:36][cH:35][cH:34][cH:33][cH:32]2)[C@@H:1]([NH:2][C:3](=[O:5])[CH3:4])[C@@H:6]([O:7][CH2:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[O:15][C@@H:16]1[CH2:17][O:18][CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[O:27][C@H]1[C@@H](O)[C@@H](OCC=C)[C@@]2(O[C@@H](OC[C@@]2([H])O1)c1ccccc1)[H]
8,c1(O)c(Cl)cccc1Cl>>c1(cc(C#Cc2cc(Cl)c(O)c(Cl)c2)cc(C(=O)OCC)n1)C(=O)OCC,c1(c(Cl)cccc1Cl)O>>c1(C(OCC)=O)nc(C(OCC)=O)cc(C#Cc2cc(Cl)c(O)c(Cl)c2)c1,[c:1]1([c:8]([Cl:9])[cH:7][cH:6][cH:5][c:3]1[Cl:4])[OH:2]>>c1(C(OCC)=O)nc(C(OCC)=O)cc(C#C[c:6]2[cH:7][c:8]([Cl:9])[c:1]([OH:2])[c:3]([Cl:4])[cH:5]2)c1
9,c1(O)c(Cl)cccc1Cl>>c1(CN(CC(=O)O)CC(=O)O)cc(C#Cc2cc(Cl)c(O)c(Cl)c2)cc(CN(CC(=O)O)CC(=O)O)n1,c1(c(Cl)cccc1Cl)O>>c1(nc(CN(CC(O)=O)CC(O)=O)cc(C#Cc2cc(Cl)c(O)c(Cl)c2)c1)CN(CC(O)=O)CC(O)=O,[c:1]1([c:8]([Cl:9])[cH:7][cH:6][cH:5][c:3]1[Cl:4])[OH:2]>>c1(nc(CN(CC(O)=O)CC(O)=O)cc(C#C[c:6]2[cH:7][c:8]([Cl:9])[c:1]([OH:2])[c:3]([Cl:4])[cH:5]2)c1)CN(CC(O)=O)CC(O)=O
