,raw_ractions,transformed_reactions,automap
10,C(CCN=N#N)CCCN=N#N.c1(cc(C(C)(C)C)cc(C(C)(C)C)c1)n2nnc(c3cccc(C#C)n3)c2>>c1(cc(C(C)(C)C)cc(C(C)(C)C)c1)n2nnc(c3cccc(c4nnn(CCCCCCN=N#N)c4)n3)c2,C(CCCN=N#N)CCN=N#N.c1(-[n]2cc(-c3nc(C#C)ccc3)nn2)cc(C(C)(C)C)cc(C(C)(C)C)c1>>c1(-[n]2cc(-c3nc(-c4c[n](CCCCCCN=N#N)nn4)ccc3)nn2)cc(C(C)(C)C)cc(C(C)(C)C)c1,[CH2:1]([CH2:7][CH2:8][CH2:9][N:10]=N#N)[CH2:2][CH2:3][N:4]=[N:5]#[N:6].[c:13]1(-[n:27]2[cH:39][c:30](-[c:31]3[n:38][c:35]([C:36]#[CH:37])[cH:34][cH:33][cH:32]3)[n:29][n:28]2)[cH:26][c:21]([C:22]([CH3:25])([CH3:24])[CH3:23])[cH:20][c:15]([C:16]([CH3:19])([CH3:18])[CH3:17])[cH:14]1>>[c:13]1(-[n:27]2[cH:39][c:30](-[c:31]3[n:38][c:35](-[c:36]4[cH:37][n:10]([CH2:9][CH2:8][CH2:7][CH2:1][CH2:2][CH2:3][N:4]=[N:5]#[N:6])nn4)[cH:34][cH:33][cH:32]3)[n:29][n:28]2)[cH:26][c:21]([C:22]([CH3:23])([CH3:24])[CH3:25])[cH:20][c:15]([C:16]([CH3:17])([CH3:18])[CH3:19])[cH:14]1
11,c12c(cc(Br)cc1)C(=O)OC2=O.S(N)(=O)(=O)c1ccc(N)cc1>>N1(c2ccc(S(N)(=O)=O)cc2)C(=O)c(ccc(Br)c3)c3C1=O,c12C(=O)OC(=O)c1cc(cc2)Br.S(c1ccc(N)cc1)(=O)(=O)N>>N1(C(=O)c2cc(Br)ccc2C1=O)c1ccc(S(=O)(=O)N)cc1,[c:1]12[C:11](=[O:12])O[C:8](=[O:9])[c:2]1[cH:3][c:4]([cH:6][cH:7]2)[Br:5].[S:13]([c:17]1[cH:23][cH:22][c:20]([NH2:21])[cH:19][cH:18]1)(=[O:16])(=[O:15])[NH2:14]>>[N:21]1([C:8](=[O:9])[c:2]2[cH:3][c:4]([Br:5])[cH:6][cH:7][c:1]2[C:11]1=[O:12])[c:20]1[cH:22][cH:23][c:17]([S:13](=[O:16])(=[O:15])[NH2:14])[cH:18][cH:19]1
12,c12c(cccc1N(=O)=O)C(=O)OC2=O.S(N)(=O)(=O)c1ccc(N)cc1>>c12c(cccc1N(=O)=O)C(=O)N(c3ccc(S(N)(=O)=O)cc3)C2=O,c12C(=O)OC(=O)c1cccc2N(=O)=O.S(c1ccc(N)cc1)(=O)(=O)N>>c12C(=O)N(c3ccc(S(=O)(=O)N)cc3)C(=O)c1cccc2N(=O)=O,[c:1]12[C:13](=[O:14])O[C:10](=[O:11])[c:2]1[cH:3][cH:4][cH:5][c:6]2[N:7](=[O:9])=[O:8].[S:15]([c:19]1[cH:25][cH:24][c:22]([NH2:23])[cH:21][cH:20]1)(=[O:18])(=[O:17])[NH2:16]>>[c:1]12[C:13](=[O:14])[N:23]([c:22]3[cH:24][cH:25][c:19]([S:15](=[O:18])(=[O:17])[NH2:16])[cH:20][cH:21]3)[C:10](=[O:11])[c:2]1[cH:3][cH:4][cH:5][c:6]2[N:7](=[O:9])=[O:8]
13,c12n(ccc(OCCCO)n1)ncc2Br.S(C)(=O)(=O)OS(C)(=O)=O>>c12n(ccc(OCCCOS(C)(=O)=O)n1)ncc2Br,c12c(Br)cn[n]1ccc(n2)OCCCO.S(OS(=O)(=O)C)(=O)(=O)C>>c12c(Br)cn[n]1ccc(n2)OCCCOS(=O)(=O)C,[c:1]12[c:14]([Br:15])[cH:13][n:12][n:2]1[cH:3][cH:4][c:5]([n:11]2)[O:6][CH2:7][CH2:8][CH2:9][OH:10].[S:16](O[S:16](=[O:19])(=[O:18])[CH3:17])(=[O:19])(=[O:18])[CH3:17]>>[c:1]12[c:14]([Br:15])[cH:13][n:12][n:2]1[cH:3][cH:4][c:5]([n:11]2)[O:6][CH2:7][CH2:8][CH2:9][O:10][S:16](=[O:19])(=[O:18])[CH3:17]
14,c12n(ncc1Br)ccc(C=CCO)n2.S(C)(=O)(=O)OS(C)(=O)=O>>c12n(ncc1Br)ccc(C=CCOS(C)(=O)=O)n2,c12nc(C=CCO)cc[n]1ncc2Br.S(OS(=O)(=O)C)(=O)(=O)C>>c12nc(C=CCOS(=O)(=O)C)cc[n]1ncc2Br,[c:1]12[n:14][c:9]([CH:10]=[CH:11][CH2:12][OH:13])[cH:8][cH:7][n:2]1[n:3][cH:4][c:5]2[Br:6].[S:15](O[S:15](=[O:18])(=[O:17])[CH3:16])(=[O:18])(=[O:17])[CH3:16]>>[c:1]12[n:14][c:9]([CH:10]=[CH:11][CH2:12][O:13][S:15](=[O:18])(=[O:17])[CH3:16])[cH:8][cH:7][n:2]1[n:3][cH:4][c:5]2[Br:6]
15,n12c(ncc1Br)ccc(NCCO)n2.S(C)(=O)(=O)OS(C)(=O)=O>>n12c(ncc1Br)ccc(NCCOS(C)(=O)=O)n2,[n]12nc(NCCO)ccc1ncc2Br.S(OS(=O)(=O)C)(=O)(=O)C>>[n]12nc(NCCOS(=O)(=O)C)ccc1ncc2Br,[n:1]12[n:14][c:9]([NH:10][CH2:11][CH2:12][OH:13])[cH:8][cH:7][c:2]1[n:3][cH:4][c:5]2[Br:6].[S:15](O[S:15](=[O:18])(=[O:17])[CH3:16])(=[O:18])(=[O:17])[CH3:16]>>[n:1]12[n:14][c:9]([NH:10][CH2:11][CH2:12][O:13][S:15](=[O:18])(=[O:17])[CH3:16])[cH:8][cH:7][c:2]1[n:3][cH:4][c:5]2[Br:6]
16,c12n(ccc(OCCCOS(C)(=O)=O)n1)ncc2Br.[C@@H]1(CO)CCCN1>>c12n(ccc(OCCCN3CCC[C@H]3CO)n1)ncc2Br,c12c(Br)cn[n]1ccc(n2)OCCCOS(=O)(=O)C.[C@@H]1(NCCC1)CO>>c12c(Br)cn[n]1ccc(n2)OCCCN1[C@H](CO)CCC1,[c:1]12[c:18]([Br:19])[cH:17][n:16][n:2]1[cH:3][cH:4][c:5]([n:15]2)[O:6][CH2:7][CH2:8][CH2:9]OS(=O)(=O)C.[C@@H:20]1([NH:26][CH2:25][CH2:24][CH2:23]1)[CH2:21][OH:22]>>[c:1]12[c:18]([Br:19])[cH:17][n:16][n:2]1[cH:3][cH:4][c:5]([n:15]2)[O:6][CH2:7][CH2:8][CH2:9][N:26]1[C@H:20]([CH2:21][OH:22])[CH2:23][CH2:24][CH2:25]1
17,c12n(ncc1Br)ccc(Cl)n2.N1(CCN(CCN)[C@H](CO)C1)C(=O)OC(C)(C)C>>c12n(ccc(NCCN3CCN(C(=O)OC(C)(C)C)C[C@H]3CO)n1)ncc2Br,c12nc(Cl)cc[n]1ncc2Br.N1(C(OC(C)(C)C)=O)C[C@@H](CO)N(CCN)CC1>>c12c(Br)cn[n]1ccc(n2)NCCN1[C@H](CO)CN(C(OC(C)(C)C)=O)CC1,[c:1]12[n:11][c:9](Cl)[cH:8][cH:7][n:2]1[n:3][cH:4][c:5]2[Br:6].[N:12]1([C:23]([O:25][C:26]([CH3:29])([CH3:28])[CH3:27])=[O:24])[CH2:22][C@@H:19]([CH2:20][OH:21])[N:15]([CH2:16][CH2:17][NH2:18])[CH2:14][CH2:13]1>>[c:1]12[c:5]([Br:6])[cH:4][n:3][n:2]1[cH:7][cH:8][c:9]([n:11]2)[NH:18][CH2:17][CH2:16][N:15]1[C@H:19]([CH2:20][OH:21])[CH2:22][N:12]([C:23]([O:25][C:26]([CH3:29])([CH3:27])[CH3:28])=[O:24])[CH2:13][CH2:14]1
18,c12n(ccc(NCCN3CCN(C(=O)OC(C)(C)C)C[C@H]3CO)n1)ncc2Br.[Si](C)(C)(Cl)C(C)(C)C>>[Si](C)(C)(OC[C@@H]1CN(C(=O)OC(C)(C)C)CCN1CCNc2ccn(ncc3Br)c3n2)C(C)(C)C,c12c(Br)cn[n]1ccc(n2)NCCN1[C@H](CO)CN(C(OC(C)(C)C)=O)CC1.[Si](C(C)(C)C)(Cl)(C)C>>[Si](C(C)(C)C)(OC[C@H]1N(CCNc2nc3c(Br)cn[n]3cc2)CCN(C(OC(C)(C)C)=O)C1)(C)C,[c:1]12[c:27]([Br:28])[cH:26][n:25][n:2]1[cH:3][cH:4][c:5]([n:24]2)[NH:6][CH2:7][CH2:8][N:9]1[C@H:21]([CH2:22][OH:23])[CH2:20][N:12]([C:13]([O:15][C:16]([CH3:19])([CH3:18])[CH3:17])=[O:14])[CH2:11][CH2:10]1.[Si:29]([C:33]([CH3:36])([CH3:35])[CH3:34])(Cl)([CH3:31])[CH3:30]>>[Si:29]([C:33]([CH3:36])([CH3:35])[CH3:34])([O:23][CH2:22][C@H:21]1[N:9]([CH2:8][CH2:7][NH:6][c:5]2[n:24][c:1]3[c:27]([Br:28])[cH:26][n:25][n:2]3[cH:3][cH:4]2)[CH2:10][CH2:11][N:12]([C:13]([O:15][C:16]([CH3:18])([CH3:19])[CH3:17])=[O:14])[CH2:20]1)([CH3:31])[CH3:30]
19,O(C(=O)OC(=O)OC(C)(C)C)C(C)(C)C.[Si](C)(C)(OC[C@@H]1CN(C(=O)OC(C)(C)C)CCN1CCNc2ccn(ncc3Br)c3n2)C(C)(C)C>>c1(ccn(ncc2Br)c2n1)N(CCN3CCN(C(=O)OC(C)(C)C)C[C@H]3CO[Si](C)(C)C(C)(C)C)C(=O)OC(C)(C)C,O(C(C)(C)C)C(OC(OC(C)(C)C)=O)=O.[Si](C(C)(C)C)(OC[C@H]1N(CCNc2nc3c(Br)cn[n]3cc2)CCN(C(OC(C)(C)C)=O)C1)(C)C>>c1(N(C(OC(C)(C)C)=O)CCN2[C@H](CO[Si](C(C)(C)C)(C)C)CN(C(OC(C)(C)C)=O)CC2)nc2c(Br)cn[n]2cc1,[O:7]([C:8]([CH3:11])([CH3:10])[CH3:9])[C:5](O[C:5]([O:7][C:8]([CH3:11])([CH3:10])[CH3:9])=[O:6])=[O:6].[Si:16]([C:47]([CH3:50])([CH3:49])[CH3:48])([O:19][CH2:20][C@H:21]1[N:33]([CH2:34][CH2:35][NH:36][c:37]2[n:46][c:45]3[c:43]([Br:44])[cH:42][n:41][n:40]3[cH:39][cH:38]2)[CH2:32][CH2:31][N:23]([C:24]([O:26][C:27]([CH3:30])([CH3:29])[CH3:28])=[O:25])[CH2:22]1)([CH3:18])[CH3:17]>>[c:37]1([N:36]([C:5]([O:7][C:8]([CH3:9])([CH3:10])[CH3:11])=[O:6])[CH2:35][CH2:34][N:33]2[C@H:21]([CH2:20][O:19][Si:16]([C:47]([CH3:50])([CH3:49])[CH3:48])([CH3:18])[CH3:17])[CH2:22][N:23]([C:24]([O:26][C:27]([CH3:30])([CH3:29])[CH3:28])=[O:25])[CH2:31][CH2:32]2)[n:46][c:45]2[c:43]([Br:44])[cH:42][n:41][n:40]2[cH:39][cH:38]1
