,raw_ractions,transformed_reactions,automap
10,c12c(ccs1)nccc2O>>c1(NC2CCCC(C=CC#N)C2)c(N(=O)=O)cnc(ccs3)c13,c12c(O)ccnc1ccs2>>c1(c2sccc2ncc1N(=O)=O)NC1CC(C=CC#N)CCC1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]1([c:1]2[s:5][cH:4][cH:3][c:2]2[n:6][cH:7][c:8]1N(=O)=O)NC1CC(C=CC#N)CCC1
11,c12c(ccs1)nccc2O>>c1(N[C@@H]2CC[C@@H](CC#N)[C@@H](OC)C2)c(N(=O)=O)cnc(ccs3)c13,c12c(O)ccnc1ccs2>>c1(c2sccc2ncc1N(=O)=O)N[C@H]1C[C@H](OC)[C@H](CC#N)CC1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]1([c:1]2[s:5][cH:4][cH:3][c:2]2[n:6][cH:7][c:8]1N(=O)=O)N[C@H]1C[C@H](OC)[C@H](CC#N)CC1
12,c12c(ccs1)nccc2O>>c1(N[C@@H]2CC[C@@H](CC#N)[C@@H](OC)C2)c(N)cnc(ccs3)c13,c12c(O)ccnc1ccs2>>c1(c2sccc2ncc1N)N[C@H]1C[C@H](OC)[C@H](CC#N)CC1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]1([c:1]2[s:5][cH:4][cH:3][c:2]2[n:6][cH:7][c:8]1N)N[C@H]1C[C@H](OC)[C@H](CC#N)CC1
13,c12c(ccs1)nccc2O>>c12c(cnc(ccs3)c13)nc(C)n2[C@@H]4CC[C@@H](CC#N)[C@@H](OC)C4,c12c(O)ccnc1ccs2>>c12[n]([C@H]3C[C@H](OC)[C@H](CC#N)CC3)c(C)nc1cnc1c2scc1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]12[n]([C@H]3C[C@H](OC)[C@H](CC#N)CC3)c(C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
14,c12c(ccs1)nccc2O>>c12c(cnc(ccs3)c13)nc([C@H](C)O)n2[C@@H]4CC[C@@H](CC#N)[C@@H](OC)C4,c12c(O)ccnc1ccs2>>c12[n]([C@H]3C[C@H](OC)[C@H](CC#N)CC3)c([C@@H](O)C)nc1cnc1c2scc1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]12[n]([C@H]3C[C@H](OC)[C@H](CC#N)CC3)c([C@@H](O)C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
15,c12c(ccs1)nccc2O>>c1(N[C@@H]2CC[C@@H](CC#N)[C@H](OC)C2)c(N(=O)=O)cnc(ccs3)c13,c12c(O)ccnc1ccs2>>c1(c2sccc2ncc1N(=O)=O)N[C@H]1C[C@@H](OC)[C@H](CC#N)CC1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]1([c:1]2[s:5][cH:4][cH:3][c:2]2[n:6][cH:7][c:8]1N(=O)=O)N[C@H]1C[C@@H](OC)[C@H](CC#N)CC1
16,c12c(ccs1)nccc2O>>c1(N[C@@H]2CC[C@@H](CC#N)[C@H](OC)C2)c(N)cnc(ccs3)c13,c12c(O)ccnc1ccs2>>c1(c2sccc2ncc1N)N[C@H]1C[C@@H](OC)[C@H](CC#N)CC1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]1([c:1]2[s:5][cH:4][cH:3][c:2]2[n:6][cH:7][c:8]1N)N[C@H]1C[C@@H](OC)[C@H](CC#N)CC1
17,c12c(ccs1)nccc2O>>c12c(cnc(ccs3)c13)nc([C@@H](C)O)n2C4CCC(CC#N)C(OC)C4,c12c(O)ccnc1ccs2>>c12[n](C3CC(OC)C(CC#N)CC3)c([C@H](O)C)nc1cnc1c2scc1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]12[n](C3CC(OC)C(CC#N)CC3)c([C@H](O)C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
18,c12c(ccs1)nccc2O.c12c(ccs1)nccc2O>>c1(N[C@@H]2CC[C@@H](NCC(F)(F)F)CC2)c(N)cnc(ccs3)c13,c12c(O)ccnc1ccs2.c12c(O)ccnc1ccs2>>c1(c2sccc2ncc1N)N[C@H]1CC[C@H](NCC(F)(F)F)CC1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2.[c:11]12[c:19](O)[cH:18][cH:17][n:16][c:12]1[cH:13][cH:14]s2>>[c:9]1([c:1]2[s:5][cH:4][cH:3][c:2]2[n:6][cH:7][c:8]1N)N[C@H:18]1[CH2:19][CH2:11][C@H:12]([NH:16][CH2:17]C(F)(F)F)[CH2:13][CH2:14]1
19,c12c(ccs1)nccc2O>>c12c(cnc(ccs3)c13)nc([C@@H](C)O)n2[C@H]4CCCN(C(=O)CCC(F)(F)F)C4,c12c(O)ccnc1ccs2>>c12[n]([C@@H]3CN(C(CCC(F)(F)F)=O)CCC3)c([C@H](O)C)nc1cnc1c2scc1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]12[n]([C@@H]3CN(C(CCC(F)(F)F)=O)CCC3)c([C@H](O)C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
20,c12c(ccs1)nccc2O>>c12c(cnc(ccs3)c13)nc([C@@H](C)O)n2[C@@H]4CC[C@@H](NCC(F)(F)F)CC4,c12c(O)ccnc1ccs2>>c12[n]([C@H]3CC[C@H](NCC(F)(F)F)CC3)c([C@H](O)C)nc1cnc1c2scc1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]12[n]([C@H]3CC[C@H](NCC(F)(F)F)CC3)c([C@H](O)C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
21,c12c(ccs1)nccc2O>>c12c(cnc(ccs3)c13)nc([C@@H](C)O)n2[C@H]4CCCN(C(=O)CCc5ccccc5)C4,c12c(O)ccnc1ccs2>>c12[n]([C@@H]3CN(C(CCc4ccccc4)=O)CCC3)c([C@H](O)C)nc1cnc1c2scc1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]12[n]([C@@H]3CN(C(CCc4ccccc4)=O)CCC3)c([C@H](O)C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
22,c12c(ccs1)nccc2O>>c12c(cnc(ccs3)c13)nc(C(C)=O)n2[C@H]4CC[C@H](CC#N)OC4,c12c(O)ccnc1ccs2>>c12[n]([C@@H]3CO[C@@H](CC#N)CC3)c(C(=O)C)nc1cnc1c2scc1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]12[n]([C@@H]3CO[C@@H](CC#N)CC3)c(C(=O)C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
23,c12c(ccs1)nccc2O>>C(F)(F)(F)C(=O)O.c12c(cnc(ccs3)c13)nc(C(C)N)n2[C@H]4CC[C@H](CC#N)OC4,c12c(O)ccnc1ccs2>>C(C(O)=O)(F)(F)F.c12[n]([C@@H]3CO[C@@H](CC#N)CC3)c(C(N)C)nc1cnc1c2scc1,[c:1]12[c:9]([OH:10])[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[C:8]([C:9]([OH:10])=O)(F)(F)F.[c:9]12[n]([C@@H]3CO[C@@H](CC#N)CC3)c(C(N)C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
24,c12c(ccs1)nccc2O>>c12c(cnc(ccs3)c13)nc(C(C)NC(C)=O)n2[C@H]4CC[C@H](CC#N)OC4,c12c(O)ccnc1ccs2>>c12[n]([C@@H]3CO[C@@H](CC#N)CC3)c(C(NC(=O)C)C)nc1cnc1c2scc1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]12[n]([C@@H]3CO[C@@H](CC#N)CC3)c(C(NC(=O)C)C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
25,c12c(ccs1)nccc2O>>C1(CO)(CCC2(CCCO2)CC1)Nc3c(N)cnc(ccs4)c34,c12c(O)ccnc1ccs2>>C1(Nc2c3sccc3ncc2N)(CCC2(OCCC2)CC1)CO,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>C1(N[c:9]2[c:1]3[s:5][cH:4][cH:3][c:2]3[n:6][cH:7][c:8]2N)(CCC2(OCCC2)CC1)CO
26,c12c(ccs1)nccc2O>>c1(N[C@H]2CCC(CC#N)OC2)c(N(=O)=O)cnc(ccs3)c13,c12c(O)ccnc1ccs2>>c1(c2sccc2ncc1N(=O)=O)N[C@@H]1COC(CC#N)CC1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]1([c:1]2[s:5][cH:4][cH:3][c:2]2[n:6][cH:7][c:8]1N(=O)=O)N[C@@H]1COC(CC#N)CC1
27,c12c(ccs1)nccc2O>>c1(N[C@H]2CC[C@H](CC#N)OC2)c(N)cnc(ccs3)c13,c12c(O)ccnc1ccs2>>c1(c2sccc2ncc1N)N[C@@H]1CO[C@@H](CC#N)CC1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]1([c:1]2[s:5][cH:4][cH:3][c:2]2[n:6][cH:7][c:8]1N)N[C@@H]1CO[C@@H](CC#N)CC1
28,c12c(ccs1)nccc2O>>C(F)(F)(F)C(=O)O.c12c(cnc(ccs3)c13)nc(CC#N)n2[C@H]4CC[C@H](CC#N)OC4,c12c(O)ccnc1ccs2>>C(C(O)=O)(F)(F)F.c12[n]([C@@H]3CO[C@@H](CC#N)CC3)c(CC#N)nc1cnc1c2scc1,[c:1]12[c:9]([OH:10])[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[C:8]([C:9]([OH:10])=O)(F)(F)F.[c:9]12[n]([C@@H]3CO[C@@H](CC#N)CC3)c(CC#N)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
29,c12c(ccs1)nccc2O>>c12c(cnc(ccs3)c13)nc([C@@H](C)O)n2[C@H]4CC[C@H](CN=N#N)OC4,c12c(O)ccnc1ccs2>>c12[n]([C@@H]3CO[C@@H](CN=N#N)CC3)c([C@H](O)C)nc1cnc1c2scc1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]12[n]([C@@H]3CO[C@@H](CN=N#N)CC3)c([C@H](O)C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
30,c12c(ccs1)nccc2O>>c12c(cnc(ccs3)c13)nc([C@@H](C)O)n2[C@H]4CC[C@H](CN)OC4,c12c(O)ccnc1ccs2>>c12[n]([C@@H]3CO[C@@H](CN)CC3)c([C@H](O)C)nc1cnc1c2scc1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]12[n]([C@@H]3CO[C@@H](CN)CC3)c([C@H](O)C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
31,c12c(ccs1)nccc2O>>c12c(cnc(ccs3)c13)nc([C@@H](C)O)n2[C@H]4CC[C@H](CNS(C)(=O)=O)OC4,c12c(O)ccnc1ccs2>>c12[n]([C@@H]3CO[C@@H](CNS(=O)(=O)C)CC3)c([C@H](O)C)nc1cnc1c2scc1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]12[n]([C@@H]3CO[C@@H](CNS(=O)(=O)C)CC3)c([C@H](O)C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
32,c12c(ccs1)nccc2O>>C(F)(F)(F)C(=O)O.c12c(cnc(ccs3)c13)nc([C@@H](C)O)n2[C@@H]4CC[C@@H](CN)CC4,c12c(O)ccnc1ccs2>>C(C(O)=O)(F)(F)F.c12[n]([C@H]3CC[C@H](CN)CC3)c([C@H](O)C)nc1cnc1c2scc1,[c:1]12[c:9]([OH:10])[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[C:8]([C:9]([OH:10])=O)(F)(F)F.[c:9]12[n]([C@H]3CC[C@H](CN)CC3)c([C@H](O)C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
33,c12c(ccs1)nccc2O>>c12c(cnc(ccs3)c13)nc([C@@H](C)O)n2[C@@H]4CC[C@@H](CNC(=O)OC)CC4,c12c(O)ccnc1ccs2>>c12[n]([C@H]3CC[C@H](CNC(OC)=O)CC3)c([C@H](O)C)nc1cnc1c2scc1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]12[n]([C@H]3CC[C@H](CNC(OC)=O)CC3)c([C@H](O)C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
34,c12c(ccs1)nccc2O>>c12c(cnc(ccs3)c13)nc([C@@H](C)O)n2[C@@H]4CC[C@@H](CNC(C)=O)CC4,c12c(O)ccnc1ccs2>>c12[n]([C@H]3CC[C@H](CNC(=O)C)CC3)c([C@H](O)C)nc1cnc1c2scc1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]12[n]([C@H]3CC[C@H](CNC(=O)C)CC3)c([C@H](O)C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
35,c12c(ccs1)nccc2O>>C(F)(F)(F)C(=O)O.c12c(cnc(ccs3)c13)nc([C@@H](C)O)n2[C@@H]4CC[C@@H](CNS(C)(=O)=O)CC4,c12c(O)ccnc1ccs2>>C(C(O)=O)(F)(F)F.c12[n]([C@H]3CC[C@H](CNS(=O)(=O)C)CC3)c([C@H](O)C)nc1cnc1c2scc1,[c:1]12[c:9]([OH:10])[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[C:8]([C:9]([OH:10])=O)(F)(F)F.[c:9]12[n]([C@H]3CC[C@H](CNS(=O)(=O)C)CC3)c([C@H](O)C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
36,c12c(ccs1)nccc2O>>C(F)(F)(F)C(=O)O.c12c(cnc(ccs3)c13)nc([C@@H](C)O)n2[C@@H]4CC[C@@H](CNC(=O)N(C)C)CC4,c12c(O)ccnc1ccs2>>C(C(O)=O)(F)(F)F.c12[n]([C@H]3CC[C@H](CNC(N(C)C)=O)CC3)c([C@H](O)C)nc1cnc1c2scc1,[c:1]12[c:9]([OH:10])[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[C:8]([C:9]([OH:10])=O)(F)(F)F.[c:9]12[n]([C@H]3CC[C@H](CNC(N(C)C)=O)CC3)c([C@H](O)C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
37,c12c(ccs1)nccc2O>>c12c(cnc(ccs3)c13)nc([C@@H](C)O)n2[C@@H]4CC[C@@H](CNC(=O)OCC)CC4,c12c(O)ccnc1ccs2>>c12[n]([C@H]3CC[C@H](CNC(OCC)=O)CC3)c([C@H](O)C)nc1cnc1c2scc1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]12[n]([C@H]3CC[C@H](CNC(OCC)=O)CC3)c([C@H](O)C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
38,c12c(ccs1)nccc2O>>c12c(cnc(ccs3)c13)nc([C@@H](C)O)n2[C@@H]4CC[C@@H](CNC(=O)OCCC)CC4,c12c(O)ccnc1ccs2>>c12[n]([C@H]3CC[C@H](CNC(OCCC)=O)CC3)c([C@H](O)C)nc1cnc1c2scc1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]12[n]([C@H]3CC[C@H](CNC(OCCC)=O)CC3)c([C@H](O)C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
39,c12c(ccs1)nccc2O>>c12c(cnc(ccs3)c13)nc([C@@H](C)O)n2[C@@H]4CC[C@@H](CNC(=O)OC(C)C)CC4,c12c(O)ccnc1ccs2>>c12[n]([C@H]3CC[C@H](CNC(OC(C)C)=O)CC3)c([C@H](O)C)nc1cnc1c2scc1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]12[n]([C@H]3CC[C@H](CNC(OC(C)C)=O)CC3)c([C@H](O)C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
40,c12c(ccs1)nccc2O>>c12c(cnc(ccs3)c13)nc([C@@H](C)O)n2[C@@H]4CC[C@@H](CNC(=O)OC5CCOC5)CC4,c12c(O)ccnc1ccs2>>c12[n]([C@H]3CC[C@H](CNC(OC4COCC4)=O)CC3)c([C@H](O)C)nc1cnc1c2scc1,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]12[n]([C@H]3CC[C@H](CNC(OC4COCC4)=O)CC3)c([C@H](O)C)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1
41,c12c(ccs1)nccc2O>>c12c(cnc(ccs3)c13)nc(CC#N)n2[C@@H]4CC[C@@H](CN)CC4.Cl,c12c(O)ccnc1ccs2>>c12[n]([C@H]3CC[C@H](CN)CC3)c(CC#N)nc1cnc1c2scc1.Cl,[c:1]12[c:9](O)[cH:8][cH:7][n:6][c:2]1[cH:3][cH:4][s:5]2>>[c:9]12[n]([C@H]3CC[C@H](CN)CC3)c(CC#N)n[c:8]1[cH:7][n:6][c:2]1[c:1]2[s:5][cH:4][cH:3]1.Cl
42,c12c(cnc(ccs3)c13)nc([C@@H](C)O)n2[C@H]4CC[C@H](CN=N#N)OC4>>c12c(cnc(ccs3)c13)nc([C@@H](C)O)n2[C@H]4CC[C@H](CNC(=O)OC(C)C)OC4,c12[n]([C@@H]3CO[C@@H](CN=N#N)CC3)c([C@H](O)C)nc1cnc1c2scc1>>c12[n]([C@@H]3CO[C@@H](CNC(OC(C)C)=O)CC3)c([C@H](O)C)nc1cnc1c2scc1,[c:1]12[n:15]([C@@H:16]3[CH2:25][O:24][C@@H:19]([CH2:20][N:21]=N#N)[CH2:18][CH2:17]3)[c:11]([C@H:12]([OH:14])[CH3:13])[n:10][c:2]1[cH:3][n:4][c:5]1[c:9]2[s:8][cH:7][cH:6]1>>[c:1]12[n:15]([C@@H:16]3[CH2:25][O:24][C@@H:19]([CH2:20][NH:21]C(OC(C)C)=O)[CH2:18][CH2:17]3)[c:11]([C@H:12]([OH:14])[CH3:13])[n:10][c:2]1[cH:3][n:4][c:5]1[c:9]2[s:8][cH:7][cH:6]1
43,[C@@H]1(CCS(C)(=O)=O)CC[C@@H](NC(=O)OC(C)(C)C)CC1>>c1(N[C@@H]2CC[C@@H](CCS(C)(=O)=O)CC2)c(N(=O)=O)cnc(ccs3)c13,[C@@H]1(CC[C@H](NC(OC(C)(C)C)=O)CC1)CCS(=O)(=O)C>>c1(c2sccc2ncc1N(=O)=O)N[C@H]1CC[C@H](CCS(=O)(=O)C)CC1,[C@@H:1]1([CH2:20][CH2:19][C@H:10]([NH:11][C:12](OC(C)(C)C)=O)[CH2:9][CH2:8]1)[CH2:2][CH2:3][S:4](=[O:7])(=[O:6])[CH3:5]>>[c:12]1(c2sccc2ncc1N(=O)=O)[NH:11][C@H:10]1[CH2:9][CH2:8][C@H:1]([CH2:2][CH2:3][S:4](=[O:6])(=[O:7])[CH3:5])[CH2:20][CH2:19]1
44,[C@@H]1(CCS(C)(=O)=O)CC[C@@H](NC(=O)OC(C)(C)C)CC1>>c1(N[C@@H]2CC[C@@H](CCS(C)(=O)=O)CC2)c(N)cnc(ccs3)c13,[C@@H]1(CC[C@H](NC(OC(C)(C)C)=O)CC1)CCS(=O)(=O)C>>c1(c2sccc2ncc1N)N[C@H]1CC[C@H](CCS(=O)(=O)C)CC1,[C@@H:1]1([CH2:20][CH2:19][C@H:10]([NH:11][C:12](OC(C)(C)C)=O)[CH2:9][CH2:8]1)[CH2:2][CH2:3][S:4](=[O:7])(=[O:6])[CH3:5]>>[c:12]1(c2sccc2ncc1N)[NH:11][C@H:10]1[CH2:9][CH2:8][C@H:1]([CH2:2][CH2:3][S:4](=[O:6])(=[O:7])[CH3:5])[CH2:20][CH2:19]1
